Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Zha25aj,Each Rank Could be an Expert: Single-Ranked Mixture of Experts LoRA for Multi-Task Learning,Ziyu Zhao et al.,2025,2025-01-25,ArXiv,abs/2501.15103,,"Low-Rank Adaptation (LoRA) is widely used for adapting large language models (LLMs) to specific domains due to its efficiency and modularity. Meanwhile, vanilla LoRA struggles with task conflicts in multi-task scenarios. Recent works adopt Mixture of Experts (MoE) by treating each LoRA module as an expert, thereby mitigating task interference through multiple specialized LoRA modules. While effective, these methods often isolate knowledge within individual tasks, failing to fully exploit the shared knowledge across related tasks. In this paper, we establish a connection between single LoRA and multi-LoRA MoE, integrating them into a unified framework. We demonstrate that the dynamic routing of multiple LoRAs is functionally equivalent to rank partitioning and block-level activation within a single LoRA. We further empirically demonstrate that finer-grained LoRA partitioning, within the same total and activated parameter constraints, leads to better performance gains across heterogeneous tasks. Building on these findings, we propose Single-ranked Mixture of Experts LoRA (\textbf{SMoRA}), which embeds MoE into LoRA by \textit{treating each rank as an independent expert}. With a \textit{dynamic rank-wise activation} mechanism, SMoRA promotes finer-grained knowledge sharing while mitigating task conflicts. Experiments demonstrate that SMoRA activates fewer parameters yet achieves better performance in multi-task scenarios.",10,8.3,10.48550/arXiv.2501.15103,https://doi.org/10.48550/arXiv.2501.15103,1.5800
Li25g,Sparser Mixture-of-Adapters with Cross-Layer Generalization,Ziyue Li and Tianyi Zhou,2025,,North American Chapter of the Association for Computational Linguistics,,3988-4002,"As large language models (LLMs) scale, improving their efficiency and adaptability across tasks becomes increasingly critical. The Mixture-of-Adapter (MoA) framework offers a promising solution by training a small pool of lightweight adapters at each layer and selecting the most suitable ones for each input, merging their outputs with the original layer’s. However, existing MoA approaches do not allow sharing adapters across different layers, leading to unnecessary redundancy and poor generalization of trained adapters. To tackle these challenges, we propose “ S parser MoA (SM O A)”, which trains a unified adapter pool shared across layers, introducing a much sparser routing choice of experts per layer. Enforcing such sparsity improves the Cross-Layer Generalization (CL A G) capability and specialization of each adapter, thereby enhancing SM O A’s adaptation to different tasks. Extensive experiments across multiple base LLMs show SM O A reduces active adapters by over 85% while significantly boosting task accuracy, paving the way for developing more efficient, generalizable, and modular LLMs.",1,0.8,10.18653/v1/2025.naacl-long.201,https://doi.org/10.18653/v1/2025.naacl-long.201,1.5500
Mei24,FedMoE: Personalized Federated Learning via Heterogeneous Mixture of Experts,"Hanzi Mei, Dongqi Cai, Ao Zhou, Shangguang Wang, and Mengwei Xu",2024,2024-08-21,ArXiv,abs/2408.11304,,"As Large Language Models (LLMs) push the boundaries of AI capabilities, their demand for data is growing. Much of this data is private and distributed across edge devices, making Federated Learning (FL) a de-facto alternative for fine-tuning (i.e., FedLLM). However, it faces significant challenges due to the inherent heterogeneity among clients, including varying data distributions and diverse task types. Towards a versatile FedLLM, we replace traditional dense model with a sparsely-activated Mixture-of-Experts (MoE) architecture, whose parallel feed-forward networks enable greater flexibility. To make it more practical in resource-constrained environments, we present FedMoE, the efficient personalized FL framework to address data heterogeneity, constructing an optimal sub-MoE for each client and bringing the knowledge back to global MoE. FedMoE is composed of two fine-tuning stages. In the first stage, FedMoE simplifies the problem by conducting a heuristic search based on observed activation patterns, which identifies a suboptimal submodel for each client. In the second stage, these submodels are distributed to clients for further training and returned for server aggregating through a novel modular aggregation strategy. Meanwhile, FedMoE progressively adjusts the submodels to optimal through global expert recommendation. Experimental results demonstrate the superiority of our method over previous personalized FL methods.",18,11,10.48550/arXiv.2408.11304,https://doi.org/10.48550/arXiv.2408.11304,1.5500
Wan24q,Let the Expert Stick to His Last: Expert-Specialized Fine-Tuning for Sparse Architectural Large Language Models,Zihan Wang et al.,2024,2024-07-02,Conference on Empirical Methods in Natural Language Processing,abs/2407.01906,,"Parameter-efficient fine-tuning (PEFT) is crucial for customizing Large Language Models (LLMs) with constrained resource. Although there have been various PEFT methods for dense-architecture LLMs, PEFT for sparse-architecture LLMs is still underexplored. In this work, we study the PEFT method for LLMs with the Mixture-of-Experts (MoE) architecture and the contents of this work are mainly threefold: (1) We investigate the dispersion degree of the activated experts in customized tasks, and found that the routing distribution for specific task tend to be highly concentrated, while the distribution of activated experts varies significantly across different tasks. (2) We propose the expert-specialized fine-tuning method, which tunes the experts most relevant to downstream tasks while freezing the other experts; experimental results demonstrate that our method not only improves the tuning efficiency, but also matches or even surpasses the performance of full-parameter fine-tuning. (3) We further analyze the impact of the MoE architecture on expert-specialized fine-tuning. We find that MoE models with finer-grained experts are more advantageous in selecting the combination of experts that are most relevant to downstream tasks, thereby enhancing the both the training efficiency and effectiveness.",13,4.5,10.48550/arXiv.2407.01906,https://doi.org/10.48550/arXiv.2407.01906,1.5500
Sun24,Remembering Transformer for Continual Learning,"Yuwei Sun, Ippei Fujisawa, Arthur Juliani, Jun Sakuma, and Ryota Kanai",2024,2024-04-11,2025 International Joint Conference on Neural Networks (IJCNN),,1-9,"Conventional neural networks including Transformers encounter the catastrophic forgetting problem during sequential task learning, where learning new tasks interferes with previously learned knowledge. Existing memory replay and regularization methods cannot effectively eliminate interference among different tasks. Soft parameter sharing methods usually necessitate a large amount of additional parameters for learning each task, and task identity information is essential for leveraging task-specific parameters. To this end, we propose Remembering Transformer leveraging an adapter mixtures architecture enhanced by a generative routing mechanism for efficient task retention. In generative routing, input samples are allocated to the most relevant expert adapters based on a reconstruction loss. Moreover, unlike existing studies on soft parameter sharing that do not consider model capacity limitations, we investigate a challenging setting where the number of task-specific parameters is constrained. In particular, we devise an adapter fusion strategy to aggregate resembling experts based on similarity matching and knowledge distillation. Extensive empirical results measured by task accuracy, forgetting rate, and memory footprint, demonstrate that Remembering Transformer significantly enhances knowledge retention without task identity information. The proposed method surpasses various conventional methods with enhanced parameter efficiency in a broad range of incremental learning tasks.",2,1.0,10.1109/IJCNN64981.2025.11227313,https://doi.org/10.1109/IJCNN64981.2025.11227313,1.4500
Nga23,Audio-Adapterfusion: A Task-Id-Free Approach for Efficient and Non-Destructive Multi-Task Speech Recognition,Hillary Ngai et al.,2023,2023-10-17,2023 IEEE Automatic Speech Recognition and Understanding Workshop (ASRU),,1-8,"Adapters are an efficient, composable alternative to full fine-tuning of pre-trained models and help scale the deployment of large ASR models to many tasks. In practice, a task ID is commonly prepended to the input during inference to route to single-task adapters for the specified task. However, one major limitation of this approach is that the task ID may not be known during inference, rendering it unsuitable for most multi-task settings. To address this, we propose three novel task-ID-free methods to combine single-task adapters in multi-task ASR and investigate two learning algorithms for training. We evaluate our methods on 10 test sets from 4 diverse ASR tasks and show that our methods are non-destructive and parameter-efficient. While only updating 17 % of the model parameters, our methods can achieve an 8 % mean WER improvement relative to full fine-tuning and are on-par with task-ID adapter routing.",1,0.4,10.1109/ASRU57964.2023.10389744,https://doi.org/10.1109/ASRU57964.2023.10389744,1.4000
Hua23b,LoraHub: Efficient Cross-Task Generalization via Dynamic LoRA Composition,Chengsong Huang et al.,2023,2023-07-25,ArXiv,abs/2307.13269,,"Low-rank adaptations (LoRA) are often employed to fine-tune large language models (LLMs) for new tasks. This paper investigates LoRA composability for cross-task generalization and introduces LoraHub, a simple framework devised for the purposive assembly of LoRA modules trained on diverse given tasks, with the objective of achieving adaptable performance on unseen tasks. With just a few examples from a new task, LoraHub can fluidly combine multiple LoRA modules, eliminating the need for human expertise and assumptions. Notably, the composition requires neither additional model parameters nor gradients. Empirical results on the Big-Bench Hard benchmark suggest that LoraHub, while not surpassing the performance of in-context learning, offers a notable performance-efficiency trade-off in few-shot scenarios by employing a significantly reduced number of tokens per example during inference. Notably, LoraHub establishes a better upper bound compared to in-context learning when paired with different demonstration examples, demonstrating its potential for future development. Our vision is to establish a platform for LoRA modules, empowering users to share their trained LoRA modules. This collaborative approach facilitates the seamless application of LoRA modules to novel tasks, contributing to an adaptive ecosystem. Our code is available at https://github.com/sail-sg/lorahub, and all the pre-trained LoRA modules are released at https://huggingface.co/lorahub.",318,117,10.48550/arXiv.2307.13269,https://doi.org/10.48550/arXiv.2307.13269,1.4000
Fli25,FedLoRASwitch: Efficient Federated Learning via LoRA Expert Hotswapping and Routing,"Joakim Flink, Bostan Khan, and Masoud Daneshtalab",2025,2025-10-14,2025 3rd International Conference on Federated Learning Technologies and Applications (FLTA),,101-108,"Adapting large language models (LLMs) to diverse tasks in federated settings is hindered by communication over-head, privacy constraints, and client heterogeneity. We introduce FedLoRASwitch, a framework that trains multiple specialised Low-Rank Adaptation (LoRA) experts on distributed clients without sharing raw data. A lightweight Transformer router selects the single most relevant expert from five categories (including a general category and a web-search augmented category) based on the highest confidence score per query, with a routing step latency of approximately 35 ms on a single A5000 GPU. The selected expert's LoRA weights (quantized to 4-bit, payload approx. 25 MB) are then loaded on-the-fly into a frozen 0.5 B -parameter base model. A retrieval-augmented web search capability is included, ensuring access to newly published knowledge. Experiments on CodeAlpaca (code generation), GSM8K (mathematics), IndianHistory, and MuskumPillerum (general Q&A) show that four exemplar experts boost performance from 1.97 % to 16.22 % exact-match on GSM8K, while reducing communicated bytes per client per round by approximately $40 \times$ compared with sending full 16-bit model parameters. Beyond accuracy, FedLoRASwitch enables cost-effective personalisation: institutions can host private, domain-specific LoRAs instead of repeatedly training full models. Previous work has validated federated learning, LoRA, and Mixture-of-Experts principles individually; FedLoRASwitch is, to our knowledge, the first system that combines these concepts to train multiple distinct LoRA experts in a federated manner and dynamically select one for inference. The framework offers a pragmatic path to high-performance, privacy-preserving, and resource-efficient multi-expert LLM adaptation.",0,,10.1109/FLTA67013.2025.11336447,https://doi.org/10.1109/FLTA67013.2025.11336447,1.4000
Qu24,Introducing Routing Functions to Vision-Language Parameter-Efficient Fine-Tuning with Low-Rank Bottlenecks,"Tingyu Qu, T. Tuytelaars, and M. Moens",2024,2024-03-14,European Conference on Computer Vision,,291-308,"Mainstream parameter-efficient fine-tuning (PEFT) methods, such as LoRA or Adapter, project a model's hidden states to a lower dimension, allowing pre-trained models to adapt to new data through this low-rank bottleneck. However, PEFT tasks involving multiple modalities, like vision-language (VL) tasks, require not only adaptation to new data but also learning the relationship between different modalities. Targeting at VL PEFT tasks, we propose a family of operations, called routing functions, to enhance VL alignment in the low-rank bottlenecks. These feature routing functions adopt linear operations and do not introduce new trainable parameters. In-depth analyses are conducted to study their behavior. In various VL PEFT settings, the routing functions significantly improve performance of the original PEFT methods, achieving over 20\% improvement on VQAv2 ($\text{RoBERTa}_{\text{large}}$+ViT-L/16) and 30\% on COCO Captioning (GPT2-medium+ViT-L/16). Also when fine-tuning a pre-trained multimodal model such as CLIP-BART, we observe smaller but consistent improvements across a range of VL PEFT tasks. Our code is available at https://github.com/tingyu215/Routing_VLPEFT.",4,1.9,10.48550/arXiv.2403.09377,https://doi.org/10.48550/arXiv.2403.09377,1.3500
Muq23,Soft Merging of Experts with Adaptive Routing,"Mohammed Muqeeth, Haokun Liu, and Colin Raffel",2023,2023-06-06,Trans. Mach. Learn. Res.,abs/2306.03745,,"Sparsely activated neural networks with conditional computation learn to route their inputs through different""expert""subnetworks, providing a form of modularity that densely activated models lack. Despite their possible benefits, models with learned routing often underperform their parameter-matched densely activated counterparts as well as models that use non-learned heuristic routing strategies. In this paper, we hypothesize that these shortcomings stem from the gradient estimation techniques used to train sparsely activated models that use non-differentiable discrete routing decisions. To address this issue, we introduce Soft Merging of Experts with Adaptive Routing (SMEAR), which avoids discrete routing by using a single""merged""expert constructed via a weighted average of all of the experts' parameters. By routing activations through a single merged expert, SMEAR does not incur a significant increase in computational costs and enables standard gradient-based training. We empirically validate that models using SMEAR outperform models that route based on metadata or learn sparse routing through gradient estimation. Furthermore, we provide qualitative analysis demonstrating that the experts learned via SMEAR exhibit a significant amount of specialization. All of the code used in our experiments is publicly available.",89,31,10.48550/arXiv.2306.03745,https://doi.org/10.48550/arXiv.2306.03745,1.3500
Zha25l,PC-MoE: memory-efficient and privacy-preserving collaborative training for Mixture-of-Experts LLMs,"Z. Zhang, Bolin Ding, and K. H. Low",2025,2025-06-03,Machine Learning,115,,"Mixture-of-Experts (MoE) has been gaining popularity due to its successful adaptation to large language models (LLMs). In this work, we introduce Privacy-preserving Collaborative Mixture-of-Experts (PC-MoE), which leverages the sparsity of the MoE architecture for memory-efficient decentralized collaborative LLM training, enabling multiple parties with limited GPU-memory and data resources to collectively train more capable LLMs than they could achieve individually. At the same time, this approach protects training data privacy of each participant by keeping training data, as well as parts of the forward pass signal and gradients locally within each party. By design, PC-MoE synergistically combines the strengths of distributed computation with strong confidentiality assurances. Unlike most privacy-preserving schemes, which pay for confidentiality with lower task accuracy, our framework breaks that trade-off: across seven popular LLM benchmarks, it almost matches (and sometimes exceeds) the performance and convergence rate of a fully centralized model, enjoys near 70% peak GPU RAM reduction, while being fully robust against reconstruction attacks.",0,,10.1007/s10994-025-06901-2,https://doi.org/10.1007/s10994-025-06901-2,1.3500
Rya20b,Towards Crowdsourced Training of Large Neural Networks using Decentralized Mixture-of-Experts,Max Ryabinin and Anton I. Gusev,2020,2020-02-10,Neural Information Processing Systems,,,"Many recent breakthroughs in deep learning were achieved by training increasingly larger models on massive datasets. However, training such models can be prohibitively expensive. For instance, the cluster used to train GPT-3 costs over \$250 million. As a result, most researchers cannot afford to train state of the art models and contribute to their development. Hypothetically, a researcher could crowdsource the training of large neural networks with thousands of regular PCs provided by volunteers. The raw computing power of a hundred thousand \$2500 desktops dwarfs that of a \$250M server pod, but one cannot utilize that power efficiently with conventional distributed training methods. In this work, we propose Learning@home: a novel neural network training paradigm designed to handle large amounts of poorly connected participants. We analyze the performance, reliability, and architectural constraints of this paradigm and compare it against existing distributed training techniques.",61,9.9,,https://www.semanticscholar.org/paper/19eaa4ac17550fab2917d3f6121ed25e6d857a58,1.1500
Fed21,Switch Transformers: Scaling to Trillion Parameter Models with Simple and Efficient Sparsity,"W. Fedus, Barret Zoph, and Noam Shazeer",2021,2021-01-11,Journal of machine learning research,abs/2101.03961,,"In deep learning, models typically reuse the same parameters for all inputs. Mixture of Experts (MoE) defies this and instead selects different parameters for each incoming example. The result is a sparsely-activated model -- with outrageous numbers of parameters -- but a constant computational cost. However, despite several notable successes of MoE, widespread adoption has been hindered by complexity, communication costs and training instability -- we address these with the Switch Transformer. We simplify the MoE routing algorithm and design intuitive improved models with reduced communication and computational costs. Our proposed training techniques help wrangle the instabilities and we show large sparse models may be trained, for the first time, with lower precision (bfloat16) formats. We design models based off T5-Base and T5-Large to obtain up to 7x increases in pre-training speed with the same computational resources. These improvements extend into multilingual settings where we measure gains over the mT5-Base version across all 101 languages. Finally, we advance the current scale of language models by pre-training up to trillion parameter models on the""Colossal Clean Crawled Corpus""and achieve a 4x speedup over the T5-XXL model.",3618,650,,https://www.semanticscholar.org/paper/fdacf2a732f55befdc410ea927091cad3b791f13,0.9500
Lep20,GShard: Scaling Giant Models with Conditional Computation and Automatic Sharding,Dmitry Lepikhin et al.,2020,2020-06-30,International Conference on Learning Representations,abs/2006.16668,,"Neural network scaling has been critical for improving the model quality in many real-world machine learning applications with vast amounts of training data and compute. Although this trend of scaling is affirmed to be a sure-fire approach for better model quality, there are challenges on the path such as the computation cost, ease of programming, and efficient implementation on parallel devices. GShard is a module composed of a set of lightweight annotation APIs and an extension to the XLA compiler. It provides an elegant way to express a wide range of parallel computation patterns with minimal changes to the existing model code. GShard enabled us to scale up multilingual neural machine translation Transformer model with Sparsely-Gated Mixture-of-Experts beyond 600 billion parameters using automatic sharding. We demonstrate that such a giant model can efficiently be trained on 2048 TPU v3 accelerators in 4 days to achieve far superior quality for translation from 100 languages to English compared to the prior art.",1887,310,,https://www.semanticscholar.org/paper/1882f194cb43828852cc052887671e55a80f945a,0.9000
Zho22,Mixture-of-Experts with Expert Choice Routing,Yan-Quan Zhou et al.,2022,2022-02-18,Neural Information Processing Systems,abs/2202.09368,,"Sparsely-activated Mixture-of-experts (MoE) models allow the number of parameters to greatly increase while keeping the amount of computation for a given token or a given sample unchanged. However, a poor expert routing strategy (e.g. one resulting in load imbalance) can cause certain experts to be under-trained, leading to an expert being under or over-specialized. Prior work allocates a fixed number of experts to each token using a top-k function regardless of the relative importance of different tokens. To address this, we propose a heterogeneous mixture-of-experts employing an expert choice method. Instead of letting tokens select the top-k experts, we have experts selecting the top-k tokens. As a result, each token can be routed to a variable number of experts and each expert can have a fixed bucket size. We systematically study pre-training speedups using the same computational resources of the Switch Transformer top-1 and GShard top-2 gating of prior work and find that our method improves training convergence time by more than 2x. For the same computational cost, our method demonstrates higher performance in fine-tuning 11 selected tasks in the GLUE and SuperGLUE benchmarks. For a smaller activation cost, our method outperforms the T5 dense model in 7 out of the 11 tasks.",674,153,10.52202/068431-0515,https://doi.org/10.52202/068431-0515,0.9000
Du21,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts,Nan Du et al.,2021,2021-12-13,International Conference on Machine Learning,,5547-5569,"Scaling language models with more data, compute and parameters has driven significant progress in natural language processing. For example, thanks to scaling, GPT-3 was able to achieve strong results on in-context learning tasks. However, training these large dense models requires significant amounts of computing resources. In this paper, we propose and develop a family of language models named GLaM (Generalist Language Model), which uses a sparsely activated mixture-of-experts architecture to scale the model capacity while also incurring substantially less training cost compared to dense variants. The largest GLaM has 1.2 trillion parameters, which is approximately 7x larger than GPT-3. It consumes only 1/3 of the energy used to train GPT-3 and requires half of the computation flops for inference, while still achieving better overall zero-shot and one-shot performance across 29 NLP tasks.",1114,258,,https://www.semanticscholar.org/paper/80d0116d77beeded0c23cf48946d9d10d4faee14,0.8500
Zop22,ST-MoE: Designing Stable and Transferable Sparse Expert Models,Barret Zoph et al.,2022,2022-02-17,,,,"Scale has opened new frontiers in natural language processing -- but at a high cost. In response, Mixture-of-Experts (MoE) and Switch Transformers have been proposed as an energy efficient path to even larger and more capable language models. But advancing the state-of-the-art across a broad set of natural language tasks has been hindered by training instabilities and uncertain quality during fine-tuning. Our work focuses on these issues and acts as a design guide. We conclude by scaling a sparse model to 269B parameters, with a computational cost comparable to a 32B dense encoder-decoder Transformer (Stable and Transferable Mixture-of-Experts or ST-MoE-32B). For the first time, a sparse model achieves state-of-the-art performance in transfer learning, across a diverse set of tasks including reasoning (SuperGLUE, ARC Easy, ARC Challenge), summarization (XSum, CNN-DM), closed book question answering (WebQA, Natural Questions), and adversarially constructed tasks (Winogrande, ANLI R3).",330,80,,https://www.semanticscholar.org/paper/1bc9865ebf52b59abac7f5ee4456ff2ac37fcff3,0.8500
Raj22,DeepSpeed-MoE: Advancing Mixture-of-Experts Inference and Training to Power Next-Generation AI Scale,Samyam Rajbhandari et al.,2022,2022-01-14,International Conference on Machine Learning,abs/2201.05596,,"As the training of giant dense models hits the boundary on the availability and capability of the hardware resources today, Mixture-of-Experts (MoE) models become one of the most promising model architectures due to their significant training cost reduction compared to a quality-equivalent dense model. Its training cost saving is demonstrated from encoder-decoder models (prior works) to a 5x saving for auto-aggressive language models (this work along with parallel explorations). However, due to the much larger model size and unique architecture, how to provide fast MoE model inference remains challenging and unsolved, limiting its practical usage. To tackle this, we present DeepSpeed-MoE, an end-to-end MoE training and inference solution as part of the DeepSpeed library, including novel MoE architecture designs and model compression techniques that reduce MoE model size by up to 3.7x, and a highly optimized inference system that provides 7.3x better latency and cost compared to existing MoE inference solutions. DeepSpeed-MoE offers an unprecedented scale and efficiency to serve massive MoE models with up to 4.5x faster and 9x cheaper inference compared to quality-equivalent dense models. We hope our innovations and systems help open a promising path to new directions in the large model landscape, a shift from dense to sparse MoE models, where training and deploying higher-quality models with fewer resources becomes more widely possible.",504,113,,https://www.semanticscholar.org/paper/7d1e512888a2fa4e838c12a02ae7fce867d322a8,0.7500
Fed22,A Review of Sparse Expert Models in Deep Learning,"W. Fedus, J. Dean, and Barret Zoph",2022,2022-09-04,ArXiv,abs/2209.01667,,"Sparse expert models are a thirty-year old concept re-emerging as a popular architecture in deep learning. This class of architecture encompasses Mixture-of-Experts, Switch Transformers, Routing Networks, BASE layers, and others, all with the unifying idea that each example is acted on by a subset of the parameters. By doing so, the degree of sparsity decouples the parameter count from the compute per example allowing for extremely large, but efficient models. The resulting models have demonstrated significant improvements across diverse domains such as natural language processing, computer vision, and speech recognition. We review the concept of sparse expert models, provide a basic description of the common algorithms, contextualize the advances in the deep learning era, and conclude by highlighting areas for future work.",197,55,10.48550/arXiv.2209.01667,https://doi.org/10.48550/arXiv.2209.01667,0.7000
Xue24,OpenMoE: An Early Effort on Open Mixture-of-Experts Language Models,Fuzhao Xue et al.,2024,2024-01-29,International Conference on Machine Learning,abs/2402.01739,,"To help the open-source community have a better understanding of Mixture-of-Experts (MoE) based large language models (LLMs), we train and release OpenMoE, a series of fully open-sourced and reproducible decoder-only MoE LLMs, ranging from 650M to 34B parameters and trained on up to over 1T tokens. Our investigation confirms that MoE-based LLMs can offer a more favorable cost-effectiveness trade-off than dense LLMs, highlighting the potential effectiveness for future LLM development. One more important contribution of this study is an in-depth analysis of the routing mechanisms within our OpenMoE models, leading to three significant findings: Context-Independent Specialization, Early Routing Learning, and Drop-towards-the-End. We discovered that routing decisions in MoE models are predominantly based on token IDs, with minimal context relevance. The token-to-expert assignments are determined early in the pre-training phase and remain largely unchanged. This imperfect routing can result in performance degradation, particularly in sequential tasks like multi-turn conversations, where tokens appearing later in a sequence are more likely to be dropped. Finally, we rethink our design based on the above-mentioned observations and analysis. To facilitate future MoE LLM development, we propose potential strategies for mitigating the issues we found and further improving off-the-shelf MoE LLM designs.",177,76,10.48550/arXiv.2402.01739,https://doi.org/10.48550/arXiv.2402.01739,0.7000
Qiu25c,Demons in the Detail: On Implementing Load Balancing Loss for Training Specialized Mixture-of-Expert Models,Zihan Qiu et al.,2025,2025-01-21,Annual Meeting of the Association for Computational Linguistics,abs/2501.11873,,"This paper revisits the implementation of $\textbf{L}$oad-$\textbf{b}$alancing $\textbf{L}$oss (LBL) when training Mixture-of-Experts (MoEs) models. Specifically, LBL for MoEs is defined as $N_E \sum_{i=1}^{N_E} f_i p_i$, where $N_E$ is the total number of experts, $f_i$ represents the frequency of expert $i$ being selected, and $p_i$ denotes the average gating score of the expert $i$. Existing MoE training frameworks usually employ the parallel training strategy so that $f_i$ and the LBL are calculated within a $\textbf{micro-batch}$ and then averaged across parallel groups. In essence, a micro-batch for training billion-scale LLMs normally contains very few sequences. So, the micro-batch LBL is almost at the sequence level, and the router is pushed to distribute the token evenly within each sequence. Under this strict constraint, even tokens from a domain-specific sequence ($\textit{e.g.}$, code) are uniformly routed to all experts, thereby inhibiting expert specialization. In this work, we propose calculating LBL using a $\textbf{global-batch}$ to loose this constraint. Because a global-batch contains much more diverse sequences than a micro-batch, which will encourage load balance at the corpus level. Specifically, we introduce an extra communication step to synchronize $f_i$ across micro-batches and then use it to calculate the LBL. Through experiments on training MoEs-based LLMs (up to $\textbf{42.8B}$ total parameters and $\textbf{400B}$ tokens), we surprisingly find that the global-batch LBL strategy yields excellent performance gains in both pre-training perplexity and downstream tasks. Our analysis reveals that the global-batch LBL also greatly improves the domain specialization of MoE experts.",41,27,10.48550/arXiv.2501.11873,https://doi.org/10.48550/arXiv.2501.11873,0.7000
Do23,HyperRouter: Towards Efficient Training and Inference of Sparse Mixture of Experts,Giang Do et al.,2023,2023-12-12,Conference on Empirical Methods in Natural Language Processing,abs/2312.07035,,"By routing input tokens to only a few split experts, Sparse Mixture-of-Experts has enabled efficient training of large language models. Recent findings suggest that fixing the routers can achieve competitive performance by alleviating the collapsing problem, where all experts eventually learn similar representations. However, this strategy has two key limitations: (i) the policy derived from random routers might be sub-optimal, and (ii) it requires extensive resources during training and evaluation, leading to limited efficiency gains. This work introduces \HyperRout, which dynamically generates the router's parameters through a fixed hypernetwork and trainable embeddings to achieve a balance between training the routers and freezing them to learn an improved routing policy. Extensive experiments across a wide range of tasks demonstrate the superior performance and efficiency gains of \HyperRouter compared to existing routing methods. Our implementation is publicly available at {\url{{https://github.com/giangdip2410/HyperRouter}}}.",24,9.9,10.18653/v1/2023.emnlp-main.351,https://doi.org/10.18653/v1/2023.emnlp-main.351,0.6500
Wan24r,ReMoE: Fully Differentiable Mixture-of-Experts with ReLU Routing,"Ziteng Wang, Jianfei Chen, and Jun Zhu",2024,2024-12-19,International Conference on Learning Representations,abs/2412.14711,,"Sparsely activated Mixture-of-Experts (MoE) models are widely adopted to scale up model capacity without increasing the computation budget. However, vanilla TopK routers are trained in a discontinuous, non-differentiable way, limiting their performance and scalability. To address this issue, we propose ReMoE, a fully differentiable MoE architecture that offers a simple yet effective drop-in replacement for the conventional TopK+Softmax routing, utilizing ReLU as the router instead. We further propose methods to regulate the router's sparsity while balancing the load among experts. ReMoE's continuous nature enables efficient dynamic allocation of computation across tokens and layers, while also exhibiting domain specialization. Our experiments demonstrate that ReMoE consistently outperforms vanilla TopK-routed MoE across various model sizes, expert counts, and levels of granularity. Furthermore, ReMoE exhibits superior scalability with respect to the number of experts, surpassing traditional MoE architectures. The implementation based on Megatron-LM is available at https://github.com/thu-ml/ReMoE.",39,26,10.48550/arXiv.2412.14711,https://doi.org/10.48550/arXiv.2412.14711,0.6500
