Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Liu20c,Federated pretraining and fine tuning of BERT using clinical notes from multiple silos,Dianbo Liu and Timothy Miller,2020,2020-02-20,ArXiv,abs/2002.08562,,"Large scale contextual representation models, such as BERT, have significantly advanced natural language processing (NLP) in recently years. However, in certain area like healthcare, accessing diverse large scale text data from multiple institutions is extremely challenging due to privacy and regulatory reasons. In this article, we show that it is possible to both pretrain and fine tune BERT models in a federated manner using clinical texts from different silos without moving the data.",38,6.2,,https://www.semanticscholar.org/paper/0b09edd6be4e55167f055c00def29e6b221d8ee6,1.9000
Tra24,Aggregating Low Rank Adapters in Federated Fine-Tuning,"Evelyn Trautmann, Ian Hales, and Martin Volk",2024,2024-09-17,2024 2nd International Conference on Federated Learning Technologies and Applications (FLTA),,179-185,"Fine-tuning large language models requires high computational and memory resources, and is therefore associated with significant costs. When training on federated datasets, an increased communication effort is also needed. For this reason, parameter-efficient methods (PEFT) are becoming increasingly important. In this context, very good results have already been achieved by fine-tuning with low-rank adaptation methods (LoRA). The application of LoRA methods in Federated Learning, and especially the aggregation of adaptation matrices, is a current research field. In this article, we propose a novel aggregation method and compare it with different existing aggregation methods of low rank adapters trained in a federated fine-tuning of large machine learning models and evaluate their performance with respect to selected GLUE benchmark datasets.",2,1.3,10.1109/FLTA63145.2024.10840125,https://doi.org/10.1109/FLTA63145.2024.10840125,1.8500
Zha24v,FedMCP: Parameter-Efficient Federated Learning with Model-Contrastive Personalization,"Qianyi Zhao, Chen Qu, Cen Chen, Mingyuan Fan, and Yanhao Wang",2024,2024-08-28,2024 IEEE 30th International Conference on Parallel and Distributed Systems (ICPADS),,246-253,"With increasing concerns and regulations on data privacy, fine-tuning pretrained language models (PLMs) in federated learning (FL) has become a common paradigm for NLP tasks. Despite being extensively studied, the existing methods for this problem still face two primary challenges. First, the huge number of parameters in large-scale PLMs leads to excessive communication and computational overhead. Second, the heterogeneity of data and tasks across clients poses a significant obstacle to achieving the desired fine-tuning performance. To address the above problems, we propose FedMCP, a novel parameter-efficient fine-tuning method with model-contrastive personalization for FL. Specifically, FedMCP adds two lightweight adapter modules, i.e., the global adapter and the private adapter, to the frozen PLMs within clients. In a communication round, each client sends only the global adapter to the server for federated aggregation. Furthermore, FedMCP introduces a model-contrastive regularization term between the two adapters. This, on the one hand, encourages the global adapter to assimilate universal knowledge and, on the other hand, the private adapter to capture client-specific knowledge. By leveraging both adapters, FedMCP can effectively provide fine-tuned personalized models tailored to individual clients. Extensive experiments on highly heterogeneous cross-task, cross-silo datasets show that FedMCP achieves substantial performance improvements over state-of-the-art FL fine-tuning approaches for PLMs.",2,1.2,10.1109/ICPADS63350.2024.00040,https://doi.org/10.1109/ICPADS63350.2024.00040,1.8200
Ge20,FedNER: Privacy-preserving Medical Named Entity Recognition with Federated Learning,Suyu Ge et al.,2020,2020-03-20,ArXiv,abs/2003.09288,,"Medical named entity recognition (NER) has wide applications in intelligent healthcare. Sufficient labeled data is critical for training accurate medical NER model. However, the labeled data in a single medical platform is usually limited. Although labeled datasets may exist in many different medical platforms, they cannot be directly shared since medical data is highly privacy-sensitive. In this paper, we propose a privacy-preserving medical NER method based on federated learning, which can leverage the labeled data in different platforms to boost the training of medical NER model and remove the need of exchanging raw data among different platforms. Since the labeled data in different platforms usually has some differences in entity type and annotation criteria, instead of constraining different platforms to share the same model, we decompose the medical NER model in each platform into a shared module and a private module. The private module is used to capture the characteristics of the local data in each platform, and is updated using local labeled data. The shared module is learned across different medical platform to capture the shared NER knowledge. Its local gradients from different platforms are aggregated to update the global shared module, which is further delivered to each platform to update their local shared modules. Experiments on three publicly available datasets validate the effectiveness of our method.",65,11,,https://www.semanticscholar.org/paper/74b4160330d183375ed80b57b2108db89a9aed0a,1.7200
Che24l,Robust Federated Finetuning of Foundation Models via Alternating Minimization of LoRA,"Shuangyi Chen, Yue Ju, Hardik Dalal, Zhongwen Zhu, and Ashish Khisti",2024,2024-09-04,ArXiv,abs/2409.02346,,"Parameter-Efficient Fine-Tuning (PEFT) has risen as an innovative training strategy that updates only a select few model parameters, significantly lowering both computational and memory demands. PEFT also helps to decrease data transfer in federated learning settings, where communication depends on the size of updates. In this work, we explore the constraints of previous studies that integrate a well-known PEFT method named LoRA with federated fine-tuning, then introduce RoLoRA, a robust federated fine-tuning framework that utilizes an alternating minimization approach for LoRA, providing greater robustness against decreasing fine-tuning parameters and increasing data heterogeneity. Our results indicate that RoLoRA not only presents the communication benefits but also substantially enhances the robustness and effectiveness in multiple federated fine-tuning scenarios.",12,7.5,10.48550/arXiv.2409.02346,https://doi.org/10.48550/arXiv.2409.02346,1.6600
Ilh25,FedHFT: Efficient Federated Finetuning with Heterogeneous Edge Clients,Fatih Ilhan et al.,2025,2025-10-15,International Conference on Cognitive Machine Intelligence,abs/2510.14054,,"Fine-tuning pre-trained large language models (LLMs) has become a common practice for personalized natural language understanding (NLU) applications on downstream tasks and domain-specific datasets. However, there are two main challenges: (i) limited and/or heterogeneous data for fine-tuning due to proprietary data confidentiality or privacy requirements, and (ii) varying computation resources available across participating clients such as edge devices. This paper presents FedHFT - an efficient and personalized federated fine-tuning framework to address both challenges. First, we introduce a mixture of masked adapters to handle resource heterogeneity across participating clients, enabling high-performance collaborative fine-tuning of pre-trained language model(s) across multiple clients in a distributed setting, while keeping proprietary data local. Second, we introduce a bi-level optimization approach to handle non-iid data distribution based on masked personalization and client clustering. Extensive experiments demonstrate significant performance and efficiency improvements over various natural language understanding tasks under data and resource heterogeneity compared to representative heterogeneous federated learning methods.",0,,10.48550/arXiv.2510.14054,https://doi.org/10.48550/arXiv.2510.14054,1.6400
Liu24j,Adaptive Parameter-Efficient Federated Fine-Tuning on Heterogeneous Devices,Jun Liu et al.,2024,2024-12-28,IEEE Transactions on Mobile Computing,24,12533-12549,"Federated fine-tuning (FedFT) has been proposed to fine-tune the pre-trained language models in a distributed manner. However, there are two critical challenges for efficient FedFT in practical applications, i.e., resource constraints and system heterogeneity. Existing works rely on parameter-efficient fine-tuning methods, e.g., low-rank adaptation (LoRA)1, but with major limitations. Herein, based on the inherent characteristics of FedFT, we observe that LoRA layers with higher ranks added close to the output help to save resource consumption while achieving comparable fine-tuning performance. Then we propose a novel LoRA-based FedFT framework, termed LEGEND, which faces the difficulty of determining the number of LoRA layers (called, LoRA depth) and the rank of each LoRA layer (called, rank distribution). We analyze the coupled relationship between LoRA depth and rank distribution, and design an efficient LoRA configuration algorithm for heterogeneous devices, thereby promoting fine-tuning efficiency. Extensive experiments are conducted on a physical platform with 80 commercial devices. The results show that LEGEND can achieve a speedup of 1.5-2.8× and save communication costs by about 42.3% when achieving the target accuracy, compared to the advanced solutions.",4,3.1,10.1109/TMC.2025.3586644,https://doi.org/10.1109/TMC.2025.3586644,1.5800
Wan25aa,Federated Fine-Tuning on Heterogeneous Devices with Adaptive Quantization and LoRA Depths,Qianshu Wang et al.,2025,2025-12-14,2025 IEEE 31th International Conference on Parallel and Distributed Systems (ICPADS),,1-8,"Federated fine-tuning (FedFT) has become a decentralized approach for fine-tuning pre-trained large language models(LLMs). However, due to the immense size of LLMs, there are two critical challenges for efficient FedFT in practice, i.e., resource constraints and system heterogeneity. Though existing approaches employ low-rank adaptation (LoRA) method, to mitigate fine-tuning overhead, they still suffer from high memory consumption and large training latency. According to the characteristics of FedFT, we observe that appropriate quantization and LoRA configurations can reduce resource consumption while maintaining comparable model performance. Consequently, we propose an efficient FedFT framework, termed FedQLoRA, which dynamically adjusts the quantization level and LoRA depth during training. This design enables large models to be fine-tuned on resource-limited devices while reducing training latency and preserving model performance. Extensive experimental results demonstrate that FedQLoRA achieves up to 70.34% reduction in training time and $62.71 \%-77.50 \%$ savings in memory consumption compared to baseline methods.",0,,10.1109/ICPADS67057.2025.11323139,https://doi.org/10.1109/ICPADS67057.2025.11323139,1.5500
Sui20,FedED: Federated Learning via Ensemble Distillation for Medical Relation Extraction,Dianbo Sui et al.,2020,2020-11-01,Conference on Empirical Methods in Natural Language Processing,,2118-2128,"Unlike other domains, medical texts are inevitably accompanied by private information, so sharing or copying these texts is strictly restricted. However, training a medical relation extraction model requires collecting these privacy-sensitive texts and storing them on one machine, which comes in conflict with privacy protection. In this paper, we propose a privacy-preserving medical relation extraction model based on federated learning, which enables training a central model with no single piece of private local data being shared or exchanged. Though federated learning has distinct advantages in privacy protection, it suffers from the communication bottleneck, which is mainly caused by the need to upload cumbersome local parameters. To overcome this bottleneck, we leverage a strategy based on knowledge distillation. Such a strategy uses the uploaded predictions of ensemble local models to train the central model without requiring uploading local parameters. Experiments on three publicly available medical relation extraction datasets demonstrate the effectiveness of our method.",141,26,10.18653/v1/2020.emnlp-main.165,https://doi.org/10.18653/v1/2020.emnlp-main.165,1.4800
Gao25b,Federated Adaptive Fine-Tuning of Large Language Models with Heterogeneous Quantization and LoRA,"Zhidong Gao, Zhenxiao Zhang, Yuanxiong Guo, and Yanmin Gong",2025,2025-05-19,IEEE INFOCOM 2025 - IEEE Conference on Computer Communications,,1-10,,7,7.8,10.1109/INFOCOM55648.2025.11044641,https://doi.org/10.1109/INFOCOM55648.2025.11044641,1.4300
Lin25b,HSplitLoRA: A Heterogeneous Split Parameter-Efficient Fine-Tuning Framework for Large Language Models,Zheng Lin et al.,2025,2025-05-05,ArXiv,abs/2505.02795,,"Recently, large language models (LLMs) have achieved remarkable breakthroughs, revolutionizing the natural language processing domain and beyond. Due to immense parameter sizes, fine-tuning these models with private data for diverse downstream tasks has become mainstream. Though federated learning (FL) offers a promising solution for fine-tuning LLMs without sharing raw data, substantial computing costs hinder its democratization. Moreover, in real-world scenarios, private client devices often possess heterogeneous computing resources, further complicating LLM fine-tuning. To combat these challenges, we propose HSplitLoRA, a heterogeneous parameter-efficient fine-tuning (PEFT) framework built on split learning (SL) and low-rank adaptation (LoRA) fine-tuning, for efficiently fine-tuning LLMs on heterogeneous client devices. HSplitLoRA first identifies important weights based on their contributions to LLM training. It then dynamically configures the decomposition ranks of LoRA adapters for selected weights and determines the model split point according to varying computing budgets of client devices. Finally, a noise-free adapter aggregation mechanism is devised to support heterogeneous adapter aggregation without introducing noise. Extensive experiments demonstrate that HSplitLoRA outperforms state-of-the-art benchmarks in training accuracy and convergence speed.",21,23,10.48550/arXiv.2505.02795,https://doi.org/10.48550/arXiv.2505.02795,1.4200
Bas21b,Benchmarking Differential Privacy and Federated Learning for BERT Models,Priya Basu et al.,2021,2021-06-26,ArXiv,abs/2106.13973,,"Natural Language Processing (NLP) techniques can be applied to help with the diagnosis of medical conditions such as depression, using a collection of a person's utterances. Depression is a serious medical illness that can have adverse effects on how one feels, thinks, and acts, which can lead to emotional and physical problems. Due to the sensitive nature of such data, privacy measures need to be taken for handling and training models with such data. In this work, we study the effects that the application of Differential Privacy (DP) has, in both a centralized and a Federated Learning (FL) setup, on training contextualized language models (BERT, ALBERT, RoBERTa and DistilBERT). We offer insights on how to privately train NLP models and what architectures and setups provide more desirable privacy utility trade-offs. We envisage this work to be used in future healthcare and mental health studies to keep medical history private. Therefore, we provide an open-source implementation of this work.",61,13,,https://www.semanticscholar.org/paper/d226e0b7245ed94c07d869e5daecc68c135782ef,1.4200
Wan24u,Federated Low-Rank Adaptation for Large Language Model Fine-Tuning Over Wireless Networks,"Zixin Wang, Yong Zhou, Yuanming Shi, and K. B. Letaief",2024,2024-12-08,GLOBECOM 2024 - 2024 IEEE Global Communications Conference,,3063-3068,"Low-rank adaptation (LoRA) is an emerging fine-tuning method for personalized large language models (LLMs) due to its capability of achieving comparable learning performance to full fine-tuning by training a much smaller number of parameters. Federated fine-tuning (FedFT) combines LoRA with federated learning (FL) to enable collaborative fine-tuning of a global model with edge devices, leveraging distributed data while ensuring privacy. However, limited radio resources and computation capabilities of edge devices pose critical challenges on deploying FedFT over wireless networks. In this paper, we propose a split FedFT framework to separately deploy the computationally-intensive encoder of a pre-trained model at the edge server while reserving the embedding and the task modules at the edge devices, where the information exchanges between these modules are carried out over wireless networks. By exploiting the low-rank property of LoRA, the proposed FedFT framework reduces communication overhead by aggregating the gradient of the task module with respect to the output of a low-rank matrix. To enhance learning performance under stringent resource constraints, we formulate a joint device scheduling and bandwidth allocation problem while considering average transmission delay. By applying the Lyapunov technique, we decompose the formulated long-term mixed-integer programming (MIP) problem into sequential subproblems, followed by developing an online algorithm for effective device scheduling and bandwidth allocation. Simulation results demonstrate the effectiveness of our proposed online algorithm in enhancing learning performance.",5,3.7,10.1109/GLOBECOM52923.2024.10901572,https://doi.org/10.1109/GLOBECOM52923.2024.10901572,1.4000
Xu25d,DP-FedLoRA: Privacy-Enhanced Federated Fine-Tuning for On-Device Large Language Models,"Honghui Xu, S. Shrestha, Wei Chen, Zhiyuan Li, and Zhipeng Cai",2025,2025-09-11,2025 IEEE International Conference on Data Mining (ICDM),,813-822,"As on-device large language model (LLM) systems become increasingly prevalent, federated fine-tuning enables advanced language understanding and generation directly on edge devices; however, it also involves processing sensitive, user-specific data, raising significant privacy concerns within the federated learning framework. To address these challenges, we propose DP-FedLoRA, a privacy-enhanced federated fine-tuning framework that integrates LoRA-based adaptation with differential privacy in a communication-efficient setting. Each client locally clips and perturbs its LoRA matrices using Gaussian noise to satisfy (∊, δ)-differential privacy. We further provide a theoretical analysis demonstrating the unbiased nature of the updates and deriving bounds on the variance introduced by noise, offering practical guidance for privacy-budget calibration. Experimental results across mainstream benchmarks show that DP-FedLoRA delivers competitive performance while offering strong privacy guarantees, paving the way for scalable and privacy-preserving LLM deployment in on-device environments.",0,,10.1109/ICDM65498.2025.00089,https://doi.org/10.1109/ICDM65498.2025.00089,1.3800
Guo22c,PromptFL: Let Federated Participants Cooperatively Learn Prompts Instead of Models – Federated Learning in Age of Foundation Model,"Tao Guo, Song Guo, Junxiao Wang, Xueyang Tang, and Wenchao Xu",2022,2022-08-24,IEEE Transactions on Mobile Computing,23,5179-5194,"Quick global aggregation of effective distributed parameters is crucial to federated learning (FL), which requires adequate bandwidth for parameters communication and sufficient user data for local training. Otherwise, FL may cost excessive training time for convergence and produce inaccurate models. In this paper, we propose a brand-new FL framework, PromptFL, that replaces the federated model training with the federated prompt training, i.e., let federated participants train prompts instead of a shared model, to simultaneously achieve the efficient global aggregation and local training on insufficient data by exploiting the power of foundation models (FM) in a distributed way. PromptFL ships an off-the-shelf FM, i.e., CLIP, to distributed clients who would cooperatively train shared soft prompts based on very few local data. Since PromptFL only needs to update the prompts instead of the whole model, both the local training and the global aggregation can be significantly accelerated. And FM trained over large scale data can provide strong adaptation capability to distributed users tasks with the trained soft prompts. We empirically analyze the PromptFL via extensive experiments, and show its superiority in terms of system feasibility, user privacy, and performance.",202,56,10.1109/TMC.2023.3302410,https://doi.org/10.1109/TMC.2023.3302410,1.3600
Che23h,Federated Learning of Large Language Models with Parameter-Efficient Prompt Tuning and Adaptive Optimization,Tianshi Che et al.,2023,2023-10-23,Conference on Empirical Methods in Natural Language Processing,abs/2310.15080,,"Federated learning (FL) is a promising paradigm to enable collaborative model training with decentralized data. However, the training process of Large Language Models (LLMs) generally incurs the update of significant parameters, which limits the applicability of FL techniques to tackle the LLMs in real scenarios. Prompt tuning can significantly reduce the number of parameters to update, but it either incurs performance degradation or low training efficiency. The straightforward utilization of prompt tuning in the FL often raises non-trivial communication costs and dramatically degrades performance. In addition, the decentralized data is generally non-Independent and Identically Distributed (non-IID), which brings client drift problems and thus poor performance. This paper proposes a Parameter-efficient prompt Tuning approach with Adaptive Optimization, i.e., FedPepTAO, to enable efficient and effective FL of LLMs. First, an efficient partial prompt tuning approach is proposed to improve performance and efficiency simultaneously. Second, a novel adaptive optimization method is developed to address the client drift problems on both the device and server sides to enhance performance further. Extensive experiments based on 10 datasets demonstrate the superb performance (up to 60.8\% in terms of accuracy) and efficiency (up to 97.59\% in terms of training time) of FedPepTAO compared with 9 baseline approaches. Our code is available at https://github.com/llm-eff/FedPepTAO.",93,37,10.48550/arXiv.2310.15080,https://doi.org/10.48550/arXiv.2310.15080,1.3500
Sun23b,FedBPT: Efficient Federated Black-box Prompt Tuning for Large Language Models,Jingwei Sun et al.,2023,2023-10-02,International Conference on Machine Learning,,47159-47173,"Pre-trained language models (PLM) have revolutionized the NLP landscape, achieving stellar performances across diverse tasks. These models, while benefiting from vast training data, often require fine-tuning on specific data to cater to distinct downstream tasks. However, this data adaptation process has inherent security and privacy concerns, primarily when leveraging user-generated, device-residing data. Federated learning (FL) provides a solution, allowing collaborative model fine-tuning without centralized data collection. However, applying FL to finetune PLMs is hampered by challenges, including restricted model parameter access, high computational requirements, and communication overheads. This paper introduces Federated Black-box Prompt Tuning (FedBPT), a framework designed to address these challenges. FedBPT does not require the clients to access the model parameters. By focusing on training optimal prompts and utilizing gradient-free optimization methods, FedBPT reduces the number of exchanged variables, boosts communication efficiency, and minimizes computational and storage costs. Experiments highlight the framework's ability to drastically cut communication and memory costs while maintaining competitive performance. Ultimately, FedBPT presents a promising solution for efficient, privacy-preserving fine-tuning of PLM in the age of large language models.",37,15,10.48550/arXiv.2310.01467,https://doi.org/10.48550/arXiv.2310.01467,1.3300
Zha22i,FedPrompt: Communication-Efficient and Privacy-Preserving Prompt Tuning in Federated Learning,"Haodong Zhao, Wei Du, Fang Li, Peixuan Li, and Gongshen Liu",2022,2022-08-25,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,1-5,"Federated learning (FL) has enabled global model training on decentralized data in a privacy-preserving way. However, for tasks that utilize pre-trained language models (PLMs) with massive parameters, there are considerable communication costs. Prompt tuning, which tunes soft prompts without modifying PLMs, has achieved excellent performance as a new learning paradigm. In this paper, we want to combine these methods and explore the effect of prompt tuning under FL. We propose ""FedPrompt"" studying prompt tuning in a model split aggregation way using FL, and prove that split aggregation greatly reduces the communication cost, only 0.01% of the PLMs’ parameters, with little decrease on accuracy both on IID and Non-IID data distribution. We further conduct backdoor attacks by data poisoning on FedPrompt. Experiments show that attack achieve a quite low attack success rate and can not inject backdoor effectively, proving the robustness of FedPrompt.",123,34,10.1109/ICASSP49357.2023.10095356,https://doi.org/10.1109/ICASSP49357.2023.10095356,1.3200
Don23,Tunable Soft Prompts are Messengers in Federated Learning,"Chenhe Dong, Yuexiang Xie, Bolin Ding, Ying Shen, and Yaliang Li",2023,2023-11-12,Conference on Empirical Methods in Natural Language Processing,abs/2311.06805,,"Federated learning (FL) enables multiple participants to collaboratively train machine learning models using decentralized data sources, alleviating privacy concerns that arise from directly sharing local data. However, the lack of model privacy protection in FL becomes an unneglectable challenge, especially when people want to federally finetune models based on a proprietary large language model. In this study, we propose a novel FL training approach that accomplishes information exchange among participants via tunable soft prompts. These soft prompts, updated and transmitted between the server and clients, assume the role of the global model parameters and serve as messengers to deliver useful knowledge from the local data and global model. As the global model itself is not required to be shared and the local training is conducted based on an auxiliary model with fewer parameters than the global model, the proposed approach provides protection for the global model while reducing communication and computation costs in FL. Extensive experiments show the effectiveness of the proposed approach compared to several baselines. We have released the source code at \url{https://github.com/alibaba/FederatedScope/tree/fedsp/federatedscope/nlp/fedsp}.",13,5.0,10.48550/arXiv.2311.06805,https://doi.org/10.48550/arXiv.2311.06805,1.2800
Col23,Profit: Benchmarking Personalization and Robustness Trade-off in Federated Prompt Tuning,"Liam Collins, Shanshan Wu, Sewoong Oh, and K. Sim",2023,2023-10-06,ArXiv,abs/2310.04627,,"In many applications of federated learning (FL), clients desire models that are personalized using their local data, yet are also robust in the sense that they retain general global knowledge. However, the presence of data heterogeneity across clients induces a fundamental trade-off between personalization (i.e., adaptation to a local distribution) and robustness (i.e., not forgetting previously learned general knowledge). It is critical to understand how to navigate this personalization vs robustness trade-off when designing federated systems, which are increasingly moving towards a paradigm of fine-tuning large foundation models. Due to limited computational and communication capabilities in most federated settings, this foundation model fine-tuning must be done using parameter-efficient fine-tuning (PEFT) approaches. While some recent work has studied federated approaches to PEFT, the personalization vs robustness trade-off of federated PEFT has been largely unexplored. In this work, we take a step towards bridging this gap by benchmarking fundamental FL algorithms -- FedAvg and FedSGD plus personalization (via client local fine-tuning) -- applied to one of the most ubiquitous PEFT approaches to large language models (LLMs) -- prompt tuning -- in a multitude of hyperparameter settings under varying levels of data heterogeneity. Our results show that federated-trained prompts can be surprisingly robust when using a small learning rate with many local epochs for personalization, especially when using an adaptive optimizer as the client optimizer during federated training. We also demonstrate that simple approaches such as adding regularization and interpolating two prompts are effective in improving the personalization vs robustness trade-off in computation-limited settings with few local updates allowed for personalization.",12,4.8,10.48550/arXiv.2310.04627,https://doi.org/10.48550/arXiv.2310.04627,1.2500
Mal23b,Reducing Communication Overhead in Federated Learning for Pre-trained Language Models Using Parameter-Efficient Finetuning,"Shubham Malaviya, Manish Shukla, and S. Lodha",2023,,CoLLAs,,456-469,"Pre-trained language models are shown to be effective in solving real-world natural language problems. Due to privacy reasons, data may not always be available for pre-training or finetuning of the model. Federated learning (FL) is a privacy-preserving technique for model training, but it suffers from communication overhead when the model size is large. We show that parameter-efficient finetuning (PEFT) reduces communication costs while achieving good model performance in both supervised and semi-supervised federated learning. Also, often in real life, data for the target down-stream task is not available, but it is relatively easy to obtain the data for other related tasks. To this end, our results on the task-level transferability of PEFT methods in federated learning show that the model achieves good zero-shot performance on target data when source data is from a similar task. Parameter-efficient finetuning can aid federated learning in building efficient, privacy-preserving Natural Language Processing (NLP) applications.",17,5.2,,https://www.semanticscholar.org/paper/a58f00de4616fbb97f765a36c244865a4227314d,1.2300
Liu23k,Beyond Fine-Tuning: Efficient and Effective Fed-Tuning for Mobile/Web Users,Bingyan Liu et al.,2023,2023-04-30,Proceedings of the ACM Web Conference 2023,,,"Fine-tuning is a typical mechanism to achieve model adaptation for mobile/web users, where a model trained by the cloud is further retrained to fit the target user task. While traditional fine-tuning has been proved effective, it only utilizes local data to achieve adaptation, failing to take advantage of the valuable knowledge from other mobile/web users. In this paper, we attempt to extend the local-user fine-tuning to multi-user fed-tuning with the help of Federated Learning (FL). Following the new paradigm, we propose EEFT, a framework aiming to achieve Efficient and Effective Fed-Tuning for mobile/web users. The key idea is to introduce lightweight but effective adaptation modules to the pre-trained model, such that we can freeze the pre-trained model and just focus on optimizing the modules to achieve cost reduction and selective task cooperation. Extensive experiments on our constructed benchmark demonstrate the effectiveness and efficiency of the proposed framework.",11,3.7,10.1145/3543507.3583212,https://doi.org/10.1145/3543507.3583212,1.2200
Hu21,LoRA: Low-Rank Adaptation of Large Language Models,J. Hu et al.,2021,2021-06-17,International Conference on Learning Representations,abs/2106.09685,,"An important paradigm of natural language processing consists of large-scale pre-training on general domain data and adaptation to particular tasks or domains. As we pre-train larger models, full fine-tuning, which retrains all model parameters, becomes less feasible. Using GPT-3 175B as an example -- deploying independent instances of fine-tuned models, each with 175B parameters, is prohibitively expensive. We propose Low-Rank Adaptation, or LoRA, which freezes the pre-trained model weights and injects trainable rank decomposition matrices into each layer of the Transformer architecture, greatly reducing the number of trainable parameters for downstream tasks. Compared to GPT-3 175B fine-tuned with Adam, LoRA can reduce the number of trainable parameters by 10,000 times and the GPU memory requirement by 3 times. LoRA performs on-par or better than fine-tuning in model quality on RoBERTa, DeBERTa, GPT-2, and GPT-3, despite having fewer trainable parameters, a higher training throughput, and, unlike adapters, no additional inference latency. We also provide an empirical investigation into rank-deficiency in language model adaptation, which sheds light on the efficacy of LoRA. We release a package that facilitates the integration of LoRA with PyTorch models and provide our implementations and model checkpoints for RoBERTa, DeBERTa, and GPT-2 at https://github.com/microsoft/LoRA.",18096,3520,,https://www.semanticscholar.org/paper/a8ca46b171467ceb2d7652fbfb67fe701ad86092,1.2200
Hil21,Scaling Federated Learning for Fine-tuning of Large Language Models,Agrin Hilmkil et al.,2021,2021-02-01,International Conference on Applications of Natural Language to Data Bases,,15-23,"Federated learning (FL) is a promising approach to distributed compute, as well as distributed data, and provides a level of privacy and compliance to legal frameworks. This makes FL attractive for both consumer and healthcare applications. While the area is actively being explored, few studies have examined FL in the context of larger language models and there is a lack of comprehensive reviews of robustness across tasks, architectures, numbers of clients, and other relevant factors. In this paper, we explore the fine-tuning of Transformer-based language models in a federated learning setting. We evaluate three popular BERT-variants of different sizes (BERT, ALBERT, and DistilBERT) on a number of text classification tasks such as sentiment analysis and author identification. We perform an extensive sweep over the number of clients, ranging up to 32, to evaluate the impact of distributed compute on task performance in the federated averaging setting. While our findings suggest that the large sizes of the evaluated models are not generally prohibitive to federated training, we found that the different models handle federated averaging to a varying degree. Most notably, DistilBERT converges significantly slower with larger numbers of clients, and under some circumstances, even collapses to chance level performance. Investigating this issue presents an interesting perspective for future research.",61,12,10.1007/978-3-030-80599-9_2,https://doi.org/10.1007/978-3-030-80599-9_2,1.2100
Li22c,Federated Split BERT for Heterogeneous Text Classification,"Zhengyang Li, Shijing Si, Jianzong Wang, and Jing Xiao",2022,2022-05-26,2022 International Joint Conference on Neural Networks (IJCNN),,1-8,"Pre-trained BERT models have achieved impressive performance in many natural language processing (NLP) tasks. However, in many real-world situations, textual data are usually decentralized over many clients and unable to be uploaded to a central server due to privacy protection and regulations. Federated learning (FL) enables multiple clients collaboratively to train a global model while keeping the local data privacy. A few researches have investigated BERT in federated learning setting, but the problem of performance loss caused by heterogeneous (e.g., non-IID) data over clients remain under-explored. To address this issue, we propose a framework, FedSplitBERT, which handles heterogeneous data and decreases the communication cost by splitting the BERT encoder layers into local part and global part. The local part parameters are trained by the local client only while the global part parameters are trained by aggregating gradients of multiple clients. Due to the sheer size of BERT, we explore a quantization method to further reduce the communication cost with minimal performance loss. Our framework is ready-to-use and compatible to many existing federated learning algorithms, including FedAvg, FedProx and FedAdam. Our experiments verify the effectiveness of the proposed framework, which outperforms baseline methods by a significant margin, while FedSplitBERT with quantization can reduce the communication cost by 11.9×.",25,6.5,10.1109/IJCNN55064.2022.9892845,https://doi.org/10.1109/IJCNN55064.2022.9892845,1.2000
Lin21,FedNLP: Benchmarking Federated Learning Methods for Natural Language Processing Tasks,Bill Yuchen Lin et al.,2021,2021-04-18,NAACL-HLT,,157-175,"Increasing concerns and regulations about data privacy and sparsity necessitate the study of privacy-preserving, decentralized learning methods for natural language processing (NLP) tasks. Federated learning (FL) provides promising approaches for a large number of clients (e.g., personal devices or organizations) to collaboratively learn a shared global model to benefit all clients while allowing users to keep their data locally. Despite interest in studying FL methods for NLP tasks, a systematic comparison and analysis is lacking in the literature. Herein, we present the FedNLP, a benchmarking framework for evaluating federated learning methods on four different task formulations: text classification, sequence tagging, question answering, and seq2seq. We propose a universal interface between Transformer-based language models (e.g., BERT, BART) and FL methods (e.g., FedAvg, FedOPT, etc.) under various non-IID partitioning strategies. Our extensive experiments with FedNLP provide empirical comparisons between FL methods and helps us better understand the inherent challenges of this direction. The comprehensive analysis points to intriguing and exciting future research aimed at developing FL methods for NLP tasks.",149,30,10.18653/v1/2022.findings-naacl.13,https://doi.org/10.18653/v1/2022.findings-naacl.13,1.1800
