Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Ye21c,Decentralized Federated Learning With Unreliable Communications,"Hao Ye, Le Liang, and G. Li",2021,2021-08-05,IEEE Journal of Selected Topics in Signal Processing,16,487-500,"Decentralized federated learning, inherited from decentralized learning, enables the edge devices to collaborate on model training in a peer-to-peer manner without the assistance of a server. However, existing decentralized learning frameworks usually assume perfect communication among devices, where they can reliably exchange messages, e.g., gradients or parameters. But the real-world communication networks are prone to packet loss and transmission errors. Transmission reliability comes with a price. The commonly-used solution is to adopt a reliable transportation layer protocol, e.g., transmission control protocol (TCP), which however leads to significant communication overhead and reduces connectivity among devices that can be supported. For a communication network with a lightweight and unreliable communication protocol, user datagram protocol (UDP), we propose a robust decentralized stochastic gradient descent (SGD) approach, called Soft-DSGD, to address the unreliability issue. Soft-DSGD updates the model parameters with partially received messages and optimizes the mixing weights according to the link reliability matrix of communication links. We prove that the proposed decentralized training system, even with unreliable communications, can still achieve the same asymptotic convergence rate as vanilla decentralized SGD with perfect communications. Moreover, numerical results confirm the proposed approach can leverage all available unreliable communication links to speed up convergence.",162,35,10.1109/jstsp.2022.3152445,https://doi.org/10.1109/jstsp.2022.3152445,1.5200
Liu21,Decentralized Federated Learning: Balancing Communication and Computing Costs,"Wei Liu, Li Chen, and Wenyi Zhang",2021,2021-07-26,IEEE Transactions on Signal and Information Processing over Networks,8,131-143,"Decentralized stochastic gradient descent (SGD) is a driving engine for decentralized federated learning (DFL). The performance of decentralized SGD is jointly influenced by inter-node communications and local updates. In this paper, we propose a general DFL framework, which implements both multiple local updates and multiple inter-node communications periodically, to strike a balance between communication efficiency and model consensus. It can provide a general decentralized SGD analytical framework. We establish strong convergence guarantees for the proposed DFL algorithm without the assumption of convex objectives. The convergence rate of DFL can be optimized to achieve the balance of communication and computing costs under constrained resources. For improving communication efficiency of DFL, compressed communication is further introduced to the proposed DFL as a new scheme, named DFL with compressed communication (C-DFL). The proposed C-DFL exhibits linear convergence for strongly convex objectives. Experiment results based on MNIST and CIFAR-10 datasets illustrate the superiority of DFL over traditional decentralized SGD methods and show that C-DFL further enhances communication efficiency.",149,32,10.1109/tsipn.2022.3151242,https://doi.org/10.1109/tsipn.2022.3151242,1.5000
Heg19,Gossip Learning as a Decentralized Alternative to Federated Learning,"István Hegedüs, Gábor Danner, and Márk Jelasity",2019,2019-06-17,IFIP International Conference on Distributed Applications and Interoperable Systems,,74-90,"Federated learning is a distributed machine learning approach for computing models over data collected by edge devices. Most importantly, the data itself is not collected centrally, but a master-worker architecture is applied where a master node performs aggregation and the edge devices are the workers, not unlike the parameter server approach. Gossip learning also assumes that the data remains at the edge devices, but it requires no aggregation server or any central component. In this empirical study, we present a thorough comparison of the two approaches. We examine the aggregated cost of machine learning in both cases, considering also a compression technique applicable in both approaches. We apply a real churn trace as well collected over mobile phones, and we also experiment with different distributions of the training data over the devices. Surprisingly, gossip learning actually outperforms federated learning in all the scenarios where the training data are distributed uniformly over the nodes, and it performs comparably to federated learning overall.",239,35,10.1007/978-3-030-22496-7_5,https://doi.org/10.1007/978-3-030-22496-7_5,1.4600
Kol19b,Decentralized Deep Learning with Arbitrary Communication Compression,"Anastasia Koloskova, Tao Lin, Sebastian U. Stich, and Martin Jaggi",2019,2019-07-22,International Conference on Learning Representations,abs/1907.09356,,"Decentralized training of deep learning models is a key element for enabling data privacy and on-device learning over networks, as well as for efficient scaling to large compute clusters. As current approaches suffer from limited bandwidth of the network, we propose the use of communication compression in the decentralized training context. We show that Choco-SGD $-$ recently introduced and analyzed for strongly-convex objectives only $-$ converges under arbitrary high compression ratio on general non-convex functions at the rate $O\bigl(1/\sqrt{nT}\bigr)$ where $T$ denotes the number of iterations and $n$ the number of workers. The algorithm achieves linear speedup in the number of workers and supports higher compression than previous state-of-the art methods. We demonstrate the practical performance of the algorithm in two key scenarios: the training of deep learning models (i) over distributed user devices, connected by a social network and (ii) in a datacenter (outperforming all-reduce time-wise).",261,38,,https://www.semanticscholar.org/paper/6105fc6d1058cd883037ed89f42332c56eef8160,1.4500
Tan18,Communication Compression for Decentralized Training,"Hanlin Tang, Shaoduo Gan, Ce Zhang, Tong Zhang, and Ji Liu",2018,2018-03-01,Neural Information Processing Systems,,7663-7673,"Optimizing distributed learning systems is an art of balancing between computation and communication. There have been two lines of research that try to deal with slower networks: {\em communication compression} for low bandwidth networks, and {\em decentralization} for high latency networks. In this paper, We explore a natural question: {\em can the combination of both techniques lead to a system that is robust to both bandwidth and latency?} Although the system implication of such combination is trivial, the underlying theoretical principle and algorithm design is challenging: unlike centralized algorithms, simply compressing {\rc exchanged information, even in an unbiased stochastic way, within the decentralized network would accumulate the error and cause divergence.} In this paper, we develop a framework of quantized, decentralized training and propose two different strategies, which we call {\em extrapolation compression} and {\em difference compression}. We analyze both algorithms and prove both converge at the rate of $O(1/\sqrt{nT})$ where $n$ is the number of workers and $T$ is the number of iterations, matching the convergence rate for full precision, centralized training. We validate our algorithms and find that our proposed algorithm outperforms the best of merely decentralized and merely quantized algorithm significantly for networks with {\em both} high latency and low bandwidth.",299,37,,https://www.semanticscholar.org/paper/0192e32c1c158917eb92cb21431a63c93b2893ee,1.4000
Vog20,PowerGossip: Practical Low-Rank Communication Compression in Decentralized Deep Learning,"Thijs Vogels, Sai Praneeth Karimireddy, and Martin Jaggi",2020,2020-08-04,Neural Information Processing Systems,abs/2008.01425,,"Lossy gradient compression has become a practical tool to overcome the communication bottleneck in centrally coordinated distributed training of machine learning models. However, algorithms for decentralized training with compressed communication over arbitrary connected networks have been more complicated, requiring additional memory and hyperparameters. We introduce a simple algorithm that directly compresses the model differences between neighboring workers using low-rank linear compressors applied on model differences. Inspired by the PowerSGD algorithm for centralized deep learning, this algorithm uses power iteration steps to maximize the information transferred per bit. We prove that our method requires no additional hyperparameters, converges faster than prior methods, and is asymptotically independent of both the network and the compression. Out of the box, these compressors perform on par with state-of-the-art tuned compression algorithms in a series of deep learning benchmarks.",63,11,,https://www.semanticscholar.org/paper/8e758b7da5e1ab0143ee4ad77fcaec8bf50a4d88,1.3500
Niw24,Natural Gradient Primal-Dual Method for Decentralized Learning,Kenta Niwa et al.,2024,,IEEE Transactions on Signal and Information Processing over Networks,10,417-433,"We propose the Natural Gradient Primal-Dual (NGPD) method for decentralized learning of parameters in Deep Neural Networks (DNNs). Conventional approaches, such as the primal-dual method, constrain the local parameters to be similar between connected nodes. However, since most of them follow a first-order optimization method and the loss functions of DNNs may have ill-conditioned curvatures, many local parameter updates and communication among local nodes are needed. For fast convergence, we integrate the second-order natural gradient method into the primal-dual method (NGPD). Since additional constraint minimizes the amount of output change before and after the parameter updates, robustness towards ill-conditioned curvatures is expected. We theoretically demonstrate the convergence rate for the averaged parameter (the average of the local parameters) under certain assumptions. As a practical implementation of NGPD without a significant increase in computational overheads, we introduce Kronecker Factored Approximate Curvature (K-FAC). Our experimental results confirmed that NGPD achieved the highest test accuracy through image classification tasks using DNNs.",0,,10.1109/TSIPN.2024.3388948,https://doi.org/10.1109/TSIPN.2024.3388948,1.3200
Yua22,Decentralized Training of Foundation Models in Heterogeneous Environments,Binhang Yuan et al.,2022,2022-06-02,Neural Information Processing Systems,abs/2206.01288,,"Training foundation models, such as GPT-3 and PaLM, can be extremely expensive, often involving tens of thousands of GPUs running continuously for months. These models are typically trained in specialized clusters featuring fast, homogeneous interconnects and using carefully designed software systems that support both data parallelism and model/pipeline parallelism. Such dedicated clusters can be costly and difficult to obtain. Can we instead leverage the much greater amount of decentralized, heterogeneous, and lower-bandwidth interconnected compute? Previous works examining the heterogeneous, decentralized setting focus on relatively small models that can be trained in a purely data parallel manner. State-of-the-art schemes for model parallel foundation model training, such as Megatron, only consider the homogeneous data center setting. In this paper, we present the first study of training large foundation models with model parallelism in a decentralized regime over a heterogeneous network. Our key technical contribution is a scheduling algorithm that allocates different computational""tasklets""in the training of foundation models to a group of decentralized GPU devices connected by a slow heterogeneous network. We provide a formal cost model and further propose an efficient evolutionary algorithm to find the optimal allocation strategy. We conduct extensive experiments that represent different scenarios for learning over geo-distributed devices simulated using real-world network measurements. In the most extreme case, across 8 different cities spanning 3 continents, our approach is 4.8X faster than prior state-of-the-art training systems (Megatron).",134,33,10.48550/arXiv.2206.01288,https://doi.org/10.48550/arXiv.2206.01288,1.2800
Sun25b,Optimizing resource allocation for geographically-distributed inference by large language models,"Tingyang Sun, Ting He, Bo Ji, and Parimal Parag",2025,2025-11-01,Perform. Evaluation,170,102527,"Large language models have demonstrated extraordinary performance in many AI tasks but are expensive to use, even after training, due to their requirement of high-end GPUs. Recently, a distributed system called PETALS was developed to lower the barrier for deploying LLMs by splitting the model blocks across multiple servers with low-end GPUs distributed over the Internet, which was much faster than swapping the model parameters between the GPU memory and other cheaper but slower local storage media. However, the performance of such a distributed system critically depends on the resource allocation, and how to do so optimally remains unknown. In this work, we present the first systematic study of the resource allocation problem in distributed LLM inference, with focus on two important decisions: block placement and request routing. Our main results include: experimentally validated performance models that can predict the inference performance under given block placement and request routing decisions, a formulation of the offline optimization of block placement and request routing as a mixed integer linear programming problem together with the NP-hardness proof and a polynomial-complexity algorithm with guaranteed performance, and an adaptation of the offline algorithm for the online setting with the same performance guarantee under bounded load. Through both experiments and experimentally-validated simulations, we have verified that the proposed solution can substantially reduce the inference time compared to the state-of-the-art solution in diverse settings with geographically-distributed servers. As a byproduct, we have also developed a light-weighted CPU-only simulator capable of predicting the performance of distributed LLM inference on GPU servers, which can evaluate large deployments and facilitate future research for researchers with limited GPU access.",0,,10.1016/j.peva.2025.102527,https://doi.org/10.1016/j.peva.2025.102527,1.2600
Car24,BitTorrent-based Gossip Learning,Oskar Carl and Torben Weis,2024,2024-11-19,Proceedings of the 14th International Conference on the Internet of Things,,,"Distributed machine learning (DML) may become an important component of IoT device fleets and smart homes in the future. However, it currently presents challenges where reliable (or frequent) internet connectivity is necessary, or trust is not handled. Since DML is generally decentralized and often relies on peer-to-peer networks, we argue that BitTorrent as a time-proven protocol in this space could aid in building a solution. This paper explores the possibilities of employing BitTorrent mechanisms for gossip-based DML. It provides initial evidence supporting the viability of this approach by analysing the behaviour of model training in a simulator representing 30 individual peers with distinct data sets.",0,,10.1145/3703790.3703813,https://doi.org/10.1145/3703790.3703813,1.2200
Zha19,Decentralized Stochastic Gradient Tracking for Empirical Risk Minimization,Jiaqi Zhang and Keyou You,2019,2019-09-06,ArXiv,abs/1909.02712,,"Recent works have shown superiorities of decentralized SGD to centralized counterparts in large-scale machine learning, but their theoretical gap is still not fully understood. In this paper, we propose a decentralized stochastic gradient tracking (DSGT) algorithm over peer-to-peer networks for empirical risk minimization problems, and explicitly evaluate its convergence rate in terms of key parameters of the problem, e.g., algebraic connectivity of the communication network, mini-batch size, and gradient variance. Importantly, it is the first theoretical result that can \emph{exactly} recover the rate of the centralized SGD, and has optimal dependence on the algebraic connectivity of the networks when using stochastic gradients. Moreover, we explicitly quantify how the network affects speedup and the rate improvement over existing works. Interestingly, we also point out for the first time that both linear and sublinear speedup can be possible. We empirically validate DSGT on neural networks and logistic regression problems, and show its advantage over the state-of-the-art algorithms.",19,2.9,,https://www.semanticscholar.org/paper/8ce5ac0214d8357f5c5b04809c564906d82d1f58,1.2000
Tak22b,Momentum Tracking: Momentum Acceleration for Decentralized Deep Learning on Heterogeneous Data,"Yuki Takezawa, Hang Bao, K. Niwa, R. Sato, and Makoto Yamada",2022,2022-09-30,Trans. Mach. Learn. Res.,2023,,"SGD with momentum is one of the key components for improving the performance of neural networks. For decentralized learning, a straightforward approach using momentum is Distributed SGD (DSGD) with momentum (DSGDm). However, DSGDm performs worse than DSGD when the data distributions are statistically heterogeneous. Recently, several studies have addressed this issue and proposed methods with momentum that are more robust to data heterogeneity than DSGDm, although their convergence rates remain dependent on data heterogeneity and deteriorate when the data distributions are heterogeneous. In this study, we propose Momentum Tracking, which is a method with momentum whose convergence rate is proven to be independent of data heterogeneity. More specifically, we analyze the convergence rate of Momentum Tracking in the setting where the objective function is non-convex and the stochastic gradient is used. Then, we identify that it is independent of data heterogeneity for any momentum coefficient $\beta \in [0, 1)$. Through experiments, we demonstrate that Momentum Tracking is more robust to data heterogeneity than the existing decentralized learning methods with momentum and can consistently outperform these existing methods when the data distributions are heterogeneous.",26,7.4,10.48550/arXiv.2209.15505,https://doi.org/10.48550/arXiv.2209.15505,1.1800
Zho24e,DeFTA: A plug-and-play peer-to-peer decentralized federated learning framework,"Yuhao Zhou, Minjia Shi, Yuxin Tian, Qing Ye, and Jiancheng Lv",2024,2024-04-01,Inf. Sci.,670,120582,,17,8.4,10.1016/j.ins.2024.120582,https://doi.org/10.1016/j.ins.2024.120582,1.1500
Rya20b,Towards Crowdsourced Training of Large Neural Networks using Decentralized Mixture-of-Experts,Max Ryabinin and Anton I. Gusev,2020,2020-02-10,Neural Information Processing Systems,,,"Many recent breakthroughs in deep learning were achieved by training increasingly larger models on massive datasets. However, training such models can be prohibitively expensive. For instance, the cluster used to train GPT-3 costs over \$250 million. As a result, most researchers cannot afford to train state of the art models and contribute to their development. Hypothetically, a researcher could crowdsource the training of large neural networks with thousands of regular PCs provided by volunteers. The raw computing power of a hundred thousand \$2500 desktops dwarfs that of a \$250M server pod, but one cannot utilize that power efficiently with conventional distributed training methods. In this work, we propose Learning@home: a novel neural network training paradigm designed to handle large amounts of poorly connected participants. We analyze the performance, reliability, and architectural constraints of this paradigm and compare it against existing distributed training techniques.",61,9.9,,https://www.semanticscholar.org/paper/19eaa4ac17550fab2917d3f6121ed25e6d857a58,1.1400
Gor21,Secure Distributed Training at Scale,"Eduard A. Gorbunov, Alexander Borzunov, Michael Diskin, and Max Ryabinin",2021,2021-06-21,International Conference on Machine Learning,,7679-7739,"Some of the hardest problems in deep learning can be solved with the combined effort of many independent parties, as is the case for volunteer computing and federated learning. These setups rely on high numbers of peers to provide computational resources or train on decentralized datasets. Unfortunately, participants in such systems are not always reliable. Any single participant can jeopardize the entire training run by sending incorrect updates, whether deliberately or by mistake. Training in presence of such peers requires specialized distributed training algorithms with Byzantine tolerance. These algorithms often sacrifice efficiency by introducing redundant communication or passing all updates through a trusted server. As a result, it can be infeasible to apply such algorithms to large-scale distributed deep learning, where models can have billions of parameters. In this work, we propose a novel protocol for secure (Byzantine-tolerant) decentralized training that emphasizes communication efficiency. We rigorously analyze this protocol: in particular, we provide theoretical bounds for its resistance against Byzantine and Sybil attacks and show that it has a marginal communication overhead. To demonstrate its practical effectiveness, we conduct large-scale experiments on image classification and language modeling in presence of Byzantine attackers.",17,3.5,,https://www.semanticscholar.org/paper/7d6d7a31464cb9079ba32ed117eaed1878a5d2eb,1.1300
Zha22c,BEER: Fast O(1/T) Rate for Decentralized Nonconvex Optimization with Communication Compression,"Haoyu Zhao, Boyue Li, Zhize Li, Peter Richt'arik, and Yuejie Chi",2022,2022-01-31,Neural Information Processing Systems,abs/2201.13320,,"Communication efficiency has been widely recognized as the bottleneck for large-scale decentralized machine learning applications in multi-agent or federated environments. To tackle the communication bottleneck, there have been many efforts to design communication-compressed algorithms for decentralized nonconvex optimization, where the clients are only allowed to communicate a small amount of quantized information (aka bits) with their neighbors over a predefined graph topology. Despite significant efforts, the state-of-the-art algorithm in the nonconvex setting still suffers from a slower rate of convergence $O((G/T)^{2/3})$ compared with their uncompressed counterpart, where $G$ measures the data heterogeneity across different clients, and $T$ is the number of communication rounds. This paper proposes BEER, which adopts communication compression with gradient tracking, and shows it converges at a faster rate of $O(1/T)$. This significantly improves over the state-of-the-art rate, by matching the rate without compression even under arbitrary data heterogeneity. Numerical experiments are also provided to corroborate our theory and confirm the practical superiority of BEER in the data heterogeneous regime.",69,16,10.52202/068431-2295,https://doi.org/10.52202/068431-2295,1.1200
Per24,JARVIS: Disjoint Large Language Models on Radio VLANs for Intelligent Services,"Miquel Sirera Perelló, Joshua Groen, Wanchun Liu, Stratis Ioannidis, and Kaushik R. Chowdhury",2024,2024-10-28,MILCOM 2024 - 2024 IEEE Military Communications Conference (MILCOM),,869-874,"Large Language Models (LLMs) have changed the way we access and interpret information, communicate with each other and even operate computer systems through autonomous code generation. Typically, these billion-parameter models rely on cloud storage and execution due to their computational demands. In this paper, we challenge this status quo by proposing JARVIS, a distributed LLM framework that splits model layers across edge devices with limited compute resources, trading off computation for increased peer-level communication. JARVIS is robust to individual node failures, including recovery methods for lost layers via peer-level duplication. We evaluate JARVIS using Google’s open-source Gemma LLM (2B parameters) deployed over 18 software-defined radios in the NSF Colosseum RF emulator. Our evaluation explores LLM performance degradation from node losses, providing insights into node prioritization in tactical environments. The JARVIS software code is released for community exploration and adoption.",2,1.4,10.1109/MILCOM61039.2024.10773726,https://doi.org/10.1109/MILCOM61039.2024.10773726,1.1100
Li24k,Decentralized Learning Based on Gradient Coding With Compressed Communication,Chengxi Li and Mikael Skoglund,2024,,IEEE Transactions on Signal Processing,72,4713-4729,"This paper considers the problem of decentralized learning (DEL) with stragglers under the communication bottleneck. In the literature, various gradient coding techniques have been proposed for distributed learning with stragglers by letting the devices transmit encoded gradients based on redundant training data. However, those techniques can not be directly applied to fully decentralized scenarios as considered in this paper due to the lack of a global model in DEL. To overcome this shortcoming, we first propose a new gossip-based DEL method with gradient coding (GOCO). In GOCO, to mitigate the negative impact of stragglers, the devices update the parameter vectors with encoded gradients based on stochastic gradient coding before averaging in a gossip-based manner. To further reduce the communication overhead associated with GOCO, we propose an enhanced version of GOCO, namely GOCO with compressed communication (2-GOCO), where the devices transmit compressed messages instead of the raw parameter vectors. The convergence of the proposed methods is analyzed for strongly convex loss functions. Simulation results demonstrate that the proposed methods outperform the baseline methods, which attain better learning performance under the same communication overhead.",4,1.8,10.1109/TSP.2024.3467262,https://doi.org/10.1109/TSP.2024.3467262,1.1000
Li24e,Gradient Coding in Decentralized Learning for Evading Stragglers,Chengxi Li and Mikael Skoglund,2024,2024-02-06,2024 32nd European Signal Processing Conference (EUSIPCO),,1821-1825,"In this paper, we consider a decentralized learning problem in the presence of stragglers. Although gradient coding techniques have been developed for distributed learning to evade stragglers, where the devices send encoded gradients with redun-dant training data, it is difficult to apply those techniques directly to decentralized learning scenarios. To deal with this problem, we propose a new gossip-based decentralized learning method with gradient coding(GOCO). In the proposed method, to avoid the negative impact of stragglers, the parameter vectors are updated locally using encoded gradients based on the framework of stochastic gradient coding and then averaged in a gossip-based manner. We analyze the convergence performance of GOCO for strongly convex loss functions. And we also provide simulation results to demonstrate the superiority of the proposed method in terms of learning performance compared with the baseline methods.",2,0.9,10.48550/arXiv.2402.04193,https://doi.org/10.48550/arXiv.2402.04193,1.0800
Li24j,CoLLM: A Collaborative LLM Inference Framework for Resource-Constrained Devices,"Jinrong Li, Biao Han, Sudan Li, Xiaoyan Wang, and Jie Li",2024,2024-08-07,2024 IEEE/CIC International Conference on Communications in China (ICCC),,185-190,"Over the past few years, there has been notable advancement in Large Language Models (LLMs), leading to their extensive utilisation across various domains. Running large-scale LLMs usually necessitates processing capacity at the level of data-centers, which deters numerous potential applications from researchers. However, certain applications with great potential in LLM, such as the Internet of Things(IoT) data analysis and multi-robot collaboration, are typically constrained by lack of resources, specifically graphics processing units(GPUs). As a result, these devices fail to execute LLM inference. To tackle the aforementioned issues, we first investigate the problem of “Compute Bound” in devices with constrained resources, which are unavailable for hierarchical partitioning models. Furthermore, utilising the LLM tensor parallelization, we present a collaborative LLM inference framework on resource-constrained devices called CoLLM. In addition, we propose a minimal latency algorithm and an adaptive load balancing algorithm to optimize inference latency and balance energy consumption. (1) By considering the LLM model’s size, device resources, and network conditions, we can calculate the optimum number of collaborative devices to minimise inference latency. (2) CoLLM is capable of dynamically distributing computational workloads based on the target device’s status, balancing power consumption to extend overall working time. Experiments are conducted when the Llama2 model is executed on GPU-free devices such as Raspberry Pis. Evaluation results show that end-to-end inference speed outperforms current hierarchical LLM inference methods by a factor of $1.9 x-2.3 x$.",9,5.4,10.1109/ICCC62479.2024.10681712,https://doi.org/10.1109/ICCC62479.2024.10681712,1.0700
Lal18,Fully Decentralized Federated Learning,Anusha Lalitha,2018,,,,,"We consider the problem of training a machine learning model over a network of users in a fully decentralized framework. The users take a Bayesian-like approach via the introduction of a belief over the model parameter space. We propose a distributed learning algorithm in which users update their belief by aggregate information from their one-hop neighbors to learn a model that best fits the observations over the entire network. In addition, we also obtain sufficient conditions to ensure that the probability of error is small for every user in the network. Finally, we discuss approximations required for applying this algorithm for training Neural Networks.",212,26,,https://www.semanticscholar.org/paper/2ecc7707aa49b7baa2f4bbc5d8491d0d464bdb9c,1.0600
Tak22,Communication Compression for Decentralized Learning With Operator Splitting Methods,"Yuki Takezawa, K. Niwa, and M. Yamada",2022,2022-05-08,IEEE Transactions on Signal and Information Processing over Networks,9,581-595,"In decentralized learning, operator splitting methods using a primal-dual formulation (e.g., Edge-Consensus Learning (ECL)) have been shown to be robust to heterogeneous data and have attracted significant attention in recent years. However, in the ECL, a node needs to exchange dual variables with its neighbors. These exchanges incur significant communication costs. For the Gossip-based algorithms, many compression methods have been proposed, but these Gossip-based algorithms do not perform well when the data distribution held by each node is statistically heterogeneous. In this work, we propose a novel framework of the compression methods for the ECL, called the Communication Compressed ECL (C-ECL). Specifically, we reformulate the update formulas of the ECL and propose to compress the update values of the dual variables. We demonstrate experimentally that the C-ECL can achieve a nearly equivalent performance with fewer parameter exchanges than the ECL. Moreover, we demonstrate that the C-ECL is more robust to heterogeneous data than the Gossip-based algorithms.",3,0.8,10.1109/TSIPN.2023.3307894,https://doi.org/10.1109/TSIPN.2023.3307894,1.0500
Liu20,Linear Convergent Decentralized Optimization with Compression,"Xiaorui Liu, Yao Li, Rongrong Wang, Jiliang Tang, and Ming Yan",2020,2020-07-01,International Conference on Learning Representations,abs/2007.00232,,"Communication compression has been extensively adopted to speed up large-scale distributed optimization. However, most existing decentralized algorithms with compression are unsatisfactory in terms of convergence rate and stability. In this paper, we delineate two key obstacles in the algorithm design -- data heterogeneity and compression error. Our attempt to explicitly overcome these obstacles leads to a novel decentralized algorithm named LEAD. This algorithm is the first \underline{L}in\underline{EA}r convergent \underline{D}ecentralized algorithm with communication compression. Our theory describes the coupled dynamics of the inaccurate model propagation and optimization process. We also provide the first consensus error bound without assuming bounded gradients. Empirical experiments validate our theoretical analysis and show that the proposed algorithm achieves state-of-the-art computation and communication efficiency.",52,9.0,,https://www.semanticscholar.org/paper/2502dc4523fe70b02857cb58174dda314eb0a8bf,1.0400
Jia17,Collaborative Deep Learning in Fixed Topology Networks,"Zhanhong Jiang, Aditya Balu, C. Hegde, and S. Sarkar",2017,2017-06-23,Neural Information Processing Systems,abs/1706.07880,,"There is significant recent interest to parallelize deep learning algorithms in order to handle the enormous growth in data and model sizes. While most advances focus on model parallelization and engaging multiple computing agents via using a central parameter server, aspect of data parallelization along with decentralized computation has not been explored sufficiently. In this context, this paper presents a new consensus-based distributed SGD (CDSGD) (and its momentum variant, CDMSGD) algorithm for collaborative deep learning over fixed topology networks that enables data parallelization as well as decentralized computation. Such a framework can be extremely useful for learning agents with access to only local/private data in a communication constrained environment. We analyze the convergence properties of the proposed algorithm with strongly convex and nonconvex objective functions with fixed and diminishing step sizes using concepts of Lyapunov function construction. We demonstrate the efficacy of our algorithms in comparison with the baseline centralized SGD and the recently proposed federated averaging algorithm (that also enables data parallelism) based on benchmark datasets such as MNIST, CIFAR-10 and CIFAR-100.",193,22,,https://www.semanticscholar.org/paper/4d886c571c0849fda73a2d24e944d59fd37bcf9c,1.0300
Mor23,Gossip Distillation: Decentralized Deep Learning Transmitting Neither Training Data Nor Models,Taisuke Moriwaki and Kazuyuki Shudo,2023,2023-11-28,2023 IEEE Virtual Conference on Communications (VCC),,317-322,"While deep learning requires a large amount of training data to obtain a highly accurate model, it is not always possible to collect the data in one place for privacy and other reasons. Furthermore, eliminating centralized servers and allowing all nodes to communicate in a decentralized way, improves fault tolerance and eliminates the unfairness of servers getting learned models first. In existing methods, a node transmits a learned model to other nodes. Our proposal, Gossip Distillation is to apply Knowledge Distillation to communication between nodes. A node transmits inference results on common data, not the model itself. The method reduces the amount of communication and makes it possible to combine multiple different models for each node. For CINIC-10, only 5.18 MiB of the inference results are transmitted between nodes though existing methods requires 49.03 MiB of ResNet-18 as the main model to be transmitted. In addition, the proposed method allows different sub models to be trained in parallel with the main model. Achieved accuracies are comparable with existing centralized methods.",0,,10.1109/VCC60689.2023.10474996,https://doi.org/10.1109/VCC60689.2023.10474996,1.0200
Bou20,Robust P2P Personalized Learning,"Karim Boubouh, Amine Boussetta, Yahya Benkaouz, and R. Guerraoui",2020,2020-09-01,2020 International Symposium on Reliable Distributed Systems (SRDS),,299-308,"Decentralized machine learning over peer-to-peer networks is very appealing for it enables to learn personalized models without sharing users data, nor relying on any central server. Peers can improve upon their locally trained model across a network graph of other peers with similar objectives. Whilst they offer an inherently scalable scheme with a very simple cost-efficient learning model, peer-to-peer networks are also fragile. In particular, they can be very easily disrupted by unfairness, free-riding, and adversarial behaviors.In this paper, we present CDPL (Contribution Driven P2P Learning), a novel Byzantine-resilient distributed algorithm to train personalized models across similar peers. We convey theoretically and empirically the effectiveness of CDPL in terms of speed of convergence as well as robustness to Byzantine behavior.",8,1.4,10.1109/SRDS51746.2020.00037,https://doi.org/10.1109/SRDS51746.2020.00037,1.0100
Sto01,Chord: A scalable peer-to-peer lookup service for internet applications,"Ion Stoica, R. Morris, David R Karger, M. Kaashoek, and H. Balakrishnan",2001,2001-10-01,"Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",,149-160,,11889,485,10.1145/383059.383071,https://doi.org/10.1145/383059.383071,1.0100
May02,Kademlia: A Peer-to-Peer Information System Based on the XOR Metric,P. Maymounkov and David Mazières,2002,2002-03-07,International Workshop on Peer-to-Peer Systems,,53-65,,3611,150,10.1007/3-540-45748-8_5,https://doi.org/10.1007/3-540-45748-8_5,1.0100
Ben14,"IPFS - Content Addressed, Versioned, P2P File System",J. Benet,2014,2014-07-14,ArXiv,abs/1407.3561,,"The InterPlanetary File System (IPFS) is a peer-to-peer distributed file system that seeks to connect all computing devices with the same system of files. In some ways, IPFS is similar to the Web, but IPFS could be seen as a single BitTorrent swarm, exchanging objects within one Git repository. In other words, IPFS provides a high throughput content-addressed block storage model, with content-addressed hyper links. This forms a generalized Merkle DAG, a data structure upon which one can build versioned file systems, blockchains, and even a Permanent Web. IPFS combines a distributed hashtable, an incentivized block exchange, and a self-certifying namespace. IPFS has no single point of failure, and nodes do not need to trust each other.",2050,175,,https://www.semanticscholar.org/paper/40ede9054b10ded75742f64ce738c2e5595b03bc,1.0000
Orm11,Gossip learning with linear models on fully distributed data,"Róbert Ormándi, István Hegedüs, and Márk Jelasity",2011,2011-09-07,Concurrency and Computation: Practice and Experience,25,,"Machine learning over fully distributed data poses an important problem in peer‐to‐peer applications. In this model, we have one data record at each network node but without the possibility to move raw data because of privacy considerations. For example, user profiles, ratings, history, or sensor readings can represent this case. This problem is difficult because there is no possibility to learn local models; the system model offers almost no guarantee for reliability, yet the communication cost needs to be kept low. Here, we propose gossip learning, a generic approach that is based on multiple models taking random walks over the network in parallel, while applying an online learning algorithm to improve themselves, and getting combined via ensemble learning methods. We present an instantiation of this approach for the case of classification with linear models. Our main contribution is an ensemble learning method, which—through the continuous combination of the models in the network—implements a virtual weighted voting mechanism over an exponential number of models at practically no extra cost as compared with independent random walks. We prove the convergence of the method theoretically, and perform extensive experiments on benchmark data sets. Our experimental analysis demonstrates the performance and robustness of the proposed approach. Copyright © 2012 John Wiley & Sons, Ltd.",184,13,10.1002/cpe.2858,https://doi.org/10.1002/cpe.2858,0.9800
