Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number)
"Ding, SX; Johns, E; Orlichenko, A; Fredericks, C; Zhao, YZ",A NOVEL BAYESIAN FRAMEWORK UNCOVERING BRAIN CONNECTIVITY-TO-SHAPE RELATIONSHIP IN PRECLINICAL ALZHEIMER'S DISEASE,2026,ANNALS OF APPLIED STATISTICS,0,10.1214/26-AOAS2154,Article,,WOS:001819837900026
"Ma, ST; Zhang, P",Accurate inference of community structures in networks using variational autoregressive neural networks,2026,COMMUNICATIONS IN THEORETICAL PHYSICS,0,10.1088/1572-9494/ae66ce,Article,,WOS:001771868500001
"Xin, TY; Xiao, JL; Xia, ZY; Yin, S; Deng, LJ",Training and Inference within 1 Second - Tackle Cross-Sensor Degradation of Real-World Pansharpening with Efficient Residual Feature Tailoring,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 13",2,,Proceedings Paper,,WOS:001768165900079
"Patia, C; Nayak, SR; Jagadev, AK; Panda, AK",A Lightweight Deep-Feature and Agentic AI Fusion Framework for Automated Intracranial Hemorrhage Diagnosis from CT Images,2026,INTERNATIONAL JOURNAL OF SPECIAL EDUCATION,0,,Article,,WOS:001788494700003
"Parwez, K; Sohail, SI; Raza, A; Zia, MA",LeukoXAI-Lite: A reusable explainable AI toolkit for federated leukemia diagnosis with visual explanations and performance analysis,2026,SOFTWARE IMPACTS,0,10.1016/j.simpa.2026.100813,Article,,WOS:001686578600001
"Kong, XL; Li, WH; Zhang, Y; Li, ZY; Wang, JF; Ding, L",Physics-Enhanced Hierarchical Dynamics Modeling at the Current Level for Underwater Manipulators,2026,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,0,10.1109/TII.2026.3693727,Article,,WOS:001786177800001
"Perez, JRC; Arreola, AR; Verykios, TD; Cortes, EG; Crespo, AFT",Drupelet: End-to-End Development of Mixed Binary/Ternary Neural Networks for Ultra Resource-Constrained Micro controllers,2026,"ADVANCES IN COMPUTATIONAL INTELLIGENCE: MICAI 2025 INTERNATIONAL WORKSHOPS, HIS 2025, CIAPP 2025, WILE 2025, CHARAL 2025, ECSI 2025, PT II",0,10.1007/978-3-032-17933-3_21,Proceedings Paper,,WOS:001760838100021
"Manivannan, A; Amalanathan, A",GeoForensic-AI: A Lightweight and Explainable Forensic AI Framework for Modern Digital Ecosystems,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3686828,Article,,WOS:001819879600031
"Xu, T; Wu, SD; Luo, JW; Yang, Y; Lin, F; Jiang, JJ; Chen, GZ; Yang, DP",Representation Transfer via Invariant Input-driven Continuous Attractors for Fast Domain Adaptation,2026,COMMUNICATIONS BIOLOGY,0,10.1038/s42003-026-09938-8,Article,,WOS:001782853900001
"Yang, RM; Xue, S; Fan, QK; Hu, WL; Lian, PY; Zheng, SK; Wang, CS",Surrogate model-based multi-objective optimization for modular spaceborne antenna panels,2026,ACTA ASTRONAUTICA,0,10.1016/j.actaastro.2026.07.059,Article,,WOS:001848340100001
"Lee, J; Yoo, Y; Kim, J; Lim, D; Yang, G; Yoo, C",Parameter-Efficient 12-Lead ECG Reconstruction from a Single Lead,2026,"MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION - MICCAI 2025, PT II",0,10.1007/978-3-032-04937-7_41,Proceedings Paper,,WOS:001596376900041
"Shuaibu, AS; Ul Haq, S; Almadani, B; Aliyu, F; Al-Nahari, EG",Smart Metering Meets AI: Real-Time Appliance Monitoring and Anomaly Detection Over DDS Middleware,2026,IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,1,10.1109/TIA.2025.3608687,Article,,WOS:001680992200033
"Chahbouni, A; El Manaa, I; El Manaa, K; Abouch, Y; Bossoufi, B; El Ghzaoui, M; El Alami, R",RyNet: Multi-Level Attention for Rich and Complementary Feature Representation in CNNs,2026,IEEE ACCESS,0,10.1109/ACCESS.2025.3648301,Article,,WOS:001662945100020
"Hidalgo-Araya, M; Trésor, R; Van Erp, B; Nuijten, WWL; Van De Laar, T; De Vries, B",A Probabilistic Generative Model for Spectral Speech Enhancement,2026,IEEE OPEN JOURNAL OF SIGNAL PROCESSING,0,10.1109/OJSP.2026.3695788,Article,,WOS:001785952400001
"Grundetjern, M; Voigt, J; Andersen, PA; Goodwin, M",DESS: A Robust Uncertainty Layer for Embedding-Space Models,2026,KUNSTLICHE INTELLIGENZ,0,10.1007/s13218-026-00919-x,Article; Early Access,,WOS:001854147600001
"Mun, V; Fazli, S",CheMLT-F: multitask learning in biochemistry through transformer fusion,2026,JOURNAL OF CHEMINFORMATICS,2,10.1186/s13321-026-01199-1,Article,,WOS:001776703000001
"Naik, V; Rajeswari, K","A modular transformer-based pipeline for named entity recognition, coreference resolution, and sentiment analysis in legal judgment documents",2026,ARTIFICIAL INTELLIGENCE AND LAW,0,10.1007/s10506-026-09539-0,Article; Early Access,,WOS:001863486700001
"Song, CE; Li, Y; Ramnani, A; Agrawal, P; Agrawal, P; Jang, SJ; Lee, SS; Rosing, T; Kang, M",Energy-Efficient Reconfigurable XGBoost Inference Accelerator With Modular Unit Trees via Selective Node Execution and Data Movement,2026,IEEE JOURNAL OF SOLID-STATE CIRCUITS,1,10.1109/JSSC.2025.3607896,Article,,WOS:001575967400001
"Khalid, B; Prilepsky, JE; Turitsyn, SK; Freire, P",D-SIC: Energy-Efficient Digital Semantic Image Communication via Large Generative Models,2026,IEEE TRANSACTIONS ON COGNITIVE COMMUNICATIONS AND NETWORKING,0,10.1109/TCCN.2026.3706089,Article,,WOS:001808875700010
"Haggerty, DL; Darden, CB; Lovinger, D","SqueakPose Studio, an end-to-end platform for pose estimation and real-time edge-AI deployment",2026,ELIFE,0,10.7554/eLife.111308; 10.7554/eLife.111308.2.sa1; 10.7554/eLife.111308.2.sa2; 10.7554/eLife.111308.2.sa3,Article,,WOS:001812755600001
"Khan, MRK; Rishe, N","A Unified Framework for Vehicle Detection, Tracking, and Counting Across Ground and Aerial Views Using Knowledge Distillation with YOLOv10-S",2026,REMOTE SENSING,3,10.3390/rs18050842,Article,,WOS:001713924300001
"Kalivarathan, S; Mohamed, MAR; Ravikumar, A; Sriraman, H",Intelligence of Things: a spatial context-aware control system for smart devices,2026,PEERJ COMPUTER SCIENCE,1,10.7717/peerj-cs.3546,Article,,WOS:001739451100001
"Zhao, P; Hu, F; Liu, XF; Dai, J; Su, ZQ; Zhao, JH; Yu, H",NCPM: A lightweight node-aware channel personalization mechanism for graph neural networks,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.133592,Article,,WOS:001743125700001
"De Silva, P; Prabodhani, C; Herath, D","Farm and Learn: An Offline Mobile Learning System Integrating AR, AI, and Game-Based Learning for Agricultural Education Among Children",2026,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,0,,Article,,WOS:001710501500001
"Zhao, JB; Ban, TY; Wang, XY; Zhou, QB; Zhou, HN; Liu, ZH; Li, XJ; Liu, L; Li, B",Autoregressive Meta-Actions for Unified Controllable Trajectory Generation in Autonomous Driving,2026,IEEE ROBOTICS AND AUTOMATION LETTERS,0,10.1109/LRA.2026.3681117,Article,,WOS:001740799700014
"Yar, H; Khan, IU; Dilshad, N; Jiang, WW; Kim, HS",Adaptive Driver State Monitoring with Temporal Reasoning and Risk Estimation for Safe Transportation,2026,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,0,10.32604/cmes.2026.084202,Article,,WOS:001839016600001
"Yan, QD; Luo, CF; Wang, YF",Expert-guided routing: A supervised post-hoc routing framework for task-specific and multilingual LLM specialization,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.134566,Article,,WOS:001835515000001
"Lin, LH; Fu, ZS; Chen, PS; Yang, BY; Yang, CH",A 4.8-mW Hybrid Crypto SoC With Post-Quantum Cryptography and Lightweight Cryptography for Secure Neural Interfacing,2026,IEEE JOURNAL OF SOLID-STATE CIRCUITS,0,10.1109/JSSC.2025.3601376,Article,,WOS:001566812900001
"Yao, H; Zhu, J; Li, YC; Yan, HM; Feng, WZ; Niu, LW; Wu, ZQ",MAF-RecNet: A Lightweight Wheat and Corn Recognition Model Integrating Multiple Attention Mechanisms,2026,REMOTE SENSING,2,10.3390/rs18030497,Article,,WOS:001688375400001
"Zhang, H; Farzanullah, M; Sediq, AB; Afana, A; Erol-Kantarci, M",Supervised Contrastive Learning for Uncertainty-Aware Wireless Signal Analysis: A Case Study for Modulation Classification,2026,IEEE TRANSACTIONS ON COMMUNICATIONS,0,10.1109/TCOMM.2026.3681558,Article,,WOS:001746837900010
"Dimasaka, J; Geiss, C; So, E",GRAPHVSSM: Graph Variational State-Space Model for Probabilistic Spatiotemporal Inference of Dynamic Exposure and Vulnerability for Regional Disaster Resilience Assessment,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 45",0,,Proceedings Paper,,WOS:001769905500022
"Alshammari, A",Cybersecurity for Sustainable Smart Cities: Threat-Resilient and Energy-Conscious Urban Systems,2026,CMC-COMPUTERS MATERIALS & CONTINUA,0,10.32604/cmc.2026.078634,Article,,WOS:001771073900001
"Coelho, C; Hohmann, M; Fernández, D; Penter, L; Ihlenfeldt, S; Niggemann, O",Data-Driven Temperature Modeling of Machine Tools by Neural Networks: A Benchmark,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3675493,Article,,WOS:001727168600029
"Tang, L; Zhao, YB; Wu, HY; Wei, SM",A hierarchical multi-encoder fusion architecture for robust quadrupedal locomotion,2026,INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS,0,10.1177/17298806261477177,Article,,WOS:001862464800001
"Chen, HM; Gao, DH; Zhang, WX; Yang, LB; Zhou, ZB",TrafficMoE: LLM-based mixture-of-experts framework for multi-task network traffic classification,2026,JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,0,10.1007/s44443-026-01202-7,Article,,WOS:001862368900003
"Hamza-Cherif, S; Gaouar, A; Aouaber, ZAE; Settouti, N",An explainable hybrid deep-learning and machine learning framework for automatic coeliac disease detection from duodenal endoscopy images,2026,HEALTH INFORMATION SCIENCE AND SYSTEMS,0,10.1007/s13755-026-00457-8,Article,,WOS:001745293700001
"Song, LH; Han, LT; Wang, JY; Feng, HJ; Ji, R",Optimization of Indoor Pedestrian Counting Based on Target Detection and Tracking,2026,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,0,10.3390/ijgi15030136,Article,,WOS:001725612800001
"Alexander, CAC; Magoulianitis, V; Yang, JX; Kuo, CCJ",NS-GUSL: Green U-Shaped Learning for Nuclei Segmentation from Histopathology Images,2026,JOURNAL OF IMAGING,0,10.3390/jimaging12070316,Article,,WOS:001832152900001
"Erdurak, ÇT; Kiliçarslan, S",MetaFormer-Based Novel Block Combinations for Classification of Olive Fruit Diseases,2026,FOOD ANALYTICAL METHODS,0,10.1007/s12161-026-02985-1,Article,,WOS:001674387300002
"Mika, K; Kucza, N; Porrmann, F; Hagemeyer, J",Optimizing AI on the Edge: Partitioning Neural Networks Across Heterogeneous Accelerators,2026,"ADVANCES IN COMPUTATIONAL INTELLIGENCE, IWANN 2025, PT I",0,10.1007/978-3-032-02725-2_16,Proceedings Paper,,WOS:001672969000016
"Yin, CD; Fei, BY; Yao, J; Wu, YW; Xu, Z; Chen, JJ; Wan, LF; Ge, X; Liu, Q; Ye, DD",Enhancing degradation trend prediction of lithium-ion battery capacity in complex aging scenarios: A Bayesian-optimized hybrid architecture combining local and global feature learning,2026,JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,2,10.1007/s44443-025-00428-1,Article,,WOS:001701792400001
"Rahnavard, R; de Carvalho, AS; Craveiro, HD; Ljubinkovic, F",Data-driven modelling of bending resistance in built-up cold-formed steel lightweight concrete (CFS-LWC) composite beams using artificial neural networks,2026,ADVANCES IN ENGINEERING SOFTWARE,0,10.1016/j.advengsoft.2026.104273,Article,,WOS:001837737700001
"Zabraoui, O; Hmamou, Y; Chafi, A; Alami, SK","Modular AI for supply chain resilience: Blending RL, forecasting, causal inference, and evolutionary coordination for inventory optimization",2026,RESULTS IN ENGINEERING,1,10.1016/j.rineng.2026.111601,Article,,WOS:001808240200001
"Wan, AP; Zhu, ZZ; Al-Bukhaiti, K; Yin, R; Yuan, JT; Cheng, XM; Ji, XS",Digital Twin Framework for Interpretable Aero-Engine RUL Prediction via Multibranch LSTM and Unity Visualization,2026,IEEE TRANSACTIONS ON RELIABILITY,0,10.1109/TR.2026.3686412,Article,,WOS:001764882900001
"Huang, ZQ; Gao, K; He, SY; Gu, DD; Chen, ZD",Integrated on-site inspection and repair wall-climbing robot of concrete cracks,2026,AUTOMATION IN CONSTRUCTION,1,10.1016/j.autcon.2026.107006,Article,,WOS:001766037900001
"Qin, JT",A Case Study in Bridging Art and Technology : Developing an Oil Painting Color Digital Analysis and Simulation System,2026,JOURNAL OF CASES ON INFORMATION TECHNOLOGY,0,10.4018/JCIT.400755,Article,,WOS:001704505600004
"Hu, ZQ; Zhao, MR; Zhang, ZR; Gupta, U",Beyond the Accelerator: A Full-Stack HW/SW Co-Design Analysis for Recommendation System Inference,2026,IEEE MICRO,0,10.1109/MM.2026.3666797,Article,,WOS:001805520200013
"Mhaouch, A; Gtifa, W; Nouira, I; Ben Abdelali, A; Machhout, M",A Reconfigurable CNN-2D Hardware Architecture for Real-Time Brain Cancer Multi-Classification on FPGA,2026,ALGORITHMS,2,10.3390/a19020107,Article,,WOS:001699776200001
"Haunschild, D; Bajoria, S; Gill, SS",Multi Signal Phishing and Anomaly Detection Approach for Edge AI Cyber Threat Monitoring,2026,INTERNET TECHNOLOGY LETTERS,0,10.1002/itl2.70297,Article,,WOS:001760859100001
"Sarvesh, V; Raja, SH; Jeevanantham, P; Ramu, SP",EHiJackNet: A Quantized Hierarchical Deep Learning Framework for Efficient and Robust Jackfruit Disease Diagnosis on Edge Devices,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3691996,Article,,WOS:001783764800037
"Xiong, AQ; Li, YF; Feng, YM; Tao, XH; Yong, JM",Fusing Deep Object Detectors via Spatial Heatmap-Based Relevance Modelling,2026,"DATA SCIENCE AND MACHINE LEARNING, AUSDM 2025",0,10.1007/978-981-95-6786-7_16,Proceedings Paper,,WOS:001761824900016
"Mena, O; Smajdek, U; Zhang, WP; Yu, P; Klein, T; Arold, ST; Li, S; Viola, I; Bohak, C",CoCryoViS: Collaborative online cryo-electron tomography visualization system,2026,PROTEIN SCIENCE,0,10.1002/pro.70679,Article,,WOS:001817401100001
"Keshri, S; Singh, A; Palo, CK; Adya, S; Mishra, S",RISC-V and machine learning: a survey,2026,JOURNAL OF SUPERCOMPUTING,0,10.1007/s11227-026-08463-z,Article,,WOS:001770887000004
"Lu, Y; Xu, ZP; Li, M; Fu, XH; Yung, KL; Ip, WH",A benchmark dataset and lightweight model for multi-distance gesture recognition in UAV control,2026,APPLIED SOFT COMPUTING,3,10.1016/j.asoc.2025.114222,Article,,WOS:001626126700005
"Ferenc, K; Martini, L; Rauluseviciute, I; Sandve, GKF; Mathelier, A",inMOTIFin: a lightweight end-to-end simulation software for regulatory sequences,2026,BIOINFORMATICS,0,10.1093/bioinformatics/btag026,Article,,WOS:001682213700001
"Li, YF; Zhao, H; Li, JY; Liu, J",Multimodal Multiobjective Neural Architecture Search for Lightweight and Failure-Resilient Time Series Forecasting,2026,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,0,10.1109/TEVC.2026.3658547,Article,,WOS:001837833800008
"Zhu, QM; Ye, YL; Hu, JW; Mai, SP",CoCRNet: color crosstalk removal network for color fringe projection profilometry,2026,MEASUREMENT SCIENCE AND TECHNOLOGY,0,10.1088/1361-6501/ae6934,Article,,WOS:001781145000001
"Ghamri, MA; Djamaa, B; Benatia, MA; Hosni, AIE",Reinforcement Learning based collaborative DNN inference for edge intelligence,2026,FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE,2,10.1016/j.future.2025.107942,Article,,WOS:001526866700001
"Lara, J; Samper, M; Colomé, DG",An Integrated and Modular Deep Learning Framework for Distribution System State Estimation,2026,PROCESSES,0,10.3390/pr14142261,Article,,WOS:001831838100001
"Dixit, A; Nahar, A; Das, D",FedBio-AD: Federated learning enabled digital biomarker framework for early Alzheimer's disease detection,2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.132965,Article,,WOS:001789577100001
"Papachristodoulou, A; Kyrkou, C; Timotheou, S; Theocharides, T",ChACo: Channel-Wise Adaptive Competitive Layer-Wise Learning,2026,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,0,10.1109/TNNLS.2026.3715154,Article; Early Access,,WOS:001837853700001
"Gao, JY; Zhang, X",BSPP: a dual-branch dual-mode spatial pyramid pooling module for industrial defect detection,2026,MEASUREMENT SCIENCE AND TECHNOLOGY,0,10.1088/1361-6501/ae8f63,Article,,WOS:001864326900001
"Zhang, YZ; Zhang, SY; Dinavahi, V",Physics-informed machine learning modeling and inferencer-in-the-loop based real-time digital-twin emulation for a Maglev transportation system,2026,MEASUREMENT,0,10.1016/j.measurement.2026.122319,Article,,WOS:001811413100001
"Dai, YQ; Zhang, H; Wang, JY; Liao, JX",MoCS: Modular configuration synthesis via large language models and graph neural network-augmented recommendation,2026,COMPUTER COMMUNICATIONS,0,10.1016/j.comcom.2026.108428,Article,,WOS:001669670600001
"Singh, S; Kanhaiya, K; Magadum, P; Patel, R; Kushwaha, AS",Enabling Seamless Integration of ML-Based Network Functions Into the Network Dataplane,2026,IEEE NETWORKING LETTERS,0,10.1109/LNET.2025.3649955,Article,,WOS:001716059600017
"Tang, J; Li, DP; Zhang, ZY; Zeng, ZG",NG-SNN: A neurogenesis-inspired dynamic adaptive framework for efficient spike classification,2026,NEURAL NETWORKS,4,10.1016/j.neunet.2026.108656,Article,,WOS:001690335200001
"Liao, CR; Chen, ZY",A unified RepVGG model factory with plug-in SE attention and GeM pooling for fine-grained agricultural classification,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-51099-5,Article,,WOS:001815153200010
"Meena, M; Punjabi, Y; Abhishek, A; Sharma, V; Chandran, M",Self-Adaptive Graph Mixture of Models,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 29",0,,Proceedings Paper,,WOS:001769350800033
"Lin, ZJ; Fan, YW; Chen, YJ; Liang, LY; Meng, YS; Wang, JF; Yang, C",LwAMP-Net: A Lightweight Network-Based AMP Detector on FPGA for Massive MIMO,2026,ELECTRONICS,0,10.3390/electronics15071494,Article,,WOS:001738616000001
"Morshedzadeh, M; Hajimohammadali, R; Jahanian, A",Defending CNNs Against Power Side-channel Attacks: A Residue Number System Solution,2026,ISECURE-ISC INTERNATIONAL JOURNAL OF INFORMATION SECURITY,0,10.22042/isecure.2026.248359,Article; Proceedings Paper,,WOS:001845251100008
"Chen, LJ; Ying, JHK; He, SC; Chen, XZ",Multi-causal event extraction with domain-aware modular architecture for economic and strategic decision support,2026,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,1,10.1016/j.engappai.2026.115395,Article,,WOS:001801409400001
"Esposito, GB; Cesarini, D; Bartolini, A",Context-Aware Diffusion for Telemetry Time Series with Permutation-Stable Feature Modeling (Student Abstract),2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 48",0,,Proceedings Paper,,WOS:001769952500103
"Fan, MJ; Xiao, KY; Sun, L; Xu, Y; Zhang, S","Mineral Prospectivity Mapping Based on a Lightweight Two-Dimensional Fully Convolutional Neural Network: A Case Study of the Gold Deposits in the Xiong'ershan Area, Henan Province, China",2026,MINERALS,0,10.3390/min16050450,Article,,WOS:001775032900001
"Ramzan, Q; Lone, SA; Alghamdi, S; Alharbi, R",Unveiling the Qasi plus Lone distribution: A breakthrough in artificial intelligence driven modeling of turbofan engine prognostics,2026,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,0,10.1016/j.engappai.2026.115382,Article,,WOS:001809979600001
"Al-Sultany, GA; Alash, HM; Kumar, R; Mbasso, WF; Gowrishankar, J; Parhi, M; Mayan, JA; Kumar, R; Kumar, P",Enhanced community detection in social networks via topic-sentiment integration and content-enriched Leiden clustering,2026,KNOWLEDGE AND INFORMATION SYSTEMS,0,10.1007/s10115-026-02860-9,Article,,WOS:001855028000004
"Maray, M",Hybrid deep learning techniques for adaptive routing and congestion control in urban VANET for wireless mobile networking,2026,SCIENTIFIC REPORTS,1,10.1038/s41598-025-33193-2,Article,,WOS:001773844000006
"Khankalantary, S; Eskandari, MR",Dual-stage parameter-efficient tuning for in-field plant disease few-shot classification,2026,COMPUTERS AND ELECTRONICS IN AGRICULTURE,0,10.1016/j.compag.2026.111691,Article,,WOS:001750792100001
"Hung, MN; Xuan, LO; Huy, TB; Duy, TT; Sy, DL; Thi, DH","A comprehensive framework for real-time sensor fault detection, isolation, and inference in turbojet engines using autoencoder",2026,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART G-JOURNAL OF AEROSPACE ENGINEERING,0,10.1177/09544100261437257,Article,,WOS:001721457900001
"Wang, R; Sun, K",DSPy-based neural-symbolic pipeline to enhance spatial reasoning in LLMs,2026,NEURAL NETWORKS,3,10.1016/j.neunet.2025.108022,Article,,WOS:001571874200004
"Zhao, CB; Chen, SL; Ogawa, Y; Sekimoto, Y",Reducing Annotation Effort: An Innovative Weakly Supervised System for Nationwide Building Extraction Leveraging Open-Source Data,2026,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,0,10.1109/JSTARS.2026.3697411,Article,,WOS:001801796100019
"Bernardo, RC; Grandón, D; Said, JL; Cárdenas, VH; Belinario, GC; Reyes, R",Cosmo-learn: code for learning cosmology using different methods and mock data,2026,EUROPEAN PHYSICAL JOURNAL C,0,10.1140/epjc/s10052-026-15981-w,Article,,WOS:001815554200004
"Ma, ZY; Yang, GR; Chen, WX; Gao, ZF; Du, YX; Li, XQ; Zheng, ZS; Zhu, HN; Zhuo, JH; Song, ZS; Xu, RY; Wang, T; Yang, YF; Zhu, YQ; Niu, ZK; Xue, LM; Ma, YH; Yuan, RB; Zhang, SL; Yu, K; Chng, ES; Chen, X","SLAM-LLM: A Modular, Open-Source Multimodal Large Language Model Framework and Best Practice for Speech, Language, Audio and Music Processing",2026,IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,1,10.1109/JSTSP.2026.3653157,Article,,WOS:001703987000004
"Evangeline, B; Moorthy, AD; Kuppa, KS",CPR-SAT: A context-aware pictogram recommendation system - a speech assistive technology,2026,SOFTWAREX,0,10.1016/j.softx.2026.102635,Article,,WOS:001743969700001
"Liu, K; Balachandar, S; Li, HC",Modular operator superposition (MOS): A physics-guided machine learning framework for addressing the curse of dimensionality and multiscale challenges in computational fluid dynamics,2026,JOURNAL OF COMPUTATIONAL PHYSICS,2,10.1016/j.jcp.2025.114435,Article,,WOS:001598098500001
"Leadholm, N; Clay, V; Knudstrup, S; Lee, H; Hawkins, J","Thousand-Brains Systems: Sensorimotor Intelligence for Rapid, Robust Learning and Inference",2026,NEURAL COMPUTATION,1,10.1162/NECO.a.1508,Article,,WOS:001772974800004
"Xu, ZY; Chen, XH; Liu, CJ; Ma, Q; Yang, XY",Forecasting of flash flood disasters in small and medium catchments using an improved SVSMR plus LSTM model,2026,ENGINEERING APPLICATIONS OF COMPUTATIONAL FLUID MECHANICS,0,10.1080/19942060.2026.2678105,Article,,WOS:001778960500001
"Gao, AD; Lin, JH",ConstellationNet: Reinventing Clustering Through GNNs,2026,MACHINE LEARNING,0,10.1007/s10994-026-07025-x,Article,,WOS:001730432100003
"Park, B; Koh, M; Kong, H; Lee, SW",Compositional meta-learning for mitigating task heterogeneity in physics-informed neural networks,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.113797,Article,,WOS:001763232500001
"Smith, MAY; Bernauer, OM; Melone, G; Graham, B; Wiessing, J; Salas, R; Hemberger, J; Bhattacharyya, A; Tang, ATS; Rojas, E; San Miguel, J; Spiesman, BJ; Gratton, C; Crall, JD",AutoPollS: A tool for automated monitoring of pollinators using deep learning,2026,METHODS IN ECOLOGY AND EVOLUTION,3,10.1111/2041-210x.70304,Article,,WOS:001754432700001
"Lin, HY; Chen, L",Application of CW-RNN model in network attack detection and its promotion to the governance of international law,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-56196-z,Article,,WOS:001850644300005
"Katsoulakos, P; Follmann, M; Dräger, F; Diewald, AR; Lücken, V",OBB Object Detection From LiDAR Birds-Eye-View (BEV): A YOLOv8 Approach on KITTI Data,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3710325,Article,,WOS:001841541500003
"Fu, X; Wang, HP; Peng, WS; Chen, YG; Dong, LZ; Li, SY; Ge, XY; Wang, SS; Cheng, XG; Xie, LH; Huang, W","Chem-SDI: Segmentation, detection, and inference model for AI robotic chemists in automated liquid-liquid extraction workflow",2026,MICROCHEMICAL JOURNAL,0,10.1016/j.microc.2026.118844,Article,,WOS:001813407600001
"Fang, YL; Li, Y; Zhang, YJ; Wang, ZQ; Liu, DM; Zhang, SY; Zhou, NL; Zhao, SK; Zhao, J; Zhu, YH",AMM: An Aerial Modular Manipulator Based on Standardized Modules,2026,"INTELLIGENT ROBOTICS AND APPLICATIONS, ICIRA 2025, PT III",0,10.1007/978-981-95-2101-2_16,Proceedings Paper,,WOS:001658784300016
"Baek, E; Dai, JY; Hasan, HMQ; Kim, Y; Gupta, A; Babiker, HKB; Kim, MY; Goebel, R",Hybrid Legal Reasoning Approaches for COLIEE 2025,2026,REVIEW OF SOCIONETWORK STRATEGIES,0,10.1007/s12626-026-00208-x,Article,,WOS:001727425700001
"Mohamed, HG; Khan, MN; Naseer, F; Tahir, M; Jamil, M",Transformer-based human-motion forecasting coupled with safe reinforcement learning for telepresence robot co-navigation,2026,FRONTIERS IN NEUROROBOTICS,1,10.3389/fnbot.2025.1697518,Article,,WOS:001690708700001
"Benevenuti, F; Maffazioli, U; Ely, AF; Marañon, E; Beck, ACS; Azambuja, JR; Kastensmidt, FL",Fault-Tolerance in FINN-Based CNN Accelerator for In-Orbit Land Cover Classification,2026,"2026 IEEE 27TH LATIN AMERICAN TEST SYMPOSIUM, LATS",0,10.1109/LATS70329.2026.11480403,Proceedings Paper,,WOS:001828154100037
"Liu, SJ; He, YT; Wu, JB; Du, XZ; Wu, HW",Quantum-enhanced forecasting and scheduling in integrated energy systems: hierarchical framework and application guide,2026,QUANTUM MACHINE INTELLIGENCE,0,10.1007/s42484-026-00437-x,Review,,WOS:001869309000003
"Wu, Q; Liu, YB; Yang, F; Huang, WH; Zhu, XL; Liu, J",Decoupling topological and molecular features for interpretable biomolecular interaction prediction,2026,BRIEFINGS IN BIOINFORMATICS,0,10.1093/bib/bbag471,Article,,WOS:001867155200001
"Lao, JK; Zhou, SY; Zhao, ZH; Cao, GQ; Jiang, ZH; Wang, XW; Wang, C; Ding, XM",A novel stepwise generative-discriminative reasoning framework for metasurface inverse design,2026,OPTICS AND LASER TECHNOLOGY,1,10.1016/j.optlastec.2025.114646,Article,,WOS:001662859900003
"Salah, A; Yevick, D","Tracing the Path to Grokking: Dropout, Embeddings, and Network Activation",2026,NEURAL PROCESSING LETTERS,1,10.1007/s11063-026-11843-4,Article,,WOS:001762710700001
