Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID
Jang H.; Kim J.; Cho I.-S.; Shin M.; Gyu Ryu J.; Jung S.,Proactive handover optimization via multi-agent deep reinforcement learning in integrated LEO satellite–terrestrial networks for high-mobility terminals,2026,ETRI Journal,0,10.4218/etrij.2025-0240,Article,All Open Access; Gold Open Access,2-s2.0-105034674008
Shah C.; Tamine L.; Dewan M.,A Design Science Framework for Human-Agent Teams in Information Retrieval,2026,ICTIR 2026 - Proceedings of the 2026 International ACM SIGIR Conference on Innovative Concepts and Theories in Information Retrieval,0,10.1145/3805713.3820408,Conference paper,All Open Access; Gold Open Access,2-s2.0-105049161715
Du G.; Xu J.; Lin H.; Xie Y.,GASN: a graph attention and self-attention network for blockchain service reliability prediction,2026,Journal of Cloud Computing,0,10.1186/s13677-026-00871-z,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035793387
Wang Y.; Yin J.; Guo B.,AI-Powered English Teaching Model Integrating Multimodal Corpora And Deep Learning In The Context Of Digitalization,2026,Journal of Applied Science and Engineering,0,10.6180/jase.202610_33.049,Article,,2-s2.0-105046878862
Khan H.; Budhiraja I.; Srivastava A.; Chhetri Y.; Gupta S.K.; Aldhyani T.H.H.,Quantum-Driven Deep Reinforcement Learning for Energy-Efficient and Interference-Aware NOMA-Based D2D Groups Underlaying Cellular Networks in 6G,2026,IEEE Transactions on Consumer Electronics,4,10.1109/TCE.2026.3667948,Article,,2-s2.0-105031493957
Bo Z.; Hasan M.K.; Sundararajan E.A.; Islam S.; Zhang P.; Ahmed F.R.A.; Babiker N.B.M.,A new good point set stepwise shrinkage optimization in machine learning model for fog node performance prediction,2026,Scientific Reports,0,10.1038/s41598-026-41630-z,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105037876816
Li D.; Yang X.; Xue J.,Research on deep learning construction of energy user profiles considering environmental awareness,2026,Discover Computing,0,10.1007/s10791-026-10454-w,Article,All Open Access; Gold Open Access,2-s2.0-105047437600
Oriaifo A.P.; Bansal R.C.,Optimising microgrid power flow: Performance benchmarking of sparse matrix solvers against Fed-G-MARL,2026,"Sustainable Energy, Grids and Networks",0,10.1016/j.segan.2026.102416,Article,,2-s2.0-105046004222
Li Y.; Wang Z.; Lian X.; Lyu G.; Ye Z.,CPDTeam: A KG-RAG-CoT dual-driven and deep reinforcement learning-augmented multi-agent framework for intelligent collaborative product development,2026,Journal of Manufacturing Systems,3,10.1016/j.jmsy.2026.03.017,Article,,2-s2.0-105034473925
Zhang S.; DU X.,GNN enhanced reinforcement learning for robot navigation in complex topological networks,2026,Scientific Reports,0,10.1038/s41598-026-51938-5,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105045231309
Tightiz L.; Nguyen H.N.; Dang L.M.; Padmanaban S.; Yang H.,Energy-efficient quantum-spiking multi-agent reinforcement learning for adaptive energy management in microgrid networks,2026,International Journal of Electrical Power and Energy Systems,0,10.1016/j.ijepes.2026.112020,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105042652319
Jing H.; Zhong Y.; Zhang Z.; Song D.,Physics-informed multi-agent reinforcement learning with multi-scale graph perception for multi-robot coordination,2027,Expert Systems with Applications,0,10.1016/j.eswa.2026.133930,Review,,2-s2.0-105046621151
Wang Q.; Li J.; Xu Y.,INCdeep-LLM: Deep reinforcement learning for network coding with large language model-generated reward functions,2026,Computer Networks,0,10.1016/j.comnet.2026.112390,Article,,2-s2.0-105039697241
Fan S.; Xu J.; Li F.; Zhang Y.,Multi-agent deep reinforcement learning for joint user scheduling and power allocation in the GEO-LEO co-existing satellite system,2026,Acta Astronautica,0,10.1016/j.actaastro.2026.07.014,Article,,2-s2.0-105045440958
Jiang S.; Zheng Y.; Pan K.; Ma L.,Artificial Intelligence in Coronary Computed Tomography Angiography: A Bibliometric Analysis of Trends and Themes,2026,Clinical Cardiology,0,10.1002/clc.70447,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105048058021
Cheng B.; Sun S.; Li S.; Zhang Y.; Li Y.; Zhang Y.,An edge-cloud collaborative fault diagnosis method for high-resistivity faults in low-voltage distribution networks considering metering uncertainties,2026,Scientific Reports,0,10.1038/s41598-026-49676-9,Article,All Open Access; Gold Open Access,2-s2.0-105042390759
Syed K.H.; Poghosyan R.; Shi H.; Ma R.; Luo Y.; Bassam E.; Zhou Z.; Qu Z.; Guan H.,DecentFL: A Decentralized Federated Learning System With Multiple Aggregators and Evaluators,2026,IEEE Internet of Things Journal,0,10.1109/JIOT.2026.3710438,Article,,2-s2.0-105044193656
Li J.; Xu S.; Hu Z.; Hu X.,Digital twin-enhanced UAV cooperation computing offloading for post-disaster emergency communication,2026,Physical Communication,0,10.1016/j.phycom.2026.103213,Article,,2-s2.0-105042332857
Wang Y.; Yu P.; Fang H.; Tan C.; Liu X.; Li W.; Qu Z.,Knowledge Graph Neural Network Enabled Personalized and Efficient Content Caching for Large-Scale Social Networks,2026,IEEE Transactions on Computational Social Systems,1,10.1109/TCSS.2026.3697270,Article,,2-s2.0-105041293550
Cao X.; Yang Y.; Li S.; Katsikis V.N.,A novel stock investment strategy based on distributed k-WTA dynamic neural network,2026,Neural Networks,2,10.1016/j.neunet.2026.108866,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105034626379
Wang C.; Huang W.; Lee C.S.; Yang X.; Qiu Z.; Tang Y.,Deep Reinforcement Learning Guided by Game-Theoretic Structure for Multi-Agent Resource Allocation and Scheduling,2026,"Proceedings of 2026 International Conference on Generative Artificial Intelligence and Education, GAIE 2026",5,10.1145/3813808.3813813,Conference paper,All Open Access; Gold Open Access,2-s2.0-105042663332
Zhang X.; Li M.; Guo S.; Gu F.; Zhou P.; Zhang W.,HierTFL: Hierarchical Scheduling for Industrial TSN-Enhanced Federated Learning System,2026,IEEE Transactions on Mobile Computing,1,10.1109/TMC.2025.3647455,Article,,2-s2.0-105025762125
,"Proceedings of 2026 International Conference on Generative Artificial Intelligence and Education, GAIE 2026",2026,"Proceedings of 2026 International Conference on Generative Artificial Intelligence and Education, GAIE 2026",0,,Conference review,,2-s2.0-105042665514
Saidi R.; Moulahi T.; Zidi S.; Mahfoudhi S.,A privacy-aware federated learning framework for collaborative healthcare IoT security,2026,Machine Learning with Applications,0,10.1016/j.mlwa.2026.100944,Article,All Open Access; Gold Open Access,2-s2.0-105043512917
Tang J.; Li Y.; Wang L.; Tang H.; Li X.; Liu J.; Guo S.,Swarm intelligence for social manufacturing: a federated PPO-Based multi-agent collaborative manufacturing method,2026,Swarm and Evolutionary Computation,0,10.1016/j.swevo.2026.102466,Article,,2-s2.0-105044699710
Lu D.; Fan L.; Wu S.; Li X.,Research on cross-border enterprise knowledge sharing mechanism based on federated graph neural network and differential privacy collaboration,2026,Discover Artificial Intelligence,1,10.1007/s44163-026-01254-8,Article,All Open Access; Gold Open Access,2-s2.0-105043515072
Wang L.,Optimizing the Collaborative Supply Scheduling of Renewable Energy in the Tourism Industry Chain Using Graph Neural Networks,2026,Engineering Reports,0,10.1002/eng2.70837,Article,All Open Access; Gold Open Access,2-s2.0-105040562213
Jia X.; Chong J.; Shen H.; Wang Y.; Yang Z.,Distributed Time Division Medium Access for Flying Ad-Hoc Network: A Multi-Agent Deep Reinforcement Learning Approach,2026,IEEE Transactions on Vehicular Technology,1,10.1109/TVT.2025.3643419,Article,,2-s2.0-105024657511
Ali T.; Draz U.; Razzak I.; Hijji M.; Yasin S.; Ayaz M.; Marei A.M.,Vision-driven collaborative path planning for autonomous multi-UAV swarms in maritime and coastal environments using deep reinforcement learning,2026,Robotics and Autonomous Systems,0,10.1016/j.robot.2026.105567,Article,,2-s2.0-105043125051
Zhu X.-Q.; Liu Z.-W.; Chi M.; Liu C.; Wu J.-K.,A Lagrangian-based multi-agent safe deep reinforcement learning for network-constrained decentralized P2P trading,2026,Electric Power Systems Research,0,10.1016/j.epsr.2026.113325,Article,All Open Access; Green Open Access,2-s2.0-105040525224
Subhedar S.; Parasar D.,A fully homomorphic encryption federated learning architecture for privacy preserving in industrial internet of things,2026,MethodsX,0,10.1016/j.mex.2026.103898,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035369467
Zhang Z.; Shen N.; Wang X.,Risk-sensitive joint inventory-maintenance strategy for bearing health management under prognostic uncertainty: an uncertainty-aware deep reinforcement learning approach,2026,Scientific Reports,0,10.1038/s41598-026-56065-9,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105048564223
Lin Y.; Chen M.; Zhang Y.; Li J.; Shu F.; Wang J.,"Lightweight Edge Caching in Blockchain-Empowered Vehicular Networks: Architecture, Solutions, and Challenges",2026,IEEE Network,0,10.1109/MNET.2025.3600416,Article,,2-s2.0-105015183415
Sun X.; Sun J.; Pang L.; Wang G.; Liu Z.; Liu X.; Yu J.,EPCF: An Equivariant Positional Propagation Enhanced Graph Neural Network for Collaborative Filtering,2026,Information (Switzerland),0,10.3390/info17070644,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105045838799
Wen S.; Qian W.; Su Y.; Cao X.; Chen T.; Gong W.; Lei X.,Dual-database Bibliometric Analysis Combined with Gephi-based Network Visualization of Artificial Intelligence Applications in the Identification and Diagnosis of Thyroid Space-occupying Lesions,2026,Current Medical Imaging,0,10.2174/0115734056466850260610101215,Article,,2-s2.0-105046185198
Dong X.; Zhang W.; Yang K.; Zhang L.; Zhang R.; Tang J.; Wang X.; Huang R.; Ji D.; Ye G.; Zhou X.,Cross-domain neural collaborative filtering for personalized herbal prescription recommendation,2026,Chinese Medicine (United Kingdom),3,10.1186/s13020-025-01294-9,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105028924498
Jenwithee T.; Meererksom T.; Limpanont Y.; Sripa B.; Laha T.; Suwannatrai A.T.,Automated real-time surveillance of Bithynia snails using a comparative YOLO based approach for liver fluke host detection,2026,Scientific Reports,1,10.1038/s41598-026-43387-x,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105038955151
Zhang R.; Wu Y.; Cao X.; Ma H.; Mu M.,Task Decomposition Method for a Multi-Agent Collaborative Decision-Making System in Coal Mines,2026,Mathematics,0,10.3390/math14152677,Article,All Open Access; Gold Open Access,2-s2.0-105047067565
Hou B.; Yang C.; Jia R.; Wu S.; Xu C.,Post-disaster recovery of infrastructure system with spatial zonation based on multi-agent deep reinforcement learning,2027,Reliability Engineering and System Safety,0,10.1016/j.ress.2026.113176,Article,,2-s2.0-105045390108
Zhong Z.; Mo L.,Construction of an industrial digital twin platform for multi-robot arm collaborative control; [多机械臂协同控制工业数字孪生平台构建研究],2026,Gongcheng Kexue Xuebao/Chinese Journal of Engineering,0,10.13374/j.issn2095-9389.2025.10.15.001,Article,,2-s2.0-105045355489
Feng C.; Huertas Celdrán A.; Han J.; Ren H.; Cheng X.; Zeng Z.; Krauter L.; Bovet G.; Stiller B.,A crowdsensing intrusion detection dataset for decentralized federated learning models,2026,Scientific Data ,1,10.1038/s41597-026-07155-w,Data paper,All Open Access; Gold Open Access,2-s2.0-105040583261
Yi M.; Wang X.; Liu J.; Zhang Y.; Hou R.; Quek T.Q.S.,SAGIN-Assisted Data Collection for Information Freshness in IoRT Networks,2026,IEEE Transactions on Vehicular Technology,0,10.1109/TVT.2026.3657452,Article,,2-s2.0-105028582598
Shao C.; Cai A.; Chen L.; Liao Y.; Qiu Z.; Chen P.; Chen Y.; Ruan X.; Zou Q.; Zheng H.,Expert Recommendation for Interdisciplinary Project Evaluation Based on Multi-Agent Collaboration and Dynamic Knowledge Graphs,2026,Applied Sciences (Switzerland),0,10.3390/app16147262,Article,All Open Access; Gold Open Access,2-s2.0-105045929667
Liu X.; Li S.; An R.; Wang Z.; Xian Y.; Bai X.,Topological feature learning for cross-view multi-target track-to-track association in UAV-based observation,2027,Pattern Recognition,0,10.1016/j.patcog.2026.114650,Article,,2-s2.0-105048473115
Zeng D.; Gao A.; Xu Z.,Intelligent Tunnel Fire Source Characteristic Inversion Technology Based on Large Language Model Multi-Agent Collaboration,2026,Fire,0,10.3390/fire9060233,Article,All Open Access; Gold Open Access,2-s2.0-105042720340
Deng L.; Xiao M.,Bridging Datasets and Hyperparameters: GCN-Based Link Prediction for Recommendation,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,1,10.1109/TPAMI.2026.3675022,Article,,2-s2.0-105033372139
Anh Tuan N.; Jim Soe Moe S.; Khan A.N.; Kim D.H.,Design and implementation of DFL framework based on EdgeX platform in digital twin network,2026,Future Generation Computer Systems,1,10.1016/j.future.2026.108496,Article,,2-s2.0-105034734779
Al Nuaim A.; Qayyum J.,A hierarchical neuromorphic multi agent framework for energy aware and secure 6G resource optimization using Neuro6G agent,2026,Scientific Reports,0,10.1038/s41598-026-54349-8,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041295868
Li S.,Financial asset price prediction and quantitative trading strategy optimization based on deep reinforcement learning,2026,Discover Computing,0,10.1007/s10791-026-10174-1,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040577613
Yang Q.; Yang Y.,Evolution of cooperation in heterogeneous populations with graph attention network,2026,Applied Mathematical Modelling,1,10.1016/j.apm.2026.116964,Article,,2-s2.0-105036249472
Yu Z.; Vermillion C.,Multi-agent reinforcement learning for energy-efficient heterogeneous platooning,2026,Expert Systems with Applications,0,10.1016/j.eswa.2026.132905,Article,,2-s2.0-105040609534
Massaoudi A.; Aydi W.,Joint 3D Trajectory and Power Optimization for UAV Swarms in Cell-Free Massive MIMO Networks: A CTDE-MAPPO Framework for Sensing-Aware Precision Agriculture,2026,Drones,0,10.3390/drones10080576,Article,All Open Access; Gold Open Access,2-s2.0-105048333117
Guo H.; Zhang C.; Wang X.; Fei J.; Li J.; Du Y.; Cao J.,Efficient distributed training and inference based on data and feature map parallelism via leveraging edge clusters,2026,Cluster Computing,0,10.1007/s10586-026-06343-y,Article,,2-s2.0-105045502076
Mahmud M.T.; Wang K.; Louri A.,Learning-Assisted Adaptive Hybrid Interconnection Design for Chiplet-Based Heterogeneous Systems,2026,GLSVLSI 2026 - Proceedings of the Great Lakes Symposium on VLSI 2026,0,10.1145/3787109.3815286,Conference paper,All Open Access; Gold Open Access,2-s2.0-105045125200
Bouzoubia R.; Zaidi S.; Khamer L.; Ogab M.; Calafate C.T.,A Cooperative Multi-Agent QTRAN Framework for Artificial Intelligence-Driven Cognitive V2X in the Internet of Vehicles,2026,Applied Sciences (Switzerland),0,10.3390/app16126188,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105043052874
Liu Y.; Abulawi Z.; Garimidi A.; Lim D.,Automating data-driven modeling and analysis for engineering applications using large language model agents,2026,Knowledge-Based Systems,0,10.1016/j.knosys.2026.115989,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105036339273
Yuan R.; Jiang Y.; Si L.; Cui C.; Liu J.; Li J.,A novel joint optimization method for multi-robot task allocation and path planning based on hierarchical deep reinforcement learning; [基于分层深度强化学习的多机器人任务分配和路径规划联合优化研究],2026,Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice,0,10.12011/SETP2025-1339,Article,,2-s2.0-105044079646
Yang Z.; Wang X.; Li Y.; Liu Z.; Li R.; Yue W.,Unveiling cooperative dynamics in scale-free networks through adaptive deep Q-networks,2026,"Chaos, Solitons and Fractals",2,10.1016/j.chaos.2026.118149,Article,,2-s2.0-105030925085
Hong S.; Chen R.,GraphTD3: Incentivizing Collaborative Crowdsourcing via Deep Reinforcement Learning with Group-Aware Embeddings,2026,IEEE Transactions on Consumer Electronics,0,10.1109/TCE.2026.3671799,Article,,2-s2.0-105032809299
Du Y.; Shen W.; Liu C.; Wang S.; Wang J.; Ke J.,A multi-agent deep reinforcement learning framework for coordinated urban traffic signal and parking lot exit control,2026,Transportation Research Part C: Emerging Technologies,0,10.1016/j.trc.2026.105856,Article,,2-s2.0-105044606623
Fernandes C.R.; Ventura J.O.; Silva D.J.,A comprehensive review of statistical learning in lymphedema research and future perspectives,2026,Intelligence-Based Medicine,0,10.1016/j.ibmed.2026.100373,Review,All Open Access; Gold Open Access,2-s2.0-105033381495
Li M.,A dynamic recommendation strategy for Chinese language teaching resources driven by reinforcement learning,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01981-y,Article,All Open Access; Gold Open Access,2-s2.0-105047652368
Shaghluf N.; Gulliver T.A.,Multi-agent deep reinforcement learning-based resource allocation for cognitive D2D communications underlaying cellular networks,2026,Wireless Networks,0,10.1007/s11276-026-04176-6,Article,,2-s2.0-105042510496
Zhang S.; Liang J.; Zhou Z.; Ye S.; Wang Y.; Tan D.M.S.; Chiun J.; Cao Y.; Sartoretti G.,ORION: Option-Regularized Deep Reinforcement Learning for Cooperative Multi-Agent Online Navigation,2026,IEEE Robotics and Automation Letters,0,10.1109/LRA.2026.3699158,Article,,2-s2.0-105041030787
Long L.; Zhang C.; Ma C.; Wang H.; Ji L.; Gao F.; Zhang J.; Qiu K.,Algorithmic trading by reinforcement learning in a collaborative manner,2026,Applied Soft Computing,0,10.1016/j.asoc.2026.115168,Article,,2-s2.0-105034617493
Bera S.; Pindoriya N.M.,A Deep Reinforcement Learning-Based Grid Management Framework for PV-Rich Smart Distribution Systems,2026,IEEE Transactions on Industrial Informatics,0,10.1109/TII.2026.3674845,Article,,2-s2.0-105038759383
Pang H.; He Z.; Du J.; Liang N.; ZhenWang X.; Li G.,Multi-agent dueling double deep Q-network-based path planning for autonomous mobile robot in complex warehouse environment,2026,Engineering Applications of Artificial Intelligence,1,10.1016/j.engappai.2026.114715,Article,,2-s2.0-105035027725
Wang X.; Qiu Y.; Sun Z.; Xu M.; Liu P.; Guo L.,Beyond individual diagnosis: a graph learning framework with bidirectional distillation for group cognitive diagnosis,2026,Knowledge and Information Systems,0,10.1007/s10115-026-02816-z,Article,,2-s2.0-105043838439
Chang K.-H.; Chen T.-L.; Yu L.-H.; Chang T.-Y.,Simulation-based dynamic optimization for ambulance dispatch and casualty distribution in mass casualty incident,2026,Computers and Operations Research,0,10.1016/j.cor.2026.107559,Article,,2-s2.0-105041910640
Michel C.; Nguyen N.K.; Semail E.; Riou J.-C.,Hybrid Neural Current Controllers for Decentralized and Highly Nonsinusoidal Multiphase Drives in Healthy and Faulty Modes,2026,IEEE Journal of Emerging and Selected Topics in Power Electronics,0,10.1109/JESTPE.2026.3687065,Article,,2-s2.0-105037170021
Wang M.; Guo H.; Liu C.; Shabaz M.; Aldawsari H.; Qiao S.,A Hierarchical and Entropy-Adaptive Reinforcement Learning Framework for Multi-Task Offloading in Vehicular Ad Hoc Networks,2026,Transactions on Emerging Telecommunications Technologies,0,10.1002/ett.70454,Article,,2-s2.0-105039873644
Sun C.; Li J.; Zhang Z.; Xi F.; Wang X.,Optimizing the Dynamic Administration Regimen of Prophylactic Enoxaparin in Critically Ill Patients Using Reinforcement Learning,2026,IEEE Journal of Biomedical and Health Informatics,1,10.1109/JBHI.2025.3607685,Article,,2-s2.0-105015810680
Lv S.; Pang T.,Innovation and entrepreneurship platform design based on docker container and improved blockchain technology,2026,Discover Artificial Intelligence,2,10.1007/s44163-025-00791-y,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105029876810
Sharma V.; Sukhroop P.; Rani R.; Kumar S.,Dynamic Routing in Mobile Ad-Hoc Networks using AI-Powered Optical Waveguides,2026,Journal of Optical Communications,9,10.1515/joc-2025-0074,Article,,2-s2.0-105001839399
Wang J.; Sun Y.; Wang J.; Gao J.; Wang S.; Yin B.; Guo J.,ComGRL: Comprehensive Graph Representation Learning From Local to Global Bridged by Mixup,2026,IEEE Transactions on Computational Social Systems,3,10.1109/TCSS.2026.3665450,Article,,2-s2.0-105031968564
Yin Z.; Zhang X.; Luo W.; Ruan S.,Scalable Power Dispatch Automation Methods Based on Artificial Intelligence in Distributed Energy Systems,2026,Distributed Generation and Alternative Energy Journal,0,10.13052/dgaej2156-3306.41310,Article,All Open Access; Bronze Open Access,2-s2.0-105041098602
Bose R.; Sutradhar S.; Roy S.; Khan A.A.; Ayub M.S.; Koo I.,BlockTransit-AI: a decentralized artificial intelligence framework for adaptive energy-efficient public transportation in Indian metropolitan cities during geopolitical fuel crises,2026,Energy Conversion and Management: X,1,10.1016/j.ecmx.2026.102015,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041153156
Zhang Y.; Zhao W.; Hu C.,PSCD : A privacy-preserving framework for structural constraint mitigation in deep neural networks on encrypted distributed datasets,2026,Future Generation Computer Systems,0,10.1016/j.future.2026.108390,Article,,2-s2.0-105030045152
Rana M.; Vinutha T.P.; Mahato M.; Shukla S.M.; Khairnar M.S.; Mane M.,Adaptive Decision Intelligence through Retrieval-Augmented Multi-Agent Large Language Models,2026,Journal of Intelligent Decision Making and Information Science,0,10.59543/jidmis.v3.2250,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105048300688
Khayambashi K.; Hasnat M.A.; Alemazkoor N.,A graph neural network-based multi-agent reinforcement learning model for efficient power distribution system recovery after hurricanes,2026,Reliability Engineering and System Safety,0,10.1016/j.ress.2026.112913,Article,,2-s2.0-105040523158
Liu Y.; Feng X.; Yu H.,A Multi-Agent Continual reinforcement learning framework with multi-Timescale replay and dynamic task classification,2026,Neural Networks,0,10.1016/j.neunet.2026.108752,Article,,2-s2.0-105034343128
Anuradha T.; Indumathi M.; Ramesh V.; Ayyavoo M.; Srithar S.; Rani N.S.,A Multi-objective Optimized Fog-Coordinated Federated Edge AI Framework for IoT Analytics,2026,SN Computer Science,0,10.1007/s42979-026-05078-2,Article,,2-s2.0-105041889415
Xie L.; Du P.; Li B.; Gong X.,Semi-supervised Model Based on Decentralized Federated Learning under Distributed Network Environment,2026,KSII Transactions on Internet and Information Systems,0,10.3837/tiis.2026.07.019,Article,All Open Access; Gold Open Access,2-s2.0-105046575039
Li Z.; Ge W.; Sun Y.; Wei L.; Yin J.; Zheng M.,A Multi-Agent slotted cooperative MAC protocol with channel-Energy awareness for underwater sensor networks,2026,Ocean Engineering,1,10.1016/j.oceaneng.2026.124985,Article,,2-s2.0-105035234314
Wang Y.; Yan Y.; Yang C.; Yang T.; She Z.; Feng H.,Decentralized federated learning based on committees and blockchain,2026,Journal of Parallel and Distributed Computing,0,10.1016/j.jpdc.2026.105312,Article,All Open Access; Green Open Access,2-s2.0-105044270348
Shafaie B.; Kuchaki Rafsanjani M.; Gupta B.B.,Dual convolutional neural networks deep learning for proactive caching to enhance the performance of fog/edge computing networks,2026,Internet of Things (The Netherlands),0,10.1016/j.iot.2026.101987,Article,,2-s2.0-105041521966
Wang Y.; Lei Y.; Liu Q.,AgentHOI: Towards Multi-Agent Collaborative Human-Object Interaction Detection,2026,IEEE Internet of Things Journal,0,10.1109/JIOT.2026.3685409,Article,,2-s2.0-105036823740
Marie H.S.; Draz M.M.; Said W.; Elbaz M.,Bald Uakari Algorithm: a novel nature-inspired metaheuristic for missing pixel imputation in medical images,2026,Cluster Computing,0,10.1007/s10586-026-06180-z,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105041987598
Liu B.; Xu G.; Wang C.; Zhang R.; Liu Z.; Xu G.,Cross-Trust Domain Collaborative Federated Learning for IoV via Multi-Group Fully Homomorphic Encryption,2026,Electronics (Switzerland),0,10.3390/electronics15142979,Article,All Open Access; Gold Open Access,2-s2.0-105045850991
Fan B.; Luo K.; Wang P.; Moghimi M.M.; Hafez M.,Cloud–edge collaborative AI for symmetry and asymmetry in human motion understanding and collaboration,2026,Journal of Cloud Computing,2,10.1186/s13677-025-00810-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105036546203
Qi J.; Lei L.; Jonsson T.; Niyato D.,Safe and Sustainable Electric Bus Charging Scheduling With Constrained Hierarchical DRL,2026,IEEE Transactions on Vehicular Technology,1,10.1109/TVT.2025.3638259,Article,,2-s2.0-105023157030
Liu X.; Liu X.; Lin Y.; Zheng D.; Chen Y.,Collaborative denoising of multi-point vibration signals using a physics-guided graph neural network,2026,Mechanical Systems and Signal Processing,0,10.1016/j.ymssp.2026.114796,Article,,2-s2.0-105046201590
Saidi F.; Hazem Z.B.; Guler N.,HEAP-Guard: A hybrid energy-aware phishing detection framework based on risk and stability-aware reinforcement learning for IoT green clouds,2026,Cluster Computing,0,10.1007/s10586-026-06221-7,Article,,2-s2.0-105043552682
Alphonse S.; Venkatesan R.; Gunasekaran H.; Swaminathan D.K.; Ramalakshmi K.,Federated Graph-Transformer Network for Coronary Artery Disease Severity Grading from X-Ray Coronary Angiography,2026,Machine Learning and Knowledge Extraction,0,10.3390/make8070187,Article,All Open Access; Gold Open Access,2-s2.0-105045781483
Voinea Cioacan A.; Hamrioui S.; Ciocan A.,A federated and edge-compatible artificial intelligence framework for real-time clinical risk monitoring,2026,Journal of Ambient Intelligence and Humanized Computing,0,10.1007/s12652-026-05100-8,Article,,2-s2.0-105040988681
Kaur A.; Guleria K.,FedLeaf: A Collaborative Federated Learning based Model for Rice Leaf Disease Detection,2026,"International Journal of Mathematical, Engineering and Management Sciences",0,10.33889/IJMEMS.2026.11.4.074,Article,All Open Access; Gold Open Access,2-s2.0-105046586173
Fernández-Vigo J.I.; Valverde-Megías A.; Burgos-Blasco B.; de Moura Ramos J.J.; Ly-Yang F.,"Utility of artificial intelligence for the diagnosis, prognosis, and management of central serous chorioretinopathy: a narrative review",2026,International Journal of Retina and Vitreous,0,10.1186/s40942-026-00867-6,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046123730
Lv J.; Liu K.,Lightweight Attention-Guided Intrusion Detection and Bird Swarm Energy Optimization for Secure IIoT in 5G MEC,2026,Journal of Network and Systems Management,0,10.1007/s10922-026-10043-8,Article,,2-s2.0-105035475357
Jabbar S.; Habib M.A.; Raza U.; Farhan M.; Ahmed G.; Al-Abdullah M.,Federated learning-based intelligent cache management for AI-enabled vehicular edge computing: optimizing efficiency and privacy using reinforcement learning,2026,Cluster Computing,0,10.1007/s10586-025-05885-x,Article,,2-s2.0-105040793722
Hou X.; Liu Y.; Li Q.; Yang T.; Chen L.; Gao J.,SRAF: A structure-aware relation-guided model for fraud detection on heterogeneous graphs,2026,Applied Soft Computing,0,10.1016/j.asoc.2026.115108,Article,,2-s2.0-105034172490
Singhal K.; Uprety D.C.; Singh B.; Chaku S.; Bhatnagar A.; Kaur I.,Federated Deep Learning for Privacy-Preserving Cryptocurrency Fraud Detection Using Heterogeneous Financial Data,2026,Journal of Intelligent Decision Making and Information Science,0,10.59543/jidmis.v3.1790,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105047823245
Chen Y.; Wang S.,Optimization Control Method of Robot Arm Based on Multi-Agent Reinforcement Learning,2026,"Journal of Circuits, Systems and Computers",0,10.1142/S0218126626500210,Article,,2-s2.0-105025428665
Omotuyi O.; Kumar M.,Scalable decentralized controllers for cohesive navigation using graph reinforcement learning,2026,Robotics and Autonomous Systems,0,10.1016/j.robot.2026.105667,Article,,2-s2.0-105047311922
Li Z.; Zhang Y.; Zhao N.; Liu G.; Zheng R.,Pre-Trained RS-VGG19 Model for Remote Sensing Natural Scene Image Classification Using Spark Distributed Framework; [基于Spark分布式框架的预训练RS-VGG19模型用于遥感场景图像分类],2026,Journal of Shanghai Jiaotong University (Science),3,10.1007/s12204-025-2799-3,Article,,2-s2.0-86000261145
Liu Y.; Zhou L.; Du X.; He R.; Zhang X.; Shen R.; Li Y.,Benchmarking LLM-based agents for single-cell omics analysis,2026,Genome Biology,1,10.1186/s13059-026-03998-z,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035552102
