Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID
Lin C.; Zhang W.; Chen Y.; Yang L.; Jiang H.; Tian D.; Duan X.; Zhou J.; Cao D.,Multimodal 3D object detection for autonomous driving under vision-language supervision: a contrastive-learning perspective,2026,Science China Information Sciences,0,10.1007/s11432-025-4853-5,Article,,2-s2.0-105037456342
Dong Z.; Gong J.; Zhou Z.; Liang J.; Xiong J.,RANS-KAN-DRIA: KAN-based relation-aware meta-learning with diffusion regularization for few-shot knowledge graph completion,2026,Journal of Web Semantics,0,10.1016/j.websem.2026.100883,Article,All Open Access; Gold Open Access,2-s2.0-105041299144
Pan H.; Wu G.; Liu Y.; Han J.,Text-Centric multimodal sentiment analysis with asymmetric fine-tuning,2026,Pattern Recognition,3,10.1016/j.patcog.2025.112842,Article,,2-s2.0-105024532308
Zhu Y.; Liu G.,Dynamic Prompting Spatial Temporal Actor Transformer for Fine-Grained Skeleton-Based Action Recognition,2026,IEEE Transactions on Circuits and Systems for Video Technology,1,10.1109/TCSVT.2025.3650554,Article,,2-s2.0-105038587944
Wenhao X.; Xiaofeng T.; Yi J.,Launch dynamics of MAV multistage cylinder lateral ejection,2026,Aerospace Science and Technology,0,10.1016/j.ast.2026.112225,Article,,2-s2.0-105034389505
Gan Z.; Shan J.; Sun Z.,A Topology-Constrained Dual-Branch Wav2Vec 2.0 Model for Tibetan-Mandarin Mispronunciation Detection,2026,"Conference Proceedings - 2026 International Conference on Multi-Scale Artificial Intelligence: Drive Innovation Multi-Scale AI, MAI 2026",0,10.1109/MAI69289.2026.11543647,Conference paper,,2-s2.0-105042505337
Cheikh Tourad M.; Lachgar M.,"Multi-LLM Prototype: Open-source software for adaptive orchestration, conflict resolution, and cost-aware routing across heterogeneous large language models",2026,SoftwareX,0,10.1016/j.softx.2026.102782,Article,All Open Access; Gold Open Access,2-s2.0-105044412548
Zheng S.; Zhang S.; Huang Z.; Sun K.; Gong Y.; Wen J.; Liu E.,Calibrated Feature Fusion: Enhancing Few-Shot Industrial Anomaly Detection via Cross-Stage Representation Alignment,2026,Sensors,0,10.3390/s26072164,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035607114
Huang W.; Huang Q.; Yang J.; Bai X.; He T.; Hu H.,OPFEM: architectural design and implementation of a CAE software for finite element modeling and simulation; [OPFEM: 一款面向有限元建模仿真的CAE软件架构设计与实现],2026,Acta Mechanica Sinica/Lixue Xuebao,1,10.1007/s10409-025-25450-x,Article,,2-s2.0-105027727235
Zhang X.; Li S.; Liu Z.; Chen C.L.P.,A coarse-to-fine dynamic layer pruning framework for parameter-efficient fine-tuning,2026,Neurocomputing,0,10.1016/j.neucom.2026.134299,Article,,2-s2.0-105042721038
Ye J.; Khoo J.Y.,EmuPlat: A Framework-Agnostic Platform for Quantum Hardware Emulation with Validated Transpiler-to-Pulse Pipeline,2026,"Proceedings of Supercomputing Asia and International Conference on High Performance Computing in Asia Pacific Region, SCA/HPCAsia 2026",1,10.1145/3773656.3773674,Conference paper,All Open Access; Green Open Access,2-s2.0-105031774553
Liu H.; Zhang J.; Yu H.; Wei B.; Nie J.; Li S.; Zhou X.,PM-adapter: MoE based dynamic denoising fine-tuning for thermal infrared object detection,2026,Neurocomputing,1,10.1016/j.neucom.2025.131718,Article,,2-s2.0-105018860729
Chen C.; Wu X.; Xiao Y.; Yu P.; Wang Q.,DHS-ViG: Dynamic hierarchical selective graph for comprehensive and robust feature perception,2026,Neurocomputing,1,10.1016/j.neucom.2026.133274,Article,,2-s2.0-105032741619
Li S.; Ding Y.; Chen W.,Adapting Segment Anything Method for ISTD via Parameter-Efficient and Coarse-to-Fine Learning,2026,Applied Sciences (Switzerland),0,10.3390/app16094463,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105038384423
Gao X.; Wang J.; Yang D.,WSTC: Task-adaptive medical vision–language model with semantic tokens and dynamic alignment,2026,Neurocomputing,0,10.1016/j.neucom.2026.133008,Article,,2-s2.0-105030620161
Wei M.; Yan Y.; Wang D.,AceQuant: An Activation-Centric Framework for High-Fidelity Low-Bit Quantization of LLMs,2026,"IEEE Transactions on Audio, Speech and Language Processing",0,10.1109/TASLPRO.2026.3706023,Article,,2-s2.0-105042767288
Chen H.; Ren B.; Luo A.; Yan Y.; Meng K.; Zhang G.; Guo Y.; Wang Y.,A mechanically informed transfer learning method for cross-capacity state-of-charge estimation of lithium-ion batteries,2026,Journal of Energy Storage,0,10.1016/j.est.2026.124457,Article,,2-s2.0-105049045658
Liang Q.; Chen L.; Zheng Y.; Nong J.; Mo Z.; Zhong B.,UBATrack: Spatio-Temporal State Space Model for General Multi-Modal Tracking,2026,IEEE Transactions on Multimedia,1,10.1109/TMM.2026.3673538,Article,,2-s2.0-105032775621
Yu R.; Li J.; Liu H.; Wu M.; Lin L.; Yuan Q.; Zheng L.,Heterogeneous remote sensing change detection based on vision-language collaborative representation for flood disasters; [面向洪水灾害的视觉-文本协同表征的异质遥感变化检测方法],2026,Cehui Xuebao/Acta Geodaetica et Cartographica Sinica,0,10.11947/j.AGCS.2026.20250521,Article,,2-s2.0-105044988591
Yang J.; Li Y.; Xue D.; Zhu M.; Yang B.,Incremental learning for flow field reconstruction in variable-geometry nozzles,2026,Physics of Fluids,0,10.1063/5.0322261,Article,,2-s2.0-105036234492
Cao X.; Wu Y.; Whittaker M.L.,Autonomous elemental characterization enabled by a low cost robotic platform built upon a generalized software architecture,2026,Digital Discovery,0,10.1039/d5dd00263j,Article,All Open Access; Gold Open Access,2-s2.0-105029177775
Senthilkumar H.; Palanisamy T.B.; Jeyaraman J.; Chen C.-J.; Arumugam M.,Decoding PCOS pathogenesis: deleterious mutations in PEPD and ZNF572 uncovered by transcriptomics and molecular dynamics,2026,Network Modeling Analysis in Health Informatics and Bioinformatics,0,10.1007/s13721-026-00791-7,Article,,2-s2.0-105038099073
Duan J.; Qin S.; Wang Y.; Deng S.; Zhi J.,Optimal Design and Experimental Study of a High-Precision Space Capture Gripper; [空间高精度抓捕手爪优化设计与试验研究],2026,Beijing Youdian Daxue Xuebao/Journal of Beijing University of Posts and Telecommunications,0,10.13190/j.jbupt.2026-038,Article,,2-s2.0-105046010023
Chen G.; Tang H.; Wang W.; Xie D.,A temporal-enhanced Segment Anything Model for precise and robust shoreline segmentation,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.115480,Article,,2-s2.0-105043163006
Yang B.; Sun Y.; Huang Y.; Lin Y.; Wang J.; Guo Y.,FIRE-Grasp: Failure-Informed Regrasping With Multimodal Evidence,2026,IEEE Robotics and Automation Letters,0,10.1109/LRA.2026.3706934,Article,,2-s2.0-105043450091
Van Dreven J.; Cheddad A.; Alawadi S.; Ghazi A.N.; Al Koussa J.; Vanhoudt D.,A Learnable Cross-Modal Adapter for Industrial Fault Detection Using Pretrained Vision Models,2026,IEEE Transactions on Industrial Informatics,3,10.1109/TII.2026.3659264,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105030196076
Li T.; Mao X.; Yu Y.; Yao L.,SIT-KGED: Simply Inject Topology into LLM for Knowledge Graph Error Detection,2026,WWW 2026 - Proceedings of the ACM Web Conference 2026,0,10.1145/3774904.3792894,Conference paper,,2-s2.0-105038573530
Xin C.; Xiang G.; Cao S.; Wang Y.; Yuan S.; Liu X.; Huo Y.; Sun J.; Wan X.; Liu D.; Hong J.; Hu J.; Wang H.,"Comprehensive assessment of activity, specificity, and safety of hypercompact TnpB systems for gene editing",2026,Genome Biology,1,10.1186/s13059-026-03949-8,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105030159849
Zhang L.; Ao X.; Guo S.; Qiao D.,FedFA: Efficient federated large language models with feature adapters,2026,Expert Systems with Applications,1,10.1016/j.eswa.2025.130894,Article,,2-s2.0-105027437885
Bai Y.; Zhang S.; Li L.; Lin J.; Luo T.; Chang C.-C.,Multi-scale adaptive image watermarking algorithm based on cross-attention,2026,PeerJ Computer Science,0,10.7717/peerj-cs.3647,Article,All Open Access; Gold Open Access,2-s2.0-105033769053
Wang F.; Zhang B.; Xu K.,Adapter-Enhanced SAR-Optical Joint Segmentation With Primary Modality Regularization and Sparse Attention Adjustment,2026,Photogrammetric Record,0,10.1111/phor.70053,Article,,2-s2.0-105039610615
Zhu C.; Lu Y.; Wu T.; Gong W.; Ma R.,Deep fusion of multimodal features for few-shot class-incremental 3D point cloud classification; [基于深度融合多模态特征的三维点云分类 小样本类增量学习],2026,Journal of Graphics,0,10.11996/JG.j.2095-302X.2026010078,Article,,2-s2.0-105033642244
Gao Y.; Fu B.; Shi L.; Pang H.; Shi Y.; Zhang Y.,FDPAdapter : Adapting segment anything in challenging vision tasks via frequency-domain priors,2026,Computer Vision and Image Understanding,0,10.1016/j.cviu.2026.104784,Article,,2-s2.0-105037863302
Wang S.; Ding J.Y.; Yuan X.R.; Gao F.; Yao Y.,EMFQA: Enhancing Multi-Dimensional Facial Quality Assessment via Multi-Scale Perception and Prompt-Conditioned Adaptation,2026,"Proceedings of 2026 18th International Conference on Computer Research and Development, ICCRD 2026",0,10.1145/3796263.3796278,Conference paper,All Open Access; Gold Open Access,2-s2.0-105039849396
Shu D.; Zhang Z.; Huang X.; Wang R.; Jia N.; Fu X.; Yang B.; Wan F.; Lu J.; Gong J.,Mask-CDKD: A source-free and label-free cross-domain knowledge distillation framework from SAM for satellite onboard VHR land-cover mapping,2026,ISPRS Journal of Photogrammetry and Remote Sensing,0,10.1016/j.isprsjprs.2026.03.035,Article,,2-s2.0-105034225221
Jiang Q.; Cui Z.; Zang Y.; Huang R.; Chen Y.; Zhou W.; Guan H.,SSH-Net: Spectral-Spatial enhanced Hierarchical Network for Robust Polymorphic River Extraction from Sentinel-2 Imagery,2026,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,0,10.1109/JSTARS.2026.3726079,Article,All Open Access; Gold Open Access,2-s2.0-105048577076
Ye H.; Ge X.; Wang J.; Fu J.; Xin X.; Xue J.; Chen Y.; Ren P.; Chen Z.,Beyond efficient fine-tuning: Efficient hybrid fine-tuning of CLIP models guided by explainable ViT attention,2026,Information Processing and Management,0,10.1016/j.ipm.2026.104628,Article,All Open Access; Green Open Access,2-s2.0-105034123744
Qiao J.; Poerwawinata G.; Nguyen T.; Ju J.-H.; Yang E.; Kanoulas E.; Yates A.,Better than Dense? Investigating the Natural Backward Compatibility of Learned Sparse Representations,2026,SIGIR 2026 - Proceedings of the 49th International ACM SIGIR Conference on Research and Development in Information Retrieval,0,10.1145/3805712.3809842,Conference paper,All Open Access; Gold Open Access,2-s2.0-105047242125
Julian J.; Koh Y.S.; Bifet A.,Anomaly detection for evolving maritime trajectories with continual learning,2026,Data Mining and Knowledge Discovery,0,10.1007/s10618-026-01221-y,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105041292656
Huang T.; Li Y.; Shao W.; Xu Z.; Song Q.; Li H.,STELA: Spatiotemporal Forecasting via Graph Learning and Entropy-Guided LLM Adaptation,2026,WWW 2026 - Proceedings of the ACM Web Conference 2026,0,10.1145/3774904.3792634,Conference paper,,2-s2.0-105038549209
Chen B.,FlashServe: Cost-Efficient Serverless Inference Scheduling for Large Language Models via Tiered Memory Management and Predictive Autoscaling,2026,"Proceedings of 2025 6th International Conference on Computer Science and Management Technology, ICCSMT 2025",4,10.1145/3795154.3795363,Conference paper,All Open Access; Gold Open Access,2-s2.0-105036482809
Huang J.; Zhao Y.; Li Y.; Dai Z.; Chen C.; Lai Q.,ACM-UNet: Adaptive integration of CNNs and Mamba for efficient medical image segmentation,2026,Biomedical Signal Processing and Control,4,10.1016/j.bspc.2026.110587,Article,All Open Access; Green Open Access,2-s2.0-105038712468
Wang S.; Li Y.; Deng L.; Sun G.; Dong M.; Zhu L.,HATrack: Cross-modal fusion RGBT tracking with heterogeneous adapter,2026,Expert Systems with Applications,1,10.1016/j.eswa.2026.132426,Article,,2-s2.0-105036235569
Dong C.,English Social Media Sentiment Analysis Based on Transfer Learning and Semantic Augmentation,2026,Systems and Soft Computing,0,10.1016/j.sasc.2026.200568,Article,All Open Access; Gold Open Access,2-s2.0-105046548787
Meng Q.; Zhang X.; Yang J.; Fu Y.; Duan X.; Li S.; Lei J.; Zhang J.,DATR: Depth-aware transformer for hierarchical and fine-grained scene graph generation,2026,Knowledge-Based Systems,0,10.1016/j.knosys.2026.116399,Article,,2-s2.0-105042370054
Malupillai P.; McWhirter J.,Stabilizing Supercritical CO2 Cycles Using a Propane-Based Thermal Adapter for High-Temperature Nuclear Application,2026,Energy Conversion and Management: X,0,10.1016/j.ecmx.2026.101759,Article,All Open Access; Gold Open Access,2-s2.0-105032888537
Poudel B.; Gyawali R.; Dhakal A.; Cheng J.; Xu D.,"CryoFSL: an annotation-efficient, few-shot learning framework for robust protein particle picking in cryo-electron microscopy micrographs",2026,Briefings in Bioinformatics,1,10.1093/bib/bbag285,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040909297
Chen H.; Xiao Z.,Swin-TUNA: A Novel PEFT Approach for Accurate Food Image Segmentation,2026,IEEE Access,0,10.1109/ACCESS.2026.3676463,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034422369
Liu L.; Song X.; Hu N.; Gu Z.; Tian Z.; Jia Y.,NetTTT: Online Self-Adaptation Inference via Test-Time Training for Encrypted Traffic Classification,2026,IEEE Internet of Things Journal,1,10.1109/JIOT.2026.3652996,Article,,2-s2.0-105027655690
Duan Z.; Bian C.; Yang S.,Zero-shot forecasting of volatile wind power against data missing with large language model through attentive residual prompt tuning,2026,Renewable Energy,3,10.1016/j.renene.2025.124808,Article,,2-s2.0-105023298949
Huang J.; Ye J.; Hu H.; Yang J.; Lan W.; Zhang Y.,Low-rank Adaptation Method for Fine-tuning Plant Disease Recognition Models; [植物病害识别微调模型低秩适配方法],2026,Smart Agriculture,0,10.12133/j.smartag.SA202504003,Article,,2-s2.0-105032259202
Samsam ul Haq M.; Javed I.; Mujtaba Ahmadi A.; Dong Y.,ViTAdapter-CWMSDA: Rethinking vision transformer adaptation through cross-window multi-scale deformable attention for medical image segmentation,2026,Neurocomputing,0,10.1016/j.neucom.2026.133660,Article,,2-s2.0-105035699324
Li S.; Zhang B.; Zheng J.; Liu Z.; Zhang X.; Ye G.; Yang C.; Wang L.; Tang H.,Time-LLM-based multisource and multihorizon deformation forecasting for dam safety monitoring,2026,Results in Engineering,2,10.1016/j.rineng.2026.110407,Article,All Open Access; Gold Open Access,2-s2.0-105036216962
Jiang N.; Zhai X.; Qiu Y.; Tan X.; Hao A.; Gao Y.,Generating Audiovisual Synergy Fluid Animation for Highly Immersive VR Experience,2026,IEEE Transactions on Visualization and Computer Graphics,0,10.1109/TVCG.2026.3679130,Article,,2-s2.0-105034793588
Heidari N.; Mirzamohammadi S.; Amiri B.,Dynamic group fusion transformer for financial time series prediction: An ablation study,2026,Decision Science Letters,0,10.5267/j.dsl.2025.10.002,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105026596346
Romer R.; Zhang Y.; Li Y.; Schoellig A.P.,CLARE: Continual Learning for Vision-Language-Action Models via Autonomous Adapter Routing and Expansion,2026,IEEE Robotics and Automation Letters,0,10.1109/LRA.2026.3693992,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105039313053
Zhou R.; Qiu P.; Zhang Q.; Li C.; Yang X.,Ladder-side mixture of experts adapters for bronze inscription recognition,2026,npj Heritage Science,0,10.1038/s40494-025-02294-6,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105027668644
Zhao L.; Jiang Y.,Study on rigid–liquid coupling dynamics of liquid rocket cold ejection process,2026,AIP Advances,0,10.1063/5.0318576,Article,All Open Access; Gold Open Access,2-s2.0-105045977230
Gao Y.; Zhu Z.; Wang S.,Mixture of coarse and fine-grained prompt tuning for vision-language model,2026,Pattern Recognition,4,10.1016/j.patcog.2025.112074,Article,,2-s2.0-105009627527
Lv Z.; Ou S.S.; Jing H.; Dong H.; Shi D.; Zhao J.,Battery state-of-health estimation via thermoelectric graph learning and interpretable temporal decomposition for real-world electric vehicles,2026,Journal of Energy Storage,6,10.1016/j.est.2026.120956,Article,,2-s2.0-105029081497
Neira-García J.; Torres A.; Soliman A.; Arabian A.K.; Rastgaar M.,Ankle-Foot Prosthesis Force and Moment Estimation Using Wireless Strain Gauge Pyramid Adapter,2026,Journal of Medical Devices ,0,10.1115/1.4071784,Article,,2-s2.0-105042517621
Zhao Z.; Shen G.; Zhou W.; Qi J.; Liu Y.; Kong X.,Generative Adversarial Pre-Training Enabled Spatial-Temporal Graph Modeling of Traffic Data,2026,IEEE Transactions on Intelligent Transportation Systems,0,10.1109/TITS.2025.3633688,Article,,2-s2.0-105023132024
Ma T.; Pan W.; Wei W.,Unveiling PEFT Robustness to Noisy Labels in VLMs: A Gradient-Loss Decoupling Perspective,2026,ICMR 2026 - Proceedings of the 16th ACM International Conference on Multimedia Retrieval,0,10.1145/3805622.3810828,Conference paper,All Open Access; Gold Open Access,2-s2.0-105043371262
Moglia A.; Leccardi M.; Cavicchioli M.; Maccarini A.; Marcon M.; Mainardi L.; Cerveri P.,Generalist models in medical image segmentation: A survey and performance comparison with task-specific approaches,2026,Information Fusion,5,10.1016/j.inffus.2025.103709,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105017965800
Xia W.; Geng Q.; Gu X.,Audio–visual segmentation via hierarchical side tuning with state space model,2026,Applied Intelligence,0,10.1007/s10489-026-07249-3,Article,,2-s2.0-105038851345
Pan Y.; Wang Z.; Wei J.; Li Z.,Gated Cross-Modal Prototype Stabilization for Text-Driven Domain Generalization,2026,"2026 6th International Conference on Neural Networks, Information and Communication Engineering, NNICE 2026",0,10.1109/NNICE68970.2026.11465491,Conference paper,,2-s2.0-105036989123
Liu Z.; Shen J.; Cui L.; Xu M.; Zhu X.; Shi X.,Co-assistant networks by pathology foundation model and convolutional neural network for gigapixel whole slide image analysis,2026,Medical Image Analysis,0,10.1016/j.media.2026.104202,Article,,2-s2.0-105043551749
Lin Y.; Wang L.; Huang Q.; Yin B.; Yin B.; Liu C.; Cao Y.; Wang Z.,Exploring a novel data- and parameter-efficient fine-tuning method for robust face recognition,2026,Pattern Recognition,0,10.1016/j.patcog.2026.114187,Article,,2-s2.0-105041398988
Xia J.; Shen Z.; Xia W.; Pu Y.; Zou X.; Liu W.; Ding D.; Wang C.; Xue G.; Dong S.; Li R.,RFD: A Reducing Feature Discrepancy method for unsupervised cross-modality SAM adaptation,2026,Computerized Medical Imaging and Graphics,0,10.1016/j.compmedimag.2026.102781,Article,,2-s2.0-105042079270
Yu K.; Hu L.; Zhu T.; Li T.; Liu Y.; Ma Y.; Leach M.; Zhang Q.,A Compact Vision-Guided PLC-CNC Gantry Platform for Automated Laboratory Liquid Handling,2026,"2026 12th International Conference on Electrical Engineering, Control and Robotics, EECR 2026",0,10.1109/EECR69522.2026.11549255,Conference paper,,2-s2.0-105042803084
Guo Y.; Ai X.; Zhou Y.,Physics-informed multi-task generation: Toward automated risk control optimization,2026,Reliability Engineering and System Safety,0,10.1016/j.ress.2026.112531,Article,,2-s2.0-105032507898
Wanniarachchige D.; Jayarajah K.; Abdelzaher T.; Misra A.,FusionBridge: Enhancing Multi-View Multi-Modal Sensing and Perception for Edge Intelligence,2026,"SenSys 2026 - Proceedings of the 2026 ACM/IEEE International Conference on Embedded Artificial Intelligence and Sensing Systems, Part of CPS-IoTWeek 2026",0,10.1145/3774906.3802747,Conference paper,All Open Access; Gold Open Access,2-s2.0-105040978139
Yang L.; Zhang R.-Y.; Wang Y.; Xie X.,MMA++: Effective Multi-Modal Adaptation for Vision-Language Models,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,0,10.1109/TPAMI.2026.3691448,Article,,2-s2.0-105040214308
Polonelli T.; Emery S.; Müller B.; Simeonov I.; Giordano M.; Magno M.; Kozerke S.,MRI-Grade Photoplethysmography Using Bundled Fiber Optics for Contactless Heart Rate Monitoring and Real-Time Gating,2026,"SenSys 2026 - Proceedings of the 2026 ACM/IEEE International Conference on Embedded Artificial Intelligence and Sensing Systems, Part of CPS-IoTWeek 2026",0,10.1145/3774906.3802767,Conference paper,All Open Access; Gold Open Access,2-s2.0-105041053915
Wang H.; Lao G.; He R.; Liu T.; Luo H.; Qin C.; Luo H.; Liu Y.; Huang J.; Wei Z.; Chen L.; Xu Y.; Bi Z.; Song J.; Wang T.; Chia X.L.; Hou X.; Liu H.; Hao J.; Tian C.,Predicting ICU in-hospital mortality from text-encoded structured EHR data using adaptive transformer layer fusion,2026,iScience,0,10.1016/j.isci.2026.116135,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040744587
Zhu G.,Quantifying Epistemic Uncertainty in Multimodal Long-Tailed Classification: A Belief Entropy-Based Evidential Fusion Framework,2026,Entropy,1,10.3390/e28030343,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034044222
Rauch Y.; Simmann G.; Schneider M.; Goss C.; Kriesten R.,Towards a Smarter E-Bike: Enhancing Energy Efficiency through Adaptive Speed Control,2026,SAE Technical Papers,0,10.4271/2026-01-0736,Conference paper,,2-s2.0-105044704379
Jordan P.; Hu J.; Mizzon G.; Agüero-Gamboa P.; Olmeo C.; Tian D.; Freistaedter A.; Birkel J.; Haselmann U.; Acuna C.; Mogler C.; Meng X.-J.; Lozach P.-Y.; Schütz A.K.; Bartenschlager R.; Dao Thi V.L.,The hepatitis E virus capsid protein forms amyloid-like fibrils that sequester TANK-binding kinase 1 to dampen antiviral responses,2026,Cell Reports,0,10.1016/j.celrep.2026.117513,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041066936
Tokic B.; Selzer C.; Flohr F.B.,CommandLM: Data driven behavior level descriptor for ego vehicles,2026,"IEEE Intelligent Vehicles Symposium, Proceedings",0,10.1109/IV66570.2026.11623828,Conference paper,,2-s2.0-105046954396
Dong C.; Zhang T.; Zhang F.; Hua Q.; Zhu J.; Zhang Y.,Hierarchical intra-inter modal adaptation for vision-language models,2026,Pattern Recognition,0,10.1016/j.patcog.2026.114200,Article,,2-s2.0-105041407871
Mi C.; Xie S.,Beyond the frame: generating culturally rich captions for Chinese relics with retrieval-augmented knowledge,2026,Digital Scholarship in the Humanities,0,10.1093/llc/fqag059,Article,,2-s2.0-105048996090
Xue W.; Ai J.; Zhu Y.; Chen J.; Ouyang J.; Zhuang S.,AMFNet: an asymmetric multi-modal fusion network for salient ship detection using SAR imagery and AIS data,2026,Marine Geodesy,0,10.1080/01490419.2026.2664432,Article,,2-s2.0-105037886869
Ni L.; Fu N.; Huang Z.,Dynamic Heterogeneous Graph Learning and Task-Conditioned Meta-Learning for Cold-Start Demand Forecasting in Multi-Warehouse Supply Chains,2026,Mathematics,0,10.3390/math14162971,Article,All Open Access; Gold Open Access,2-s2.0-105048402025
Gong H.; Sheu J.-B.; Wang Z.; Yang X.; Yan R.,A unified model for multi-task drone routing in post-disaster road assessment,2027,Reliability Engineering and System Safety,1,10.1016/j.ress.2026.113258,Article,All Open Access; Green Open Access,2-s2.0-105048884143
Fu A.; Wang D.; Wang H.; Chen H.; Zheng Y.; Qian G.; Zhou L.,Diagnosis for transformer winding fault via deep fusion of 2-D images of FRA and SwinLCGnet framework,2026,Advanced Engineering Informatics,1,10.1016/j.aei.2026.104361,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105028887099
Huang X.; Wu D.; Boulet B.,Traffic Signal Control Using Lightweight Transformers: An Offline-to-Online RL Approach,2026,IEEE Open Journal of Intelligent Transportation Systems,5,10.1109/OJITS.2026.3654547,Article,All Open Access; Gold Open Access,2-s2.0-105027750303
Zeng M.; Chen X.; Yang H.; Guo Y.,Sparse Adapter Fusion for Continual Learning in NLP,2026,"EACL 2026 - 19th Conference of the European Chapter of the Association for Computational Linguistics, Proceedings of the Conference, Vol. 1 - (Long Papers)",0,10.18653/v1/2026.eacl-long.37,Conference paper,All Open Access; Gold Open Access,2-s2.0-105040561340
Jia X.; Chen Z.; Zhang S.; Xue X.,Change-LISA: Language-Guided Reasoning for Remote Sensing Change Detection,2026,IEEE Transactions on Geoscience and Remote Sensing,1,10.1109/TGRS.2026.3684817,Article,,2-s2.0-105036079759
Shan Y.; Li W.; Shi J.; Wang Y.; Xing Z.; Ding J.; Pei L.,Depth-guided cross-modal fusion and diffusion-based enhancement for robust pavement defect segmentation,2026,Advanced Engineering Informatics,1,10.1016/j.aei.2026.104339,Article,,2-s2.0-105027391198
Xu S.S.-D.; Wedajew G.N.; Ku C.-M.; Chiu C.-C.; Yusuf S.H.,An improved sparse R-CNN approach for strawberry disease detection,2026,Digital Signal Processing: A Review Journal,0,10.1016/j.dsp.2026.106212,Article,,2-s2.0-105039490058
Lu Y.; Han S.; Zhou Z.; Yang Z.; Zhang G.; Jin S.; Jiang X.; Xu M.,A Deep Cross-modal Prompt Learning Network for Artificial Intelligence Generated Image Quality Assessment,2026,Displays,1,10.1016/j.displa.2025.103208,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105015299606
Mao F.; Chen Y.; Wu B.; Lin L.; Dai J.; Li Z.; Chen Y.; Wang Y.; Zhang H.; Tang Y.; Zhou H.; Qin F.,MorVess: Morphology-aware pulmonary vessel segmentation network,2026,Pattern Recognition,0,10.1016/j.patcog.2026.114550,Article,,2-s2.0-105046594824
Bao X.; Feng J.; Huo Y.; Qiu H.; Yu H.; Ren S.; Ren J.,Controlled subspace fusion for language model continual learning,2026,Information Fusion,0,10.1016/j.inffus.2026.104184,Article,,2-s2.0-105028890141
Liu X.; Li H.; Sheng V.; Ma Y.; Liang X.; Wang G.,Scale-Aware Attention and Multi-Modal Prompt Learning With Fusion Adapter for RGBT Tracking,2026,IEEE Transactions on Multimedia,9,10.1109/TMM.2025.3623526,Article,,2-s2.0-105019656263
Ozturk M.M.,"VulSD: Cross-domain Vulnerability Detection Using Static code Metrics and Dependency Analysis for C, C#, and Java",2026,International Journal of Engineering and Manufacturing,0,10.5815/ijem.2026.03.06,Article,All Open Access; Gold Open Access,2-s2.0-105040988749
Tao J.; Wang P.; Jiang H.; Han Y.,Transformer-based fire-type recognition with suppression strategy mapping for intelligent fire response,2026,Process Safety and Environmental Protection,1,10.1016/j.psep.2026.108597,Article,,2-s2.0-105034617210
Liu J.; Liu H.; Tong S.; Guo R.; Wang W.,StART: A pre-trained style-aware adaptive routing Transformer for limited-data and general-purpose image style transfer,2026,Computer Vision and Image Understanding,0,10.1016/j.cviu.2026.104829,Article,,2-s2.0-105041226800
Xing Y.; Liu B.; Liu Z.; Guo N.,MSP-UNet: a measurement-oriented real-time framework for robust underwater image segmentation,2026,Measurement Science and Technology,0,10.1088/1361-6501/ae74fb,Article,,2-s2.0-105042056554
Yin Y.; Cao H.; Zhang C.; Jin F.; Liu X.; Lin J.,A LLaMA-Based Efficient Fine-Tuning Method for Image Captioning Using Multi-Feature Dynamic Prompts,2026,Applied Sciences (Switzerland),0,10.3390/app16041857,Article,All Open Access; Gold Open Access,2-s2.0-105031443696
Li Z.; Wan L.; Ning J.; Ni W.; Li K.,Prototype contrastive-based decentralized federated transfer learning for intelligent fault diagnosis,2026,Engineering Applications of Artificial Intelligence,1,10.1016/j.engappai.2025.113322,Article,,2-s2.0-105023441159
Cao C.; Wang T.; Lu S.; Li M.; Huang Y.; Wang X.V.; Wang L.,A Segment Anything Model adaptation framework for battery visual inspection under complex radiographic imaging conditions,2026,Pattern Recognition,0,10.1016/j.patcog.2026.114087,Article,,2-s2.0-105040731040
