Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID
Kushmuratov S.; Adilova F.; Davronov R.; Safarov R.; Boymurodov F.; Nemadaliev A.,Boosting LLM Adaptation: Superior Stability and Convergence via OLoRA+ Across Diverse NLP Benchmarks,2026,"International Conference of Young Specialists on Micro/Nanotechnologies and Electron Devices, EDM",0,10.1109/EDM69524.2026.11632209,Conference paper,,2-s2.0-105048084769
Liu Z.; Zhu J.; Huang G.,Collaborative Low-Rank Adaptation for Pre-Trained Vision Transformers,2026,IEEE Transactions on Circuits and Systems for Video Technology,0,10.1109/TCSVT.2026.3719081,Article,,2-s2.0-105047032674
Shi S.; Liu C.; Jia J.,Parameter-Efficient Adaptation with Proxy Anchors for Cross-Domain Few-Shot Learning,2026,ICMR 2026 - Proceedings of the 16th ACM International Conference on Multimedia Retrieval,0,10.1145/3805622.3810786,Conference paper,,2-s2.0-105043349409
Qin C.; Shu Z.; Wang J.; Wang H.; Li Y.,Adapter-Enhanced ViTPose for Occlusion-Robust Multi-Mouse Pose Estimation,2026,"2026 6th International Conference on Artificial Intelligence, Big Data and Algorithms, CAIBDA 2026",0,10.1109/CAIBDA70336.2026.11621247,Conference paper,,2-s2.0-105047026433
Nallabollu R.; Brunda D.S.; Swathi K.; Shabana P.; Nadeem S.M.; Kavitha T.,Parameter Efficient Fine Tuning of Large Language Models for Cloud Based Data in Low Resource Environments,2026,CCIC 2026 - Contemporary Computing Innovations Conference 2026,0,10.1109/CCIC68129.2026.11485947,Conference paper,,2-s2.0-105038686869
Nisa S.U.; Iltaf N.; Latif R.; Zia U.; Jamail N.S.M.,Hierarchical Visual Adaptation and Textual Inversion for Enhanced Remote Sensing Image-Text Retrieval,2026,"Engineering Science and Technology, an International Journal",0,10.1016/j.jestch.2026.102482,Article,All Open Access; Gold Open Access,2-s2.0-105045789759
Ribarić M.; Poleksić A.; Martinčić-Ipšić S.,An Empirical Comparison of LoRA and DoRA for Parameter-Efficient Fine-Tuning for Climate Change,2026,"2026 49th MIPRO ICT and Electronics Convention, MIPRO 2026 - Proceedings",0,10.1109/MIPRO70003.2026.11591981,Conference paper,,2-s2.0-105046242682
Lin Y.-C.; Huang J.; Zhang H.; Kavtaradze S.; Clarkson M.J.; Hoque M.I.,Subsampled randomized Fourier GaLore for adapting foundation models in depth-driven liver landmark segmentation,2026,International Journal of Computer Assisted Radiology and Surgery ,0,10.1007/s11548-026-03674-4,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105037944873
Petrillo L.; Martinelli F.; Cesarelli M.; Santone A.; Mercaldo F.,A Method for Medical Abstract Classification by Means of Transformer Models,2026,"2026 International Conference on Revolutionary Artificial Intelligence and Future Applications, Rev-AI 2026",0,10.1109/Rev-AI70456.2026.11622182,Conference paper,,2-s2.0-105047564869
Rahman A.,"A systematic review of vision language models: Comprehensive analysis of architectures, applications, datasets and challenges towards robust multimodal intelligence",2026,Array,2,10.1016/j.array.2026.100739,Review,All Open Access; Gold Open Access,2-s2.0-105033338107
Zhang J.; Zhong X.; Fan X.; Tjahjadi T.; Fu L.; Ye Q.,Adapting pre-trained large model to robust individual tree crown detection from UAV optical images,2026,Smart Agricultural Technology,0,10.1016/j.atech.2025.101674,Article,All Open Access; Gold Open Access,2-s2.0-105034085019
Jin S.; Xu Y.; Zhao R.; Chen Y.; Li M.,Parameter-Efficient Large Model Transfer and Cloud-Edge Collaborative Inference Method for Edge Devices,2026,"2026 IEEE 6th International Conference on Electronic Technology, Communication and Information, ICETCI 2026",0,10.1109/ICETCI68937.2026.11610756,Conference paper,,2-s2.0-105046518628
El-Enen M.A.A.; Ismail S.S.; Nazmy T.M.,Med-LLaMA3: Advancing Medical Question-Answering Through Parameter-Efficient Fine-Tuning of Large Language Models,2026,Applied Sciences (Switzerland),0,10.3390/app16126158,Article,All Open Access; Gold Open Access,2-s2.0-105042797537
Wang H.; Xu S.; Guo R.; Han J.; Huang M.-C.,Neurosense: Bridging Neural Dynamics and Mental Health Through Deep Learning for Brain Health Assessment via Reaction Time and p-Factor Prediction,2026,Diagnostics,1,10.3390/diagnostics16020293,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105028666295
Shreya S.; Sai Harsha K.R.; Nagaraj S.; Rejental S.,Enhancing Factual Reliability in Large Language Models Through Retrieval Augmented Generation,2026,"Proceedings of 6th International Conference on Expert Clouds and Applications, ICOECA 2026",1,10.1109/ICOECA68095.2026.11485611,Conference paper,,2-s2.0-105038090896
Alshaikhi T.,AI-Integrated Translation Training and Translators’ Competence System Using Neural Machine Translation (NMT),2026,SN Computer Science,1,10.1007/s42979-025-04661-3,Article,,2-s2.0-105027262663
Chen Y.; Li J.; Hu J.; Hu Z.; Hong R.,CLAIP-Emo: Parameter-Efficient Adaptation of Language-Supervised Models for In-The-Wild Audiovisual Emotion Recognition,2026,IEEE Signal Processing Letters,0,10.1109/LSP.2026.3713124,Article,All Open Access; Green Open Access,2-s2.0-105045511100
Rosenbaum A.; Siani A.; Kernerman I.,MTQE.en-he: Machine Translation Quality Estimation for English-Hebrew,2026,"LoResLM 2026 - 2nd Workshop on Language Models for Low-Resource Languages, Proceedings of the Workshop",1,10.18653/v1/2026.loreslm-1.48,Conference paper,All Open Access; Gold Open Access,2-s2.0-105040708292
Chen X.; Liu Y.; Wang P.; Li J.; Zhou J.; Wang Y.; Miu H.,A domain-enhanced large language model for intelligent risk analysis and autonomous decision support in distribution substations,2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3111094,Conference paper,,2-s2.0-105034715745
Abbas S.; Sultana A.,Federated Large Language Models for Distributed Cyber Attack Classification,2026,"2026 International Conference on Artificial Intelligence, Systems, and Emerging Technologies, ICAISET 2026",0,10.1109/ICAISET66439.2026.11541717,Conference paper,,2-s2.0-105042184544
Saggese A.; Vento M.,DRIVE: Distributed Robotic Intelligence for Vision-based Exploration for retail shelf monitoring,2026,Journal of Systems Architecture,0,10.1016/j.sysarc.2026.103802,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105035239209
Sun G.; Lei K.; Li T.; Yu L.; Zhu S.,Parameter-efficient fine-tuning for no-reference image quality assessment: Empirical studies on vision transformer,2026,Displays,1,10.1016/j.displa.2026.103339,Article,,2-s2.0-105028332135
Bralina S.; Yazici A.; Guan C.; Lee M.-H.,"Adaptive bottleneck transformer for multimodal EEG, audio, and vision fusion",2026,Expert Systems with Applications,1,10.1016/j.eswa.2026.131487,Article,,2-s2.0-105030824792
Yan Q.; Jiang C.; Li Y.; Ma N.,Residual Feature Enhancement for Large Language Models: Methodology and Applications,2026,IEEE Access,0,10.1109/ACCESS.2025.3650213,Article,All Open Access; Gold Open Access,2-s2.0-105026493233
Li X.; Miao J.; Dhelim S.,MSHLoRA: A multi-stage multi-scale diverse adapter framework for efficient expert-level adaptation of large language models,2026,Expert Systems with Applications,1,10.1016/j.eswa.2026.132391,Article,,2-s2.0-105035251197
Kim J.-H.; Kim D.-Y.; Sohn C.-B.,Hybrid Spiking LoRA: Asymmetric Bit-Width Design for Language Model Adaptation With Theoretical Neuromorphic Efficiency Potential—A Case Study on Korean NLU,2026,IEEE Access,0,10.1109/ACCESS.2026.3718873,Article,All Open Access; Gold Open Access,2-s2.0-105046281352
Ma J.; Zhou Y.; Su L.; Yang H.; He L.,A domain-specific language model for engineering-scale geological reasoning and mineral exploration in the Qin-Hang belt,2026,Engineering Applications of Artificial Intelligence,4,10.1016/j.engappai.2025.113651,Article,,2-s2.0-105027238834
Suzgen E.E.; Şahin M.E.; Bakir M.; Arisoy C.; Ulutaş E.G.; Günay R.B.; Yildiz G.; Ulutaş H.,QLoRA Fine-Tuning and Retrieval-Augmented Generation for Turkish Medical Question Answering: An Evaluation of Corpus Mismatch and Clinical Safety,2026,"ISADES 2026 - 2nd International Symposium on AI-Driven Engineering Systems, Proceedings",0,10.1109/ISADES69945.2026.11608117,Conference paper,,2-s2.0-105046138188
Xue H.; Zhu H.; Ran Z.; Tang X.; Qi G.; Zhu Z.; Kuok S.-C.; Leung H.,Feature Fusion and Enhancement for Lightweight Visible-Thermal Infrared Tracking via Multiple Adapters,2026,IEEE Transactions on Circuits and Systems for Video Technology,12,10.1109/TCSVT.2025.3595632,Article,,2-s2.0-105013046762
Wang Y.; Hu K.; Dai P.; Liu J.,Image-free single-pixel sensing for human pose estimation and parameter-efficient fine-tuning,2026,Optics letters,1,10.1364/OL.589690,Article,,2-s2.0-105034818615
Colak M.U.,IdiomRanker-X at MWE-2026 AdMIRe 2: Multilingual Idiom-Image Alignment via Low-Rank Adaptation of Cross-Encoders,2026,"MWE 2026 - 22nd Workshop on Multiword Expressions, Proceedings of the Workshop",1,10.18653/v1/2026.mwe-1.16,Conference paper,All Open Access; Gold Open Access,2-s2.0-105040206628
Jeong W.; Gu Y.; Yi J.-S.; Kim H.-R.,Breaking the Resource Barrier: Parameter-Efficient Hierarchical VLA Fine-Tuning via Single-View Semantic Reasoning,2026,"2026 23rd International Conference on Ubiquitous Robots, UR 2026",0,10.1109/UR69537.2026.11626770,Conference paper,,2-s2.0-105047007000
R P.; K B J.; C R.; R S.,ViT-LoRA: Optimized vision transformer for efficient edge computing in medical imaging,2026,Microprocessors and Microsystems,0,10.1016/j.micpro.2026.105251,Article,,2-s2.0-105028988133
Kim H.; Kang J.; Jang Y.; Sim Y.; Kim H.,An Empirical Study on Enhancing Large Language Models for Long-Term Conversations in Korean,2026,Applied Sciences (Switzerland),0,10.3390/app16073175,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035593557
Nik Khah A.; Prakash R.,Risk as a Resource: Personalized 360° Streaming via Adaptive Conformal Prediction,2026,NOSSDAV 2026 - Proceedings of the 36th Workshop on Network and Operating System Support for Digital Audio and Video,0,10.1145/3798065.3798085,Conference paper,,2-s2.0-105036519561
Gan Z.; Li F.; Ren X.,A Two-Stage Modular Speech-to-Language Recognition Framework for Low-Resource Tibetan,2026,"Conference Proceedings - 2026 International Conference on Multi-Scale Artificial Intelligence: Drive Innovation Multi-Scale AI, MAI 2026",0,10.1109/MAI69289.2026.11543931,Conference paper,,2-s2.0-105042480015
Zhabayev T.; Tukeyev U.; Amirova D.; Rakhmanberdi N.,Improving Kazakh Abstractive Summarization with LLMs via Domain Adaptation and Self-Correction,2026,Information (Switzerland),0,10.3390/info17070639,Article,All Open Access; Gold Open Access,2-s2.0-105046146137
Daouad M.; Ataa Allah F.; Dadi E.W.,Efficient fine-tuning of whisper models for Amazigh ASR: leveraging LoRA and its variants,2026,Multimedia Tools and Applications,0,10.1007/s11042-026-21336-0,Article,,2-s2.0-105031086921
Lin Z.; Zhang Y.; Chen Z.; Fang Z.; Chen X.; Vepakomma P.; Ni W.; Luo J.; Gao Y.,HSplitLoRA: A Heterogeneous Split Parameter-Efficient Fine-Tuning Framework for Large Language Models,2026,IEEE Transactions on Mobile Computing,2,10.1109/TMC.2026.3680521,Article,,2-s2.0-105034900526
Gan Q.; Hu H.; Wang F.; Zhao M.; Ren X.,ST-LoRA: SVD-Guided Sparse Low-Rank Adaptation With Trainable Masks for Large Language and Vision Models,2026,IET Computer Vision,0,10.1049/cvi2.70072,Article,All Open Access; Gold Open Access,2-s2.0-105043053867
Li H.; Deng B.; Huang Z.,LORA-DTI: A Data-Driven Large Language Model Framework for Drug-Target Interaction Prediction,2026,"Proceedings - 2026 IEEE 3rd International Conference on Big Data Science and Engineering, ICBDSE 2026",0,10.1109/ICBDSE70225.2026.11635224,Conference paper,,2-s2.0-105048849836
Ayari K.N.; Ben Letaifa A.,Enhanced SAMed: A Lightweight and Efficient Model for Medical Image Segmentation,2026,IC3IT 2026 - Proceedings of the 2nd International Conference on Innovative and Intelligent Information Technologies,0,10.1109/IC3IT69043.2026.11567672,Conference paper,,2-s2.0-105044208685
Lim P.Y.; Ho C.F.; Tan C.W.,Parameter-Efficient Adaptation of Qwen2.5 for Aspect-Based Sentiment Analysis Using Low-Rank Adaptation and Parameter-Efficient Fine-Tuning †,2026,Engineering Proceedings,1,10.3390/engproc2026128015,Article,All Open Access; Gold Open Access,2-s2.0-105043212051
Fu Y.; Dai R.; Ye O.,Few-Shot Named Entity Recognition Approach Based on Large Language Models,2026,"Proceedings of 2026 5th International Conference on Big Data, Information and Computer Network, BDICN 2026",0,10.1145/3801228.3801340,Conference paper,All Open Access; Gold Open Access,2-s2.0-105038031055
Zhang M.; Lu X.; Lai T.; Li X.; Zhang W.; Ren F.,Fine-Tuned Large Language Models for Hierarchical Sentiment Analysis of Earnings Calls,2026,"2026 10th International Conference on Electronic Information Technology and Computer Engineering, EITCE 2026",0,10.1109/EITCE70137.2026.11634429,Conference paper,,2-s2.0-105048946534
Badr N.E.A.; Liang X.; Nebel J.-C.; Greenhil D.,FRLD-DF: Frequency Ring-Guided LoRA Adaptation of DINOv2 Vision Transformer for Generalizable Deepfake Detection,2026,FG 2026 - 20th IEEE International Conference on Automatic Face and Gesture Recognition,0,10.1109/FG67764.2026.11557032,Conference paper,,2-s2.0-105043363010
Zhao W.; Han Y.; Tang J.; Wang K.; Luo H.; Song Y.; Huang G.; Wang F.; You Y.,DyDiT++: Diffusion Transformers with Timestep and Spatial Dynamics for Efficient Visual Generation,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,0,10.1109/TPAMI.2026.3654201,Article,,2-s2.0-105027977469
Guo S.; Li J.; Wu Y.,Segmentation-Driven Dual-Path Network for Low-Dose CT Image Denoising,2026,"2026 6th International Conference on Artificial Intelligence and Industrial Technology Applications, AIITA 2026",0,10.1109/AIITA69518.2026.11567272,Conference paper,,2-s2.0-105043736012
Huang X.; Ren Z.; Wang N.; Lin W.; Xu J.; Ni Y.,A FINE-TUNED LARGE LANGUAGE MODEL APPROACH FOR COMPOUND INFORMATION EXTRACTION,2026,Mathematical Foundations of Computing,0,10.3934/MFC.2026006,Article,All Open Access; Gold Open Access,2-s2.0-105038313920
Vitale J.D.,LLM Post-Training to Enhance Knowledge Extraction from Specialist Domains: Teaching LLMs User Forum Creole,2026,Machine Learning and Knowledge Extraction,0,10.3390/make8070207,Article,All Open Access; Gold Open Access,2-s2.0-105045783304
Haider A.; Bulbul A.; Shahid N.F.; Ahmed A.; Abedin M.I.,LoRA-MME: Multi-Model Ensemble of LoRA-Tuned Encoders for Code Comment Classification,2026,"Proceedings - 2026 IEEE/ACM International Workshop on NL-based Software Engineering, NLBSE 2026",0,10.1145/3786164.3794837,Conference paper,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047246470
E E.; Deepthi J.K.; Sirigiri J.C.; Madam S.L.; Swathi Priya Y.,Fine-grained emotion recognition using RoBERTa with low-rank adaptation and retrieval-augmented context contrastive definition pretraining masked language modeling and multi-dataset transfer learning,2026,International Journal of Computers and Applications,0,10.1080/1206212X.2026.2708345,Review,,2-s2.0-105046495927
Shen M.; Song K.; Wang X.; Jia W.; Wang T.; Han Z.,A Domain-Adapted Pipeline for Structured Information Extraction from Police Incident Announcements on Social Media,2026,Information Processing and Management,0,10.1016/j.ipm.2026.104788,Article,All Open Access; Green Open Access,2-s2.0-105036223625
Zhussip M.; Shopkhoev D.; Ali A.; Lefkimmiatis S.,Share Your Attention: Transformer Weight Sharing via Matrix-based Dictionary Learning,2026,Proceedings of the AAAI Conference on Artificial Intelligence,0,10.1609/aaai.v40i34.40165,Conference paper,All Open Access; Gold Open Access,2-s2.0-105034610987
Wataki S.; Nderu L.; Githeko J.,Cross-Lingual Transfer Learning for Swahili Automatic Speech Recognition Using Parameterefficient Fine-Tuning and Data Augmentation,2026,"Proceedings of the 5th International Conference on Sentiment Analysis and Deep Learning, ICSADL 2026",0,10.1109/ICSADL67539.2026.11451981,Conference paper,,2-s2.0-105036590367
Hamdi M.; Bouzidi S.; Jdey I.,BEFT vs. LoRA: Parameter-Efficient Fine-Tuning for Auto-OptimizeVision Transformers in Image Classification,2026,International Conference on Agents and Artificial Intelligence,0,10.5220/0014476300004052,Conference paper,,2-s2.0-105041726701
He X.; Geng X.; Zhang T.; Yu M.; Zhao Y.; Yang X.; Wu M.; Yu G.,MeLoRA: Probability measures-based low-rank adaptation with Gaussian variational inference,2026,Knowledge-Based Systems,0,10.1016/j.knosys.2026.115318,Article,,2-s2.0-105027837394
Chen Z.; Shin H.; Nallanathan A.,A Large Language Model-Based Decision Transformer Approach for UAV Data Collection,2026,"IEEE Wireless Communications and Networking Conference, WCNC",0,10.1109/WCNC65185.2026.11555688,Conference paper,,2-s2.0-105042811669
Gebremeskel H.G.; Feng C.; Abera A.M.; Binegde G.N.,TigCLaF: a cross-lingual large language model framework for sentiment-aware text classification in low-resource tigrigna,2026,Scientific Reports,0,10.1038/s41598-026-42786-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105036351742
Zhang D.; Xu D.; Yang C.; Wang X.; Zheng Z.; Wang H.; Zhang J.,PTPTrack: Progressive Temporal Prompting for Thermal Infrared Tracking,2026,IEEE Transactions on Circuits and Systems for Video Technology,0,10.1109/TCSVT.2026.3723126,Article,,2-s2.0-105048542828
Saeed E.M.N.; Al-sellami B.; Tawfik M.; Abushariah A.A.M.,KANWhisper: leveraging learnable activation functions for interpretable and efficient arabic automatic speech recognition,2026,Scientific Reports,0,10.1038/s41598-026-55863-5,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044607618
Jin Y.; Shen Y.; Tian R.; Ye L.; Xiao Y.; Zhang Z.; Tong H.; Tang Z.,A question-answering model for college students' mental health based on attention-mechanism-enhanced LoRA,2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3110391,Conference paper,,2-s2.0-105039552526
Gull S.; Kim J.,Adapter-Based Vision Transformer for Cross Domain Few-Shot Classification Using Prototypical Networks,2026,Applied Sciences (Switzerland),0,10.3390/app16083994,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105037057439
Hao J.; Sun X.; Fan F.; Li Y.; Chen J.; Fu X.; Wang Y.,Event Prediction Large Language Model: Prediction Framework for Highway Abnormal Events Based on Large Language Models,2026,Transportation Research Record,0,10.1177/03611981261433867,Article,,2-s2.0-105039022314
Ahmed M.S.; Ahmed F.,Parameter-Efficient Adaptation of Vision Transformers for Retinal OCT Classification,2026,"2026 IEEE 2nd International Conference on Quantum Photonics, Artificial Intelligence and Networking, QPAIN 2026",0,10.1109/QPAIN69676.2026.11545861,Conference paper,,2-s2.0-105043147386
Liu Y.; Wei W.; Zhang Q.; Li P.; Ma T.,A scalable framework for efficient multi-task learning via task-adaptive feature fusion,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.115717,Article,,2-s2.0-105046720900
Jain P.; Varghese N.; Sridevi R.,Collision Prediction Using Small Language Models on Edge Devices for Autonomous Vehicles,2026,"International Conference on AI-Driven Innovations and Applications, IC-AIDA 2026 - Conference Proceedings",0,10.1109/IC-AIDA68291.2026.11564418,Conference paper,,2-s2.0-105044288432
Poornima V.; Sai Nikhil Y.; Veena G.; Thara S.,A Comparative Study of QLoRA Fine-Tuned Large Language Models for Named Entity Recognition,2026,Procedia Computer Science,0,10.1016/j.procs.2026.06.075,Conference paper,All Open Access; Gold Open Access,2-s2.0-105045584461
Chen L.; Hu P.; Zhang S.; Qiu X.; Liu Z.,Scattering Aware Episodic Adaptation for Few-Shot HRRP ATR Using Large Language Models,2026,IEEE Transactions on Aerospace and Electronic Systems,2,10.1109/TAES.2026.3697182,Article,,2-s2.0-105040146895
Zheng C.; Chen Z.; Xu L.; Cui H.; Zhao Q.; Li L.; Zhao Y.; He H.; Yang J.,HM3-VLM: Hybrid magnitude-max merging for exemplar-free class-incremental visual speech recognition,2026,Expert Systems with Applications,0,10.1016/j.eswa.2026.134141,Article,,2-s2.0-105049459814
Sun C.; Wei J.; Wu Y.; Shi Y.; He S.; Ma Z.; Xie N.; Yang Y.,Unleashing the Power of Singular Values for Parameter-Efficient Fine-Tuning of Large Pre-Trained Models,2026,IEEE Transactions on Multimedia,0,10.1109/TMM.2026.3668691,Article,,2-s2.0-105031640713
Boughida A.; Kouahla M.N.; Benoughidene A.; Kouadria A.; Kurulay M.,ClinicalSum-BART: parameter-efficient fine-tuning of biomedical transformers for clinical text summarization,2026,Journal of Supercomputing,0,10.1007/s11227-026-08750-9,Article,,2-s2.0-105046961837
Bai Y.; Bai L.; Yang X.; Liang J.,Graph-Enhanced Visual Prompting for Pre-Trained Models Adaptation in Medical Imaging Classification,2026,IEEE Transactions on Medical Imaging,0,10.1109/TMI.2026.3656965,Article,All Open Access; Green Open Access,2-s2.0-105028649055
Shiwali; Tyagi P.; Kumar P.,Scalable Multilingual Fake News Detection using Parameter-Efficient Transformers,2026,"Proceeding of International Conference on Computing, Communication, Control and Cyber-Physical Systems, I5CPS 2026",0,10.1109/I5CPS67958.2026.11452295,Conference paper,,2-s2.0-105037467396
Islam M.H.; Hosen M.M.; Sarker K.; Islam M.Z.; Kabir H.,CYT-Net: A Real-Time Hierarchical Framework for Interpretable PCB Defect Localization and Generative Diagnostic Reasoning,2026,"International Conference of Young Specialists on Micro/Nanotechnologies and Electron Devices, EDM",0,10.1109/EDM69524.2026.11632002,Conference paper,,2-s2.0-105048067980
Park J.; Kim K.S.; Faturrahman Z.; Kim H.-J.,MARS: Multi-Agent Rescheduling Framework with Large Language Models for Human-Centric Manufacturing,2026,Journal of Manufacturing Systems,0,10.1016/j.jmsy.2026.07.015,Article,,2-s2.0-105046158800
Annareddy P.; Noori A.; Kollipara D.; Manda P.,AI-Driven Dental Procedure Coding: A Multi-Model Framework for CDT Extraction from Clinical Text,2026,Dentistry Journal,0,10.3390/dj14060339,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105042884418
Kuricheti R.; Atharsh K.; Latha R.,Novel Zero-Shot Framework for Sanskrit-English Cross-Lingual Information Retrieval,2026,FIRE 2025 - Proceedings of the 17th Annual Meeting of the Forum for Information Retrieval Evaluation,0,10.1145/3777867.3777871,Conference paper,,2-s2.0-105028981604
Aleixo E.L.; Colonna J.G.,Overcoming catastrophic forgetting in continuous image classification tasks with adapters,2026,Intelligent Systems with Applications,0,10.1016/j.iswa.2026.200697,Article,All Open Access; Gold Open Access,2-s2.0-105044816085
Shamsi F.; Doudpota S.M.,Parameter-Efficient Fine-Tuning vs Large Zero-Shot Language Models: A Controlled Cross-Task Evaluation of Performance and Efficiency,2026,"2026 5th International Conference on Computing, Mathematics and Engineering Technologies: AI for Socio-Economic Transformation, iCoMET 2026",0,10.1109/iCoMET69771.2026.11591749,Conference paper,,2-s2.0-105045169937
Yang X.; He Y.; Han Y.,Facial Expression Recognition Based on LoRA-Optimized Dynamic Cross-Modal Prompt Fusion in Multimodal Large Models,2026,"2026 11th International Conference on Intelligent Computing and Signal Processing, ICSP 2026",0,10.1109/ICSP69961.2026.11540819,Conference paper,,2-s2.0-105042339176
Hu J.; Li Y.; Jain R.K.; Lin L.; Chen Y.-W.,SPA: Leveraging the SAM With Spatial Priors Adapter for Enhanced Medical Image Segmentation,2026,IEEE Journal of Biomedical and Health Informatics,9,10.1109/JBHI.2025.3526174,Article,,2-s2.0-85214501818
Taşkın E.; Doğru İ.A.,From Hand-Crafted Features to Large Language Models: A Comparative Evaluation of Android Malware Detection Paradigms,2026,Applied Sciences (Switzerland),1,10.3390/app16115600,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041558436
Kibria N.B.G.; Moumita N.N.; Ferdous R.R.; Tabassum F.,EEG-Based Detection of Alzheimer's Disease and Frontotemporal Dementia Using Transformer Networks,2026,Canadian Conference on Electrical and Computer Engineering,0,10.1109/CCECE68150.2026.11610483,Conference paper,,2-s2.0-105046182562
da Costa F.J.; Urbano M.R.,Efficient specialization of foundation vision models for urban land cover classification,2026,Artificial Intelligence in Geosciences,1,10.1016/j.aiig.2026.100225,Article,All Open Access; Gold Open Access,2-s2.0-105039773641
Shanmugarajah N.; Liu L.; Fu Z.; Zhang Y.,CLEAR-BART: A Continuous Learning Architecture for Informal Text Transformation in the GenZ Social Information Age,2026,"Conference Proceedings - 2026 International Conference on Multi-Scale Artificial Intelligence: Drive Innovation Multi-Scale AI, MAI 2026",0,10.1109/MAI69289.2026.11543792,Conference paper,,2-s2.0-105042491244
Xu J.; Saravanan K.; Dalen R.V.; Mehmood H.; Tuckey D.; Ozay M.,DP-DyLoRA: Fine-Tuning Transformer-Based Models On-Device under Differentially Private Federated Learning using Dynamic Low-Rank Adaptation,2026,IEEE International Conference on Communications,0,10.1109/ICC59461.2026.11587764,Conference paper,All Open Access; Green Open Access,2-s2.0-105045412578
Li L.; Di R.; Wang P.; Li X.; Pan C.; Zuo K.,Research on Solid Rocket Motor Defect Detection Methods Based on Multimodal Visual-Language Models,2026,"Proceedings of 2026 International Conference on Vision, Advanced Imaging and Computer Technology, VAICT 2026",0,10.1109/VAICT69205.2026.11519268,Conference paper,,2-s2.0-105041493434
Mitra A.; Mondal S.; Bhattacharya A.; Paul J.; Sil J.,"Mask-guided rationales meet LLMs: Hybrid encoder–LLM question answering framework for grounded, faithfulness-regularized explainable hate speech detection",2026,Applied Soft Computing,0,10.1016/j.asoc.2026.115373,Article,,2-s2.0-105038162140
Yuan K.; Lan H.; Gao Y.; Wang K.,Interpretable Multimodal Framework for Human-Centered Street Assessment: Integrating Visual-Language Models for Perceptual Urban Diagnostics,2026,Land,1,10.3390/land15030449,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105033881892
Ren Q.; Zhang D.; Lu J.; Ma Z.; Wang X.; Mao Q.,Structure-aware Prior Guidance for Domain Generalized Semantic Segmentation,2026,IEEE Transactions on Circuits and Systems for Video Technology,0,10.1109/TCSVT.2026.3725400,Article,,2-s2.0-105048534781
Jun L.; Yan X.; Lin J.-C.; Zhang D.-Z.,Reinforcement Learning-Enhanced Large Language Models for Automated Modeling of Nuclear Thermal-Hydraulic Systems: A Plan-and-Act Agent Framework,2026,Applied Sciences (Switzerland),0,10.3390/app16125885,Article,All Open Access; Gold Open Access,2-s2.0-105042853004
Hewapathirana K.; de Silva N.; Athuraliya C.D.,Adapter-Based Multi-Document Summarisation: Opinion Summarisation Use Case,2026,International Conference on Agents and Artificial Intelligence,0,10.5220/0014349400004052,Conference paper,,2-s2.0-105041701787
Xu Y.; Zhang W.; Xu T.; Wu J.; Wang Q.; Yang W.,Adaptive multimodal visual tracking via parameter-efficient vision transformers,2027,Neural Networks,0,10.1016/j.neunet.2026.109531,Article,,2-s2.0-105048829127
Maheshwari S.; Rajpoot A.S.; Cocarascu O.; Mamta,Improving Dialect Robustness in Large Language Models via LoRA and Mixture-of-Experts,2026,"VarDial 2026 - 13th Workshop on NLP for Similar Languages, Varieties and Dialects, Proceedings of the Workshop",0,10.18653/v1/2026.vardial-1.24,Conference paper,All Open Access; Gold Open Access,2-s2.0-105042279835
Dudla A.K.; Lakkutla G.; Mandadapu S.; Javvaji M.,Building an Insurance-Specific Conversational AI by Fine-Tuning Gemma3 on Web-Sourced Data,2026,"Proceedings of the 5th International Conference on Sentiment Analysis and Deep Learning, ICSADL 2026",0,10.1109/ICSADL67539.2026.11451939,Conference paper,,2-s2.0-105036536255
Zhai Y.; Lei Y.; Zhang H.; Yu Y.; Xu K.; Feng D.; Ding B.; Wang H.,Uncertainty-penalized reinforcement learning from human feedback with diversified reward LoRA ensembles,2026,Information Processing and Management,5,10.1016/j.ipm.2025.104548,Article,,2-s2.0-105030061039
Hassan B.A.; Cheikhrouhou O.,Benchmarking LLMs on Maliki Fiqh and Bridging Performance Gaps via Parameter-Efficient Fine-Tuning,2026,"2026 International Symposium of Systems, Advanced Technologies and Knowledge, ISSATK 2026",0,10.1109/ISSATK69667.2026.11566718,Conference paper,,2-s2.0-105043992682
