Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number),matched_queries
"Zhang, Y; Hui, JH; Du, YT",A stable diffusion-based method for low-light image enhancement in autonomous driving,2026,INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS,0,10.1007/s13042-026-03053-0,Article,,WOS:001729850300001,Q4
"Lang, YL; Li, ZY; Yao, JK; Li, YA; Ren, QY",A stochastic shared control approach for real-time driving assistance via behavior online learning,2026,CONTROL ENGINEERING PRACTICE,1,10.1016/j.conengprac.2025.106691,Article,,WOS:001640518300001,Q10
"Peng, C; Dong, XY; Lyu, M; Paredes, D; Zhang, YY; Wu, YH","A study of large language models for patient information extraction: Model architecture, fine-tuning strategy, and multi-task instruction tuning",2026,JOURNAL OF BIOMEDICAL INFORMATICS,0,10.1016/j.jbi.2026.105034,Article,,WOS:001740126400001,Q7;Q8
"Yerra, C; Teeparthi, K; Ramavathu, SN; Rao, SNVB; Kumar, YVP; Mallipeddi, R",A study on challenges and solutions in artificial intelligence-driven demand side optimization and security enhancement for smart grids,2026,COMPUTERS & ELECTRICAL ENGINEERING,3,10.1016/j.compeleceng.2025.110779,Article,,WOS:001606828800001,Q3
"Hays, H; Richardson, WJ",A survey of LLMs in drug discovery and precision medicine,2026,FRONTIERS IN DRUG DISCOVERY,0,10.3389/fddsv.2026.1854899,Review,,WOS:001866547900001,Q3
"Anter, F; El Mendili, F; Benamar, N; Mrani, N; Fattah, M",A survey of blockchain-based solutions for secure social networks,2026,SCIENTIFIC AFRICAN,0,10.1016/j.sciaf.2026.e03233,Article,,WOS:001684289700001,Q3
"Wu, YX; Luo, CW; Wang, JR; Wang, Y; Jiang, YS; Yao, ZH",A survey of large language models for urban traffic signal control,2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.132998,Article,,WOS:001794856400002,Q8
"Althunayyan, M; Javed, A; Rana, O",A survey of learning-based intrusion detection systems for in-vehicle networks,2026,COMPUTER NETWORKS,3,10.1016/j.comnet.2026.112031,Article,,WOS:001682385500001,Q3
"Chahine, K; El Nashef, GZ; Karim, AKA; Al Atem, M; Noura, HN; Arnaout, M",A survey of machine unlearning for electric power systems: From privacy compliance to resilient grid operations,2026,ARRAY,0,10.1016/j.array.2026.100987,Article,,WOS:001798656400001,Q3
"Qiao, Y; Sathyanarayana, NB; Shi, CW; He, ZF; Wang, T; Hou, T","A survey on adversarial machine learning: Attacks, defenses, real-world applications, and future research directions",2026,NEUROCOMPUTING,2,10.1016/j.neucom.2026.132670,Article,,WOS:001672763000001,Q3
"Salazar, T; Araujo, H; Cano, A; Abreu, PH","A survey on group fairness in federated learning: challenges, taxonomy of solutions and directions for future research",2026,ARTIFICIAL INTELLIGENCE REVIEW,8,10.1007/s10462-025-11475-5,Article,,WOS:001668906700001,Q3
"Sharmin, Z; Uddin, MP; Xiang, Y; Chen, FF","A systematic literature review on federated cyber-attack detection for edge intelligence: Challenges, approaches, and future directions",2026,COMPUTER SCIENCE REVIEW,1,10.1016/j.cosrev.2026.100965,Review,,WOS:001724403200001,Q3
"Amodu, OA; Hanapi, ZM; Mahmood, RAR; Jarray, C; Saif, FA; Althumali, H; Bukar, UA; Adam, MS",A systematic mapping and review on machine learning for non-terrestrial networks assisted Internet of Things: Enabling technologies,2026,ICT EXPRESS,3,10.1016/j.icte.2026.01.002,Review,,WOS:001717293200001,Q3
"Mahbub, MJA; Dipu, SA; Hasan, R; Ul Islam, MF; Hasan, MM; Tahsin, A; Alam, MGR; Uddin, MZ",A systematic review and unified multi-perspective conceptual synthesis of contemporary machine learning paradigms,2026,PEERJ COMPUTER SCIENCE,0,10.7717/peerj-cs.3905,Review,,WOS:001798794800001,Q3
"Santos, S; Ottoni, ALC; Borgo, R; Ferreira, D; Nepomuceno, E",A systematic review of Green Machine Learning: practices and challenges for sustainability,2026,ARTIFICIAL INTELLIGENCE REVIEW,0,10.1007/s10462-026-11515-8,Article,,WOS:001734679600001,Q3;Q10
"Zhao, ZH; Alzubaidi, L; Alwzwazy, HA; Zhang, JL; Alammar, Z; Gu, YT","A systematic review of artificial intelligence-driven decentralized learning in healthcare: emerging techniques, applications, challenges and future directions",2026,ARTIFICIAL INTELLIGENCE REVIEW,3,10.1007/s10462-026-11540-7,Article,,WOS:001772767000001,Q3
"Roy, FRV; Joseph, A; Mohankumar, M; Vedhashree, SK",A systematic review of congestion management strategies in renewable-integrated power systems,2026,ELECTRICAL ENGINEERING,0,10.1007/s00202-025-03477-x,Article,,WOS:001666004800008,Q3
"Al-Bataineh, B; Schindler, S; Peters, D; Paradies, M; Pohl, M",A systematic review of federated statistical heterogeneity in UAV applications,2026,CEAS AERONAUTICAL JOURNAL,2,10.1007/s13272-025-00865-8,Article,,WOS:001568869000001,Q3
"Vijayalakshmi, D; Nagarajan, B",A systematic review of machine learning and deep learning approaches for gastrointestinal cancer diagnosis,2026,PEERJ COMPUTER SCIENCE,0,10.7717/peerj-cs.3859,Article,,WOS:001811506500001,Q3
"Al-Shanoon, A; Sykes, ER; Nazari, H",A systematic review of machine learning approaches for phonocardiogram classification,2026,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,0,10.1080/10255842.2026.2690183,Article; Early Access,,WOS:001799707100001,Q3
"Rahman, A","A systematic review of vision language models: Comprehensive analysis of architectures, applications, datasets and challenges towards robust multimodal intelligence",2026,ARRAY,2,10.1016/j.array.2026.100739,Review,,WOS:001720721400001,Q4
"Pandey, K; Shukla, P; Bhakar, S; Tekchandani, H; Mittal, R",A systematic review on machine learning deep learning and IoT for water quality prediction,2026,DISCOVER SUSTAINABILITY,0,10.1007/s43621-026-03756-y,Review,,WOS:001848127100002,Q3
"Sum, ASI; Pritee, ZT; Saha, AK; Mahmud, MA; Nur, K",A systematic review on privacy preservation in federated learning,2026,INTERNATIONAL JOURNAL OF INFORMATION SECURITY,2,10.1007/s10207-026-01229-x,Article,,WOS:001706157200001,Q3
"Sivakumar, E; Ganesan, G; Premkumar, R; Rani, RHJ; Srinivasan, K",A systematic review on the current scenarios and future frontiers for securing smart grid systems,2026,DISCOVER COMPUTING,0,10.1007/s10791-026-10348-x,Review,,WOS:001853936000003,Q3
"Tong, S; Liu, H; Guo, RY; Tian, XQ; Wang, WQ; Xin, J; Liu, D; Zhang, YM",A text-based knowledge-embedded soft sensing modeling approach for industrial process tasks based on large language model,2026,CONTROL ENGINEERING PRACTICE,0,10.1016/j.conengprac.2026.107208,Article,,WOS:001852791200001,Q8
"Jimenez-Gutierrez, DM; Hassanzadeh, M; Anagnostopoulos, A; Chatzigiannakis, I; Vitaletti, A",A thorough assessment of the non-IID data impact in federated learning,2026,JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION,2,10.1016/j.jii.2025.101052,Article,,WOS:001658311400001,Q3
"Wang, GX; Zeng, JY; Cui, EM; Zheng, B; Jia, XD; Wen, J; Hu, MQ; Qin, CB",A transfer learning-based approach for pheochromocytoma and surrounding multi-organ segmentation in abdominal CT images,2026,KNOWLEDGE-BASED SYSTEMS,0,10.1016/j.knosys.2026.116841,Article,,WOS:001852793300001,Q4
"Ram, A; Chakraborty, SK",A trust-aware blockchain-assisted framework for federated intrusion detection in software-defined networks,2026,COMPUTER NETWORKS,0,10.1016/j.comnet.2026.112360,Article,,WOS:001765690900001,Q10
"Liu, X; Zhang, C; Ma, QY; Qiu, DW; Dong, ZY; Zhu, JG",A trustworthy hybrid human-LLM assisted safe reinforcement learning method for distribution network operation,2026,APPLIED ENERGY,0,10.1016/j.apenergy.2026.128389,Article,,WOS:001823345400001,Q3
"Umar, S; Alagha, A; Mizouni, R; Singh, S; Bentahar, J; Otrok, H",A two-sided client-server matching mechanism for resilient Federated Learning,2026,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,1,10.1016/j.jnca.2026.104476,Article,,WOS:001722732600001,Q3
"Aksu, IÖ; Ghaemi, S; Anvari-Moghaddam, A",A two-stage deep learning approach for accurate day-ahead electricity price forecasting,2026,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,7,10.1016/j.engappai.2025.112721,Article,,WOS:001674534200001,Q3
"Wu, ZW; Cheng, DL; Sun, CZ; Li, ZL; Chen, J; Lan, T",A two-stage hybrid-computing framework for generating metro-style tourist maps: integrating a fine-tuned LLM with geospatial optimization,2026,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,0,10.1080/13658816.2026.2699203,Article; Early Access,,WOS:001821399500001,Q8
"Liu, L; Pei, T; Wang, XY; Liu, TY; Fang, ZD; Sun, RY; Jiang, LF; Wang, X; Song, C",A unified LLM-assisted framework for extracting and classifying geographical study areas from article metadata,2026,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,0,10.1080/13658816.2026.2686261,Article; Early Access,,WOS:001795696600001,Q8
"Liao, CR; Chen, ZY",A unified RepVGG model factory with plug-in SE attention and GeM pooling for fine-grained agricultural classification,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-51099-5,Article,,WOS:001815153200010,Q5
"Sun, SG; Chen, JL; Zhang, B; Jiao, XR; Guo, L; Chen, ZM",A unified cross-task recommendation paradigm with mixture-of-experts routing mechanism,2026,HIGH-CONFIDENCE COMPUTING,0,10.1016/j.hcc.2026.100404,Article,,WOS:001796509800001,Q8
"Kupwiwat, CT; Ohsaki, M",A unified evaluation framework for reinforcement learning paradigms in bi-objective truss optimization,2026,ADVANCED ENGINEERING INFORMATICS,1,10.1016/j.aei.2026.104750,Article,,WOS:001760568900001,Q3
"Patil, SS; Moorthy, V",A unified framework for integrated prediction and personalized management of hormonal and mental health disorders,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,0,10.1016/j.bspc.2026.111065,Article,,WOS:001841796700002,Q3
"Alshammari, A","A unified low-carbon cybersecurity framework integrating energy-efficient intrusion detection, lightweight cryptography, and carbon-aware scheduling for edge-cloud architectures",2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-44260-7,Article,,WOS:001730920400008,Q10
"Zhang, CS; Liao, W",A validation-driven training controller for cross-lingual biomedical NER via reinforcement learning-based adaptive loss weighting,2026,JOURNAL OF BIOMEDICAL INFORMATICS,0,10.1016/j.jbi.2026.105073,Article,,WOS:001811300300001,Q9
"Ke, W; Xie, HY; Zhou, TP; Zhang, XY; Yang, XY",A verifiable and collusion-resistant privacy-preserving federated learning scheme for non-IID data,2026,COMPUTER JOURNAL,0,10.1093/comjnl/bxag032,Article; Early Access,,WOS:001743048200001,Q3
"Song, ZY; Huang, ZJ; Cai, YP",A verifiable privacy-preserving federated learning scheme based on homomorphic proxy re-encryption,2026,INFORMATION SCIENCES,2,10.1016/j.ins.2025.122875,Article,,WOS:001624864600001,Q3
"Mao, YJ; He, GJ; Wang, GZ; Yin, RY; Chen, ZY; Guan, B; Zhang, HX; An, SH",A vision-language model-driven spatiotemporal alignment framework for mitigating cross-sensor inconsistencies in real-world remote sensing image super-resolution,2026,INTERNATIONAL JOURNAL OF DIGITAL EARTH,0,10.1080/17538947.2026.2709186,Article,,WOS:001849897000001,Q5
"Zhou, GD; Ren, GC; Cheng, YY; Guo, LH; Li, J; Liu, TQ; Zhang, GJ; Chen, TY; Zheng, YB; Liu, CT; Wang, L; Xu, HB; Feng, BB; Xu, SX; Meng, LX; Wu, WW; Yuan, MM",A wearable electrochemical aptamer platform based on microneedles for continuous real-time multiplexed hormone monitoring to advance hormone-related health management,2026,BIOSENSORS & BIOELECTRONICS,0,10.1016/j.bios.2026.119023,Article,,WOS:001830486600001,Q3
"Parvej, R; Kamal, AHM; Bulbul, AA; Aloteibi, S; Moni, MA",A weighted federated learning framework for privacy-preserving EEG-based diagnosis of major depressive disorder,2026,SIGNAL PROCESSING,0,10.1016/j.sigpro.2026.110670,Article,,WOS:001768919900001,Q3
"Incidelen, M; Aydogan, M",A workflow-oriented and risk-aware system for Turkish legal named entity recognition: integrating transformer-based models with legal knowledge graphs,2026,JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,0,10.1007/s44443-026-00915-z,Article,,WOS:001844223700001,Q9
"Emati, JHM; Tchendji, VK; Djam-Doudou, M",A zero-trust decentralized identifier specification based machine learning against cyber-attacks in blockchain based self-sovereign identity,2026,JOURNAL OF CLOUD COMPUTING-ADVANCES SYSTEMS AND APPLICATIONS,2,10.1186/s13677-026-00862-0,Article,,WOS:001702920200001,Q3
"Xie, TX; Gai, KK; Yu, J; Zhu, LH",A2-DIDM: Privacy-Preserving Accumulator-Enabled Auditing for Decentralized Identity of DNN Model,2026,IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,0,10.1109/TDSC.2026.3685897,Article,,WOS:001817275900020,Q3
"Gao, XS; Wang, JY; Zhang, ZK; Chen, JL; Cheng, P; Chen, JM",A2E: Black-Box Anti-Adversarial Example Based Watermarking to Verify Federated Unlearning,2026,IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,0,10.1109/TDSC.2025.3598987,Article,,WOS:001663382300033,Q3
"Mondal, S; Shrivastava, AR; Lohar, J; Chakraborty, S",AASC: Activity-Adjusted Stake Consensus for Scalable IoT Blockchains,2026,"PROCEEDINGS OF THE 27TH INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING AND NETWORKING, ICDCN 2026",1,10.1145/3772290.3772307,Proceedings Paper,,WOS:001696550500006,Q3
"Yang, CF; Yang, BH; Li, J; Wang, XJ; Li, JQ; Zhang, YD; Chen, Y; Cangelosi, A; Xiang, WT",ABVnet: Adapter-based fine-tuning Bimodal ViTs network for Dynamic Facial Expression Recognition in-the-wild,2026,INFORMATION FUSION,1,10.1016/j.inffus.2025.103959,Article,,WOS:001627496500002,Q4
"Pais, V; Rao, STS; Muniyal, B",ACFL: adaptive contribution-based federated learning for privacy-preserving healthcare collaboration in cross-silo environments,2026,ENGINEERING RESEARCH EXPRESS,0,10.1088/2631-8695/ae416c,Article,,WOS:001828342500001,Q3
"Mowla, NI; Thar, K; Abedin, SF; Mahmood, A; Han, Z; Gidlund, M; Fahria, K; Giapantzis, K; Lalas, A; Rosell, J; Moghadam, MH",ACHILLES: A Machine Learning Framework for Explainable and Generalized Automotive Intrusion Detection System,2026,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,0,10.1109/TITS.2026.3688299,Article,,WOS:001772982900001,Q3
"Huang, J; Zhao, YK; Li, YH; Dai, ZT; Chen, C; Lai, QY",ACM-UNet: Adaptive integration of CNNs and Mamba for efficient medical image segmentation,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,3,10.1016/j.bspc.2026.110587,Article,,WOS:001769676200001,Q4
"Liu, CC; Yang, CH; Ma, J",ACTIC: A Large Language Model-Based Method for Threat Intelligence Perception,2026,IET COMMUNICATIONS,0,10.1049/cmu2.70162,Article,,WOS:001744838600001,Q8
"Chen, JE; Wu, D; Ma, QQ; Zhao, Z; Wu, YF; Ren, YY; Zheng, YC",ACTNet: Adapting CNN-Transformer-based foundation model for remote sensing change detection,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.114066,Article,,WOS:001791209000001,Q4
"Wang, ZH; Wang, X; Tang, YW; Li, DR; Yang, M; Wu, XM",AD2-pFed: Personalized Federated Learning Based on Adaptive Bilateral Distillation with Diffusion Models,2026,"KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT, KSEM 2025, PT II",0,10.1007/978-981-95-3052-6_11,Proceedings Paper,,WOS:001717871000011,Q3
"Li, ML; Ye, P; Zhang, L; Bai, BZ; Chen, T",ADAPTER-X: A general parameter-efficient fine-tuning framework for 2D and 3D vision,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.133113,Article,,WOS:001705948400001,Q4
"Mohan, G; Shanmugavel, TR",ADeepCRF: real-time threat detection in IoT network using blockchain-based advanced proof of authority and adaptive deep conditional random fields,2026,SCIENTIFIC REPORTS,1,10.1038/s41598-026-45701-z,Article,,WOS:001790456000023,Q3
"Orabi, MM; Emam, O; Fahmy, H",AFLBCRS: Blockchain-Enabled Federated Learning with Ring Signatures,2026,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,0,,Article,,WOS:001741495700001,Q3
"Zhang, XY; Jin, H; Guo, PY",AFedGAN: Adaptive Federated Learning with Generative Adversarial Networks for Non-IID Data,2026,"INFORMATION AND COMMUNICATIONS SECURITY, ICICS 2025, PT II",0,10.1007/978-981-95-3543-9_17,Proceedings Paper,,WOS:001688853900017,Q3
"Salman, M; Din, MU; Hussain, I",AGRI-BT robot: LLM-driven behaviour trees and VLM perception for intelligent autonomous greenhouse operations,2026,SMART AGRICULTURAL TECHNOLOGY,1,10.1016/j.atech.2026.102298,Article,,WOS:001808215400001,Q8
"Wang, LL; Xiang, YMH; Chen, C; Yang, HL",AGS-Net: Dynamic feature fusion and boundary aggregation for generalized segmentation,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.133870,Article,,WOS:001766348800001,Q4
"Yevle, DV; Mann, PS; Kumar, D",AI Based Diagnosis of Chronic Obstructive Pulmonary Disease: Acomparative Review,2026,ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,2,10.1007/s11831-025-10382-w,Review,,WOS:001562521200001,Q3
"Wei, ZN; Zhang, LL; Zhang, GS",AI Multi-Modal and Game Data Fusion System for Player Preference Extraction and Game Advertisement Material Generation,2026,"HCI INTERNATIONAL 2026 POSTERS, HCII 2026, PT II",0,10.1007/978-3-032-30816-0_38,Proceedings Paper,,WOS:001853343100038,Q4
"Kavyashree, M; Shanakraiah",AI Optimized Data Migration Strategies for 6G Heterogeneous Network,2026,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,0,10.1002/dac.70451,Article,,WOS:001711619400011,Q3
"Tulaskar, DP; Sindhu, B; Chakole, N; Parteki, R; Leema, AA; Balakrishnan, P; Avthanka, A; Girhe, R; Kulkarni, MB; Bhaiyya, M","AI and ML empowering 5G and shaping the 6G future: Models, metrics, architectures, and applications",2026,ICT EXPRESS,4,10.1016/j.icte.2025.11.024,Article,,WOS:001690392000001,Q3
"Basak, S","AI and Machine Learning for Proteomics-Driven Drug Discovery: Methods, Tools, and Best Practices",2026,CURRENT ISSUES IN MOLECULAR BIOLOGY,6,10.3390/cimb48050532,Review,,WOS:001774294600001,Q3
"Bekkuliyev, M; Peco, C",AI and mechanics driving the rise of bio-inspired robotic swarms,2026,"BIOLOGICALLY INSPIRED MATERIALS, PROCESSES, AND SYSTEMS, BIMPS 2026",0,10.1117/12.3089992,Proceedings Paper,,WOS:001820122100012,Q3;Q6
"Barroso-Fernández, C; Zahir, A; Picazo-Martínez, P; de la Oliva, A; Bernardos, CJ",AI as a Service for Intelligent Mobile Networks: Extending Network Data Analytics Functions,2026,IEEE COMMUNICATIONS STANDARDS MAGAZINE,1,10.1109/MCOMSTD.2026.3657507,Article,,WOS:001682772600001,Q10
"Khattak, BHA; Rashid, CH; Shafi, I; Alfarhood, S; Safran, M; Ashraf, I",AI crypto trading: multi-class multi-granular analysis for boosting high-frequency trade predictions with fibonacci and hybrid convolutional neural networks,2026,JOURNAL OF BIG DATA,1,10.1186/s40537-026-01372-1,Article,,WOS:001712396000001,Q3
"Arcot, PJ; Basheela, NH; Datta, SS; Kumar, K; Sachdev, S",AI in Transfusion Medicine: A Scoping Review with Bibliography,2026,INDIAN JOURNAL OF HEMATOLOGY AND BLOOD TRANSFUSION,1,10.1007/s12288-026-02441-4,Review; Early Access,,WOS:001765142900001,Q3
"Roy, P; Das, D; Prasad, B; Sen, A; Mandal, AK",AI in food safety and traceability: legal and ethical dimensions of next-generation food systems,2026,CURRENT OPINION IN FOOD SCIENCE,0,10.1016/j.cofs.2026.101436,Review,,WOS:001825567700001,Q3
"Angeline, J; Janney, JB; Arvind, N",AI innovations for ovarian and endometrial cancer diagnosis: Methodological challenges and engineering roadmap,2026,CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,0,10.1016/j.critrevonc.2026.105298,Review,,WOS:001733007000001,Q3
"Hassan, NW; Khalil, MI; Abbas, HM",AI meets SR: a survey on enhancing segment-routing performance with artificial intelligence,2026,TELECOMMUNICATION SYSTEMS,0,10.1007/s11235-026-01493-1,Article,,WOS:001832620400001,Q3
"Wibawa, AP; Herdianto, R; Handayani, AN; Utama, ABP; Aripriharta; Dwiyanto, FA; Drezewski, R",AI without borders: The rise of cross-disciplinary machine learning,2026,TELEMATICS AND INFORMATICS REPORTS,0,10.1016/j.teler.2026.100294,Article,,WOS:001676558400001,Q3
"Rojek, I; Kotlarz, P; Mikolajewski, D",AI-Based Autonomous Security for Cyber-Physical Systems 2.0 in IoT Ecosystems-A Narrative Review,2026,ELECTRONICS,0,10.3390/electronics15153339,Review,,WOS:001846719600001,Q3;Q6
"Nikolaidis, A; Voulgaridis, A; Strouthopoulos, C; Chatzis, V",AI-Boosted Affective Real-Time Educational Software Adaptation,2026,APPLIED SCIENCES-BASEL,1,10.3390/app16094117,Article,,WOS:001763306000001,Q5
"Ahmed, M; Yuan, JS",AI-Controlled Modular Decoy Generation for Reconstruction-Resistant Hybrid and Multi-Cloud Storage Systems,2026,ELECTRONICS,0,10.3390/electronics15061231,Article,,WOS:001725329700001,Q10
"Kottala, V; Al-Sinayyid, A; Adewumi, S; Khamboo, L; Mannuru, V; Gilliland, J",AI-Driven Analysis of Cybersecurity Threats and Defense Mechanisms in 5G Networks,2026,"AI REVOLUTION: RESEARCH, ETHICS AND SOCIETY, RES 2025, PT II",0,10.1007/978-3-032-12930-7_19,Proceedings Paper,,WOS:001758849500019,Q3
"Ramkumar, G; Mavaluru, D; Saviour, M; Logashanmugam, E; Nancy, P; Thiyagarajan, A",AI-Driven Cognitive Routing and Delay-Aware Packet Scheduling for Next-Generation Wireless Sensor Networks,2026,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,0,10.1002/dac.70475,Article,,WOS:001734365500005,Q3
"Annareddy, P; Noori, A; Kollipara, D; Manda, P",AI-Driven Dental Procedure Coding: A Multi-Model Framework for CDT Extraction from Clinical Text,2026,DENTISTRY JOURNAL,0,10.3390/dj14060339,Article,,WOS:001803721500001,Q1;Q8
"Alva, RGS; Núñez, M; Del Alamo, CL; Arista, JM",AI-Driven Generation of Old English: A Framework for Low-Resource Languages,2026,BIG DATA AND COGNITIVE COMPUTING,1,10.3390/bdcc10050145,Article,,WOS:001774783300001,Q1;Q8
"Arinze, SN; Nwajana, AO",AI-Driven Hybrid Battery-Supercapacitor Systems for Electric Vehicles: Performance Analysis and Opportunities,2026,WORLD ELECTRIC VEHICLE JOURNAL,0,10.3390/wevj17070380,Review,,WOS:001833768200001,Q3
"Sonpim, P; Thepsutham, T; Susansuk, P; Chaisirithungnaklang, T; Chamniprasart, K; Pechbooranin, A",AI-Driven Industrial Robotic Sorting with Real-Time Object Detection and PLC Control for Smart Manufacturing,2026,"2026 12TH INTERNATIONAL CONFERENCE ON AUTOMATION, ROBOTICS AND APPLICATIONS, ICARA",0,10.1109/ICARA69401.2026.11480356,Proceedings Paper,,WOS:001835415600041,Q5
"Foti, R; Storti, G; Palmesano, M; Calicchia, A; Foti, R; Ciprandi, G; Cervelli, G; Scioli, MG; Orlandi, A; Cervelli, V",AI-Driven Innovations for Quality Control and Standardization: Future Strategies in Adipose-Derived Stem Cell Manufacturing,2026,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,3,10.3390/ijms27052388,Review,,WOS:001713632200001,Q3
"Bhosale, YH","AI-Driven Meteorology for Weather Detection, Classification, Nowcasting and Forecasting (1991-2025): A Comprehensive Review of Deep Learning and Machine Learning Approaches",2026,NATIONAL ACADEMY SCIENCE LETTERS-INDIA,0,10.1007/s40009-026-02154-2,Article; Early Access,,WOS:001747306800001,Q3
"Asif, HM; Alhammadi, A; Tarhuni, N; Bait-Suwailam, MM",AI-Driven Mobility Management in 5G and 6G Wireless Networks: A Survey,2026,FUTURE INTERNET,0,10.3390/fi18080425,Review,,WOS:001859847000001,Q3
"Zahid, M; Munir, HM; Adeel, M; Alromithy, FS; Altimania, MR; Zaitsev, I","AI-Driven Optimization Techniques for Power Quality Improvement in Microgrids: Trends, Techniques, and Future Directions",2026,ENERGY SCIENCE & ENGINEERING,6,10.1002/ese3.70342,Review,,WOS:001606414200001,Q3
"Aljabali, AAA; Obeid, M; Gammoh, O; Alshaer, W; Qnais, E; Alqudah, A; Mishra, V; Mishra, Y; El-Tanani, M",AI-Driven Precision Medicine for Lysosomal Storage Diseases,2026,CURRENT BIOINFORMATICS,0,10.2174/0115748936389384251201083618,Review; Early Access,,WOS:001769385400001,Q3
"Li, J; Wang, CX; Liu, YH",AI-Driven Virtual Power Plants: A Comprehensive Review,2026,ENERGIES,2,10.3390/en19041084,Review,,WOS:001700072900001,Q3;Q6
"Wang, XL; Lei, ZF",AI-Empowered Immersive Simulation Talent Training Mode for Vocational Art Design,2026,INTERNATIONAL JOURNAL OF GAMING AND COMPUTER-MEDIATED SIMULATIONS,0,10.4018/IJGCMS.418737,Article,,WOS:001849609900001,Q8
"Aydeger, A; Zeydan, E; Kurt, A",AI-Enabled Cloud-Edge-IoT Continuum for Hyper-Distributed and Trustworthy Applications,2026,"2026 35TH WIRELESS AND OPTICAL COMMUNICATIONS CONFERENCE, WOCC",0,10.1109/WOCC69802.2026.11556173,Proceedings Paper,,WOS:001819327300009,Q3
"Parveen, T; Khan, R; Saeed, U; Koo, I",AI-Enabled Human Activity RecognitionBridging Contact-Based and RF-Based Contactless Sensing Paradigms: A Review,2026,IEEE SENSORS JOURNAL,1,10.1109/JSEN.2026.3671464,Review,,WOS:001741014600014,Q3
"L, B; Suman, S; Singh, S; Assaf, M",AI-Enabled Zero Trust Model for Cyberattack Mitigation in Decentralized 6G Network,2026,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,0,10.1002/dac.70465,Article,,WOS:001734365500001,Q3
"Alamir, R; Noor, A; Almukhalfi, H; Almukhlifi, R; Noor, TH","AI-Enhanced Cybersecurity in Edge Computing: Threats, Solutions, and Future Directions",2026,ACM COMPUTING SURVEYS,0,10.1145/3801741,Article,,WOS:001851477100001,Q3
"Jain, S; Kumar, A","AI-HealthChain: A Blockchain and Artificial Intelligence-Integrated Framework for Secure Healthcare IoT with Enhanced Performance, Energy Efficiency, and Safety",2026,COGNITIVE COMPUTATION,0,10.1007/s12559-026-10616-4,Article,,WOS:001795423800001,Q3
"Lach, L","AI-Powered Digital Twins for Building Energy Management: Modeling Frameworks, Validation and Uncertainty Quantification, Smart Grid Integration, and Deployment Roadmap",2026,SUSTAINABILITY,0,10.3390/su18136908,Review,,WOS:001817951000001,Q3
"Shoaib, M; Mohmand, MI; Sayed, N; Khan, I; Jan, S; Lee, IE","AI-Powered Human Resource Management System for Hospitals: Enhancing Workforce Planning, Scheduling, and Performance Evaluation",2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3688762,Article,,WOS:001808950900008,Q3
