Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID,matched_queries
Jangra R.; Sharma A.; Gopi A.; Bisht A.; Singh M.; Pandey P.,A Study on Research Trends in Machine Learning based WSN Security Monitoring,2026,"Proceedings of the 2026 13th International Conference on Computing for Sustainable Global Development, INDIACom 2026",0,10.23919/INDIACom70271.2026.11525863,Conference paper,,2-s2.0-105041856870,Q3
Son K.-Y.; Joung H.-K.,A Study on the Development of an Automatic Counter Based on Artificial Intelligence Object Recognition; [인공지능 객체인식 기반 자동 계수기 개발에 관한 연구],2026,Transactions of the Korean Institute of Electrical Engineers,0,10.5370/KIEE.2026.75.3.690,Article,,2-s2.0-105040348066,Q3
Becker C.; Peregrina J.A.; Beccard F.; Mohr M.; Zirpins C.,A Study on the Efficiency of Combined Reconstruction and Poisoning Attacks in Federated Learning,2026,Journal of Data Science and Intelligent Systems,0,10.47852/bonviewJDSIS52023970,Article,All Open Access; Gold Open Access,2-s2.0-105046295212,Q3
Zhao L.; Ma L.; Wang X.; Wang J.; Ye B.; Xiong C.,A Supervised Learning-Based Early Warning Model for Learning Risk in the Teaching Process,2026,"2026 9th International Symposium on Big Data and Applied Statistics, ISBDAS 2026",0,10.1109/ISBDAS69350.2026.11484379,Conference paper,,2-s2.0-105038058693,Q3
Gupta K.R.; Barthwal A.; Abdullah M.; Rawat A.S.,A Survey Paper on Decentralized Blockchain-Based Voting System with AI-ML Based Behavioral Analysis,2026,"Proceeding - 2026 IEEE 6th International Conference on Computing, Power, and Communication Technologies, IC2PCT 2026",0,10.1109/IC2PCT68894.2026.11584354,Conference paper,,2-s2.0-105045243963,Q3
Shukla P.; Patel S.,A Survey Paper on Enhancing Privacy and Security in Decentralized Healthcare with Federated Learning and Blockchain,2026,"17th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2026",0,,Conference paper,,2-s2.0-105047252789,Q3
Kumar S.; Mohan J.,A Survey and Taxonomy of Vision-based Multimodal Interfaces for Enhanced Context-Aware System Design in Human-Computer Interaction,2026,"7th International Conference on Inventive Research in Computing Applications, ICIRCA 2026 - Proceedings",0,10.1109/ICIRCA69024.2026.11570479,Conference paper,,2-s2.0-105044183215,Q3
Das S.; Ghos T.C.; Khan M.A.; Chandra P.; Bino J.; Venkateswara U.; Immanuel K.,A Survey of Artificial Intelligence Applications in Waste Management Systems,2026,"2026 IEEE 2nd International Conference on Quantum Photonics, Artificial Intelligence and Networking, QPAIN 2026",0,10.1109/QPAIN69676.2026.11545749,Conference paper,,2-s2.0-105042728108,Q3
Mahmud F.; Mahmud F.; Rahman R.M.,"A Survey of Federated Learning: Advances in Architecture, Synchronization, and Security Threats",2026,"Computers, Materials and Continua",2,10.32604/cmc.2025.073519,Review,All Open Access; Gold Open Access,2-s2.0-105027566719,Q3
Seddiki L.; Lagha A.F.; Lendak I.,"A Survey of IoMT Datasets: Availability, Applications, and Research Insights",2026,"IEEE International Conference on Computational Intelligence and Cybernetics, ICCC",0,10.1109/ICCC68994.2026.11511640,Conference paper,,2-s2.0-105041979547,Q3
Zobair F.; Ozaif M.; Mustajab S.; Alam M.; Khan I.,"A Survey of IoT-Assisted Healthcare Systems: Machine Learning Techniques, Security Challenges, and Future Directions",2026,"2026 International Conference on Intelligent Systems in Engineering, Secured Systems and Cybersecurity, ICISESSC 2026",0,10.1109/ICISESSC68634.2026.11542631,Conference paper,,2-s2.0-105042390711,Q3
Georgian I.; Zamfirel T.A.; Goga N.; Crăciunescu R.,A Survey of Machine Learning Approaches to IoT Security,2026,Algorithms,0,10.3390/a19050384,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040123908,Q3
Raj S.S.; Mathai P.P.,"A Survey of Machine Learning and Deep Learning Approaches for Crop Yield Prediction: Methods, Data Sources, and Open Challenges",2026,"Proceedings of 4th International Conference on Computing, Communication, Security and Intelligent Systems, IC3SIS 2026",0,10.1109/IC3SIS69949.2026.11608334,Conference paper,,2-s2.0-105046235407,Q3
Thivaios S.; Kostopoulos G.; Stefani A.; Kotsiantis S.,"A Survey of Machine Learning and Deep Learning for Financial Fraud Detection: Architectures, Data Modalities, and Real-World Deployment Challenges",2026,Algorithms,1,10.3390/a19050354,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040083224,Q3
Molose R.; Isong B.,"A Survey of Multi-Layer IoT Security Using SDN, Blockchain, and Machine Learning",2026,Electronics (Switzerland),1,10.3390/electronics15030494,Review,All Open Access; Gold Open Access,2-s2.0-105030061048,Q3
Pierron A.; Lahire T.,A Survey of Reinforcement Learning for Autonomous Air Combat: Current Progresses and Limitations,2026,AAMAS 2026 - Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,0,10.65109/GEMF4800,Conference paper,,2-s2.0-105041405189,Q7
Jiang Y.; Yang Z.-H.; Su X.-H.; Huang S.; Wang T.-T.,A Survey of Source Code Vulnerability Detection Methods Based on Large Language Models; [基于大语言模型的源代码漏洞检测方法综述],2026,Jisuanji Xuebao/Chinese Journal of Computers,0,10.11897/SP.J.1016.2026.01385,Review,,2-s2.0-105044910701,Q7
Chatzieleftheriou C.; Liotou E.,A Survey on AI for 6G: Challenges and Opportunities,2026,IEEE Open Journal of the Communications Society,6,10.1109/OJCOMS.2026.3677293,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034178401,Q3
Ibrahim R.W.; Rodrigues T.K.; Kato N.; Ariyoshi M.; Hasegawa Y.,A Survey on AI-Empowered High-Frequency and FSO-Enabled Mobile Edge Computing in Non-Terrestrial Networks for 6G,2026,IEEE Transactions on Cognitive Communications and Networking,0,10.1109/TCCN.2026.3706515,Article,,2-s2.0-105043350451,Q3
Deng J.; Chen H.; Jiang Z.; Wong R.C.-W.; Ngai E.C.H.,"A Survey on Causality with Federated Learning: Challenges, Techniques, and Applications",2026,ACM Transactions on Knowledge Discovery from Data,0,10.1145/3799419,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105042168168,Q3
Zhao P.; Su N.; Wang Y.; Sun S.; Li X.,"A Survey on Collaboration Computing for Industrial Internet of Things: Digital Twin, Federated Learning, and Swarm Learning",2026,IEEE Internet of Things Journal,1,10.1109/JIOT.2025.3633747,Review,,2-s2.0-105022448241,Q3
Bose J.T.; Surya C.K.; Panachakel J.T.; Anusha S.P.,A Survey on Deep Learning Techniques for Dementia Detection Using EEG Signals,2026,"Proceedings of the 5th International Conference on Sentiment Analysis and Deep Learning, ICSADL 2026",0,10.1109/ICSADL67539.2026.11451995,Conference paper,,2-s2.0-105036496871,Q3
You C.; Cheng H.; Wu M.; Hu Z.; Wang R.; Gong Y.,A Survey on Distributed Signal Processing for the Low-Altitude Economy; [面向低空经济的分布式信号处理],2026,Journal of Signal Processing,1,10.12466/xhcl.2026.01.010,Article,,2-s2.0-105030119010,Q3;Q7
Umorya P.; Dhingra M.,A Survey on Emerging Trends and Challenges in Machine Learning-Based Anomaly Detection for Cyber-Physical Systems,2026,"2026 1st International Conference on AI, Data Science, Cyber Security and Smart Manufacturing for Sustainable Development, ICADCS 2026",0,10.1109/ICADCS70036.2026.11583052,Conference paper,,2-s2.0-105045697923,Q3
Vanitha R.; Thenmozhi M.,A Survey on Hybrid Deep Learning Models for Secure Healthcare Monitoring Using Edge Computing,2026,"Proceedings of the 2026 International Conference on Emerging Trends in Information, Communication and Systems, ICETICS 2026",0,10.1109/ICETICS69505.2026.11651226,Conference paper,,2-s2.0-105048799689,Q3
Singh Y.P.; Saffari M.; Mokhtari M.; Adhikari I.,A Survey on Intelligent Recommendation Systems for Electric Vehicles Charging Stations,2026,IET Energy Systems Integration,0,10.1049/esi2.70055,Review,All Open Access; Gold Open Access,2-s2.0-105049471346,Q3
Zhong X.; Liao Y.,A Survey on Key Technologies and Applications of Semantic Communication for Vehicular Networks,2026,Vehicles,0,10.3390/vehicles8070153,Review,All Open Access; Gold Open Access,2-s2.0-105045985996,Q7
Bajoria S.; Kanrar S.; Pandey H.; De P.; Akash A.; Hassija V.; Chamola V.,A Survey on LLM-Enabled UAV Digital Twins for Internet of Vehicles Systems,2026,IEEE Open Journal of Vehicular Technology,2,10.1109/OJVT.2026.3699572,Article,All Open Access; Gold Open Access,2-s2.0-105041161748,Q3
Awan S.M.; Khan H.; Shahid F.,A Survey on Machine Learning-Based IoT Classification and Fingerprinting,2026,"2026 International Conference on Information Science and Communication Technology, ICISCT 2026",0,10.1109/ICISCT67740.2026.11576468,Conference paper,,2-s2.0-105044295348,Q3
More P.B.; Tiwari V.,A Survey on Privacy Preservation Techniques in Social Clustering via Federated Learning and Deep Learning,2026,International Journal of Computational Intelligence and Applications,0,10.1142/S1469026826300028,Review,,2-s2.0-105033043205,Q3
Khoder R.; Samrouth K.; Prasad P.; Ali S.A.; Bakir N.,A Survey on Recent Federated Learning Techniques in Healthcare: Challenges and Future Trends,2026,"2026 International Conference on Artificial Intelligence, Systems, and Emerging Technologies, ICAISET 2026",0,10.1109/ICAISET66439.2026.11542194,Conference paper,,2-s2.0-105042158624,Q3
Kamble A.S.; Sarda E.,A Survey on Secure Blockchain-Based Federated Learning for Privacy-Preserving Data Sharing and Protection Against Unauthorized Access,2026,International Journal on Smart Sensing and Intelligent Systems,0,10.2478/ijssis-2026-0043,Article,All Open Access; Gold Open Access,2-s2.0-105045310318,Q3
Alexiadis V.; Drakaki M.; Tzionas P.,A Sustainability-Aware Federated Graph Attention Framework for Supply Chain Process Modeling,2026,Processes,0,10.3390/pr14050781,Article,All Open Access; Gold Open Access,2-s2.0-105032749607,Q7
Huo L.; Liu Y.; Zhu X.; Zuo Y.; Yao W.; Chen X.,A Swarm Intelligent Collaboration Approach for Ultra Task Scheduling in Mega-Constellation,2026,IEEE Transactions on Mobile Computing,0,10.1109/TMC.2026.3711968,Article,,2-s2.0-105044728265,Q7
Al-Tarawneh K.; Sharieh A.; Al-Haj Baddar S.,A Systematic Literature Review of Intrusion Detection and Prevention Frameworks for Industrial Communication Protocols Using ML and DL,2026,Applied Sciences (Switzerland),1,10.3390/app16136545,Review,All Open Access; Gold Open Access,2-s2.0-105044540877,Q3
Kukkaro A.; Moreschini S.; Taibi D.; Hästbacka D.,"A Systematic Mapping of federated learning operations and features: Architecture, communication and aggregation models",2026,Journal of Systems and Software,0,10.1016/j.jss.2026.112863,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105034485167,Q3
Sireesha M.; Adepu A.,A Systematic Process of Heart Disease Detection using Federated Learning,2026,International Research Journal of Multidisciplinary Scope,0,10.47857/irjms.2026.v07i02.07656,Article,All Open Access; Gold Open Access,2-s2.0-105036521006,Q3
Taigonyrov A.; Rai H.M.; Jamwal P.; Pal A.; Razaque A.,"A Systematic Review of AI for Pulmonary Hypertension Detection: Performance, Gaps, and the Critical Need for Federated Learning",2026,Archives of Computational Methods in Engineering,0,10.1007/s11831-026-10657-w,Review,,2-s2.0-105041101692,Q3
Islam M.S.; Wang Y.; Sheng D.,"A Systematic Review of AI-Driven DC Arc Fault Detection Methods for High-Voltage Electric Vehicle Systems: Techniques, Challenges, and Future Directions",2026,International Journal of Robotics and Control Systems,0,10.31763/ijrcs.v2i1,Article,,2-s2.0-105034550588,Q3
Tian Y.; Tian Y.; Jiang Y.; Mrzljak V.,A Systematic Review of Building Energy Management and Optimization Using the Artificial Intelligence of Things (AIoT),2026,Buildings,1,10.3390/buildings16132569,Review,All Open Access; Gold Open Access,2-s2.0-105044550904,Q3
Obaido G.; Mienye I.D.; Aruleba K.; Chukwu C.W.; Esenogho E.; Modisane C.,"A Systematic Review of Contrastive Learning in Medical AI: Foundations, Biomedical Modalities, and Future Directions",2026,Bioengineering,9,10.3390/bioengineering13020176,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105031356529,Q3
Rane T.; Birajdar G.,"A Systematic Review of Contrastive Learning: Architectures, Objectives, Paradigms, and Emerging Research Directions",2026,"Proceedings of 9th International Conference on Computing Methodologies and Communication, ICCMC 2026",0,10.1109/ICCMC69250.2026.11624882,Conference paper,,2-s2.0-105047007509,Q3
Maurya P.,A Systematic Review of Convolutional Neural Networks for Multimodal MRI Brain Tumor Segmentation and Classification,2026,Archives of Computational Methods in Engineering,0,10.1007/s11831-026-10736-y,Review,,2-s2.0-105046305076,Q3
Neha; Vidhate A.V.; Padiya P.,A Systematic Review of Deep Learning Approaches for Schizophrenia Detection Using Multimodal Neuroimaging,2026,Conference Proceedngs - WcCST 2026: World Conference on Computational Science and Technology,0,10.1109/WcCST67302.2026.11496235,Conference paper,,2-s2.0-105040808321,Q3
Rao A.K.; Abhiram V.; Bhat S.; Kavan A.K.; Anto E.M.,A Systematic Review of Federated Learning Algorithms for CubeSat and LEO Satellite Systems,2026,ICKECS 2026 - Proceedings of 4th IEEE International Conference on Knowledge Engineering and Communication Systems,0,10.1109/ICKECS70176.2026.11527576,Conference paper,,2-s2.0-105041889816,Q3
Fiaz I.; Kanwal N.; Al-Said Ahmad A.,A Systematic Review of Federated and Cloud Computing Approaches for Predicting Mental Health Risks,2026,Sensors,1,10.3390/s26010229,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105027082326,Q3
Adohinzin O.; Harrath Y.,"A Systematic Review of Intrusion Detection Systems for Internet of Medical Things: Performance, Efficiency, Explainability, and Generalization",2026,Digital Threats: Research and Practice,2,10.1145/3816026,Article,All Open Access; Gold Open Access,2-s2.0-105042882675,Q3
Reddy A.S.; Shanthi S.G.; Reddy K.P.,"A Systematic Review of Intrusion Detection Systems, Challenges, and Emerging AI-Driven Solutions",2026,GSEACT 2026 - 2026 IEEE Global Symposium on Emerging and Communication Technologies,0,10.1109/GSEACT68539.2026.11620510,Conference paper,,2-s2.0-105047897248,Q3
Al-Dulaimy A.N.; Frey H.,"A Systematic Review of Machine Learning-Driven Software-Defined Wireless Sensor Networks: Architectures, Security, and Routing Trends",2026,Electronics (Switzerland),0,10.3390/electronics15163733,Review,All Open Access; Gold Open Access,2-s2.0-105048316730,Q3
Manasa D.; Bhagyalakshmi A.,A Systematic Review of Maize Leaf Disease Classification using Machine Learning,2026,"Proceedings of 2026 International Conference on Cognitive Computing and Networking Systems, ICC-CNS 2026",0,10.1109/ICC-CNS70518.2026.11605994,Conference paper,,2-s2.0-105046494695,Q3
Qader M.Y.; Abdulrahman H.; Al-Azawi M.,"A Systematic Review of Modern Intrusion Detection Systems: Challenges, Techniques, and Future Trends for Network Security",2026,International Journal of Safety and Security Engineering,0,10.18280/ijsse.160415,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105042937014,Q3
Reddy K S.; Narayana M.V.,A Systematic Review of Temporal Sequence Modeling Using Recurrent Neural Networks for Real-Time Health Monitoring Architectures and Predictive Analytics,2026,Journal of Theoretical and Applied Information Technology,0,,Article,,2-s2.0-105046863873,Q3
Zidan A.H.; Fouda M.; Fadlullah Z.M.; Ibrahem M.I.,A Systematic Survey on Cryptography-Driven Privacy in Machine Learning,2026,"2026 IEEE 2nd Secure and Trustworthy Cyberinfrastructure for IoT and Microelectronics, SATC 2026 - Conference Proceedings",0,10.1109/SATC69565.2026.11542242,Conference paper,,2-s2.0-105042269219,Q3
Bargadiya M.; Yadav D.K.,A TRUST-AWARE FEDERATED MULTI-MODEL MACHINE LEARNING FRAMEWORK FOR INTELLIGENT DDOS ATTACK DETECTION AND NETWORK SECURITY ENHANCEMENT,2026,International Journal of Computer Information Systems and Industrial Management Applications,0,10.70917/ijcisim-2026-2076,Article,All Open Access; Gold Open Access,2-s2.0-105044620509,Q3
Tran V.; Hue P.T.B.; Dang T.K.; Ha T.,A Taxonomy of Clipping-Based Differential Privacy in Federated Learning,2026,"Proceedings of the 2026 20th International Conference on Ubiquitous Information Management and Communication, IMCOM 2026",1,10.1109/IMCOM69009.2026.11360874,Conference paper,,2-s2.0-105033670364,Q3
Tayeb S.I.; Jalal T.M.; Ibraheem A.K.; Azeez G.Z.; Mohammed S.K.; Al-Sudani S.F.K.; Shash W.; Rahim A.A.J.; Selman A.H.,A Temporal Convolutional Deep Learning Framework for Robust Physiological Signal Restoration in Rural Telehealth Systems,2026,"ISADES 2026 - 2nd International Symposium on AI-Driven Engineering Systems, Proceedings",0,10.1109/ISADES69945.2026.11608065,Conference paper,,2-s2.0-105046083725,Q3
Khanam T.; Siuly S.; Wang K.; Wang H.,A Theoretically Grounded Differential Privacy Framework for Mitigating Membership Inference Risks in Federated Deep Learning,2026,"Proceedings of 2026 13th International Conference on Machine Intelligence Theory and Applications, MiTA 2026",0,10.1109/MiTA69365.2026.11582788,Conference paper,,2-s2.0-105044974551,Q3
Gan Z.; Shan J.; Sun Z.,A Topology-Constrained Dual-Branch Wav2Vec 2.0 Model for Tibetan-Mandarin Mispronunciation Detection,2026,"Conference Proceedings - 2026 International Conference on Multi-Scale Artificial Intelligence: Drive Innovation Multi-Scale AI, MAI 2026",0,10.1109/MAI69289.2026.11543647,Conference paper,,2-s2.0-105042505337,Q4
Sarkar N.K.; Borah S.K.; Anjana R.; Nandi U.; Singh M.M.,A Transfer Learning Technique to Identify Crop Leaf Diseases,2026,"2026 2nd International Conference on Computing, Sciences and Communications, ICCSC 2026",0,10.1109/ICCSC67078.2026.11468555,Conference paper,,2-s2.0-105038044316,Q10
Kuduz H.; Tonguc G.; Çevik K.K.,A Transformer-Based Semantic Approach to Internet of Medical Things Applications: Integrating Bidirectional Encoder Representations from Transformers Topic Modeling with Dimensionality Reduction,2026,Electrica,0,10.5152/electrica.2026.26060,Article,All Open Access; Gold Open Access,2-s2.0-105045253823,Q3
Liu Z.; Zhu J.; Lei W.,A Transformer-Integrated Multi-Agent Deep Reinforcement Learning Framework for Multi-Objective Electric Vehicle Charging Scheduling,2026,"2026  the 11th International Conference on Computer and Communication Systems, ICCCS 2026",0,10.1109/ICCCS69761.2026.11613214,Conference paper,,2-s2.0-105046992327,Q7
Padma Ch.; Bhavani N.; Prakash G.B.; Karthik K.,A Transparent and Explainable AI Framework for Risk-Aware Loan Approval Decision Support System Development,2026,"4th International Conference on Sustainable Computing and Smart Systems, ICSCSS 2026 - Proceedings",0,10.1109/ICSCSS69635.2026.11646124,Conference paper,,2-s2.0-105048319545,Q3
Pang M.; Xu H.; Huang Z.; Zhou Y.; Chen S.; Wang B.; Huang W.,A Tri-Factor Adaptive Federated Learning Framework for Parkinson’s Disease Diagnosis via Multi-Source Facial Expression Analysis,2026,IEEE Journal of Biomedical and Health Informatics,2,10.1109/JBHI.2025.3605732,Article,,2-s2.0-105015320952,Q3
Mazetto B.O.; Zarpelão B.B.,A Triad of Defenses to Mitigate Poisoning Attacks in Federated Learning,2026,Journal of the Brazilian Computer Society,0,10.5753/jbcs.2026.5558,Article,All Open Access; Gold Open Access,2-s2.0-105033632148,Q3
Wehner N.; Seufert A.; Hobfeld T.; Seufert M.,A Tutorial on Data-Driven Quality-of-Experience Modeling With Explainable Artificial Intelligence,2026,IEEE Communications Surveys and Tutorials,1,10.1109/COMST.2025.3583227,Article,,2-s2.0-105010619176,Q3
Xue T.; Gan X.; Zhang L.; Wang S.; Li Q.; Guo Q.,A Two-Stage Intelligent Reactive Power Optimization Method for Power Grids Based on Dynamic Voltage Partitioning,2026,Electronics (Switzerland),1,10.3390/electronics15020447,Article,All Open Access; Gold Open Access,2-s2.0-105028650915,Q7
Gan Z.; Li F.; Ren X.,A Two-Stage Modular Speech-to-Language Recognition Framework for Low-Resource Tibetan,2026,"Conference Proceedings - 2026 International Conference on Multi-Scale Artificial Intelligence: Drive Innovation Multi-Scale AI, MAI 2026",0,10.1109/MAI69289.2026.11543931,Conference paper,,2-s2.0-105042480015,Q1
Dabare C.; Herath H.; Chandrasiri S.,A Unified AI-Integrated Adaptive Learning Framework for Personalized Education in Blended Learning Environments,2026,"Proceedings - IEEE International Research Conference on Smart Computing and Systems Engineering, SCSE 2026",0,10.1109/SCSE70081.2026.11499939,Conference paper,,2-s2.0-105040691490,Q3
Di Bitonto P.; Magarelli M.; Mariano A.; Novielli P.; Piantadosi V.; Poscente V.; Pucci E.; Pullo S.; Romano D.; Salzano F.; Pareschi R.; Tangaro S.; Zoani C.,"A Unified Architecture for Data, Trust, and Intelligence in Agrifood Systems: The METROFOOD-IT Platform",2026,Sci,0,10.3390/sci8060142,Article,All Open Access; Gold Open Access,2-s2.0-105043066865,Q3
Dong X.; Liu C.; Hao J.; Li Y.; Gao X.; Yang R.; Zhai Y.,A Unified Federated Learning Framework for Power Data Terminals Under Privacy and Resource Constraints,2026,Electronics (Switzerland),0,10.3390/electronics15132873,Article,All Open Access; Gold Open Access,2-s2.0-105044528515,Q7
Ye W.; Wang W.; Liu Y.; Song Y.; Ren B.; Bi W.; Cucchiara R.; Sebe N.,A Unified Masked Jigsaw Puzzle Framework for Vision and Language Models,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,1,10.1109/TPAMI.2025.3621246,Article,All Open Access; Green Open Access,2-s2.0-105019551060,Q3
Abderrahmane M.A.; Guelzim I.; Amazal F.A.,A Unified Model for Gender Prediction From Either Hand or Face Images via Modality Conditioning and Gating,2026,IEEE Access,0,10.1109/ACCESS.2025.3628988,Article,All Open Access; Gold Open Access,2-s2.0-105020939690,Q4
Xu M.; Chen X.; Chen Z.; Zhao G.; Jin Y.; Wang J.,A Unified Self-Regulating Training Framework for Federated Deep ReinforcemenLearning,2026,Proceedings of the AAAI Conference on Artificial Intelligence,0,10.1609/aaai.v40i32.39946,Conference paper,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034921578,Q3
Xin X.; Xia X.; Zhao L.; Zhu Z.; Cui X.,A Verifiable Federated Learning Mechanism for Digital Museum Collection Based on Homomorphic Proxy Re-Authentication Technology,2026,IEEE Transactions on Computational Social Systems,0,10.1109/TCSS.2025.3642006,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105029602848,Q3
Gu K.; Lei J.; Tan J.; Li X.,A Verifiable Federated Learning Scheme With Privacy-Preserving in MCS,2026,IEEE Transactions on Network and Service Management,0,10.1109/TNSM.2025.3627581,Article,,2-s2.0-105020739017,Q3
Nishi H.; Yano S.; Miyashita M.; Onishi S.; Goto Y.; Kondo T.,A Zeroth-Order Stochastic Gradient Descent Method for Communication-Efficient Federated Learning,2026,International Journal of Technology,1,10.14716/ijtech.v17i1.8195,Article,All Open Access; Gold Open Access,2-s2.0-105028529825,Q3
Zhu H.; Wang H.; Wang Y.; Qian X.; Wang Q.,A bearing fault diagnosis method based on an incremental broad federated learning system,2026,Engineering Research Express,1,10.1088/2631-8695/ae39a5,Article,,2-s2.0-105030588528,Q3
Lin J.; Dong Y.; Zhang Z.; Wang L.; Wei B.,A behavioral theory-guided language modeling framework for electric vehicle charging choice prediction,2027,Travel Behaviour and Society,0,10.1016/j.tbs.2026.101371,Article,All Open Access; Bronze Open Access,2-s2.0-105047994628,Q4
Kamran M.; Akhtar S.M.; Gilani A.; Alhashmi A.A.; Kanwal S.; Darem A.A.; Alofairi A.A.,A blockchain-assisted secure federated learning architecture for intrusion detection in internet of things networks,2026,Scientific Reports,1,10.1038/s41598-026-53053-x,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047783931,Q3
Palkar S.S.; Mehra R.; Hadimani L.,A blockchain-based self-sovereign identity in adaptive access control framework and differential privacy for real-time privacy-preserving EHR management,2026,OPSEARCH,1,10.1007/s12597-026-01167-1,Article,,2-s2.0-105036543882,Q3
Xue Y.; Zhang Q.; Wang G.,A blockchain-enabled green and secure resource allocation framework for 6G networks,2026,Sustainable Computing: Informatics and Systems,0,10.1016/j.suscom.2026.101355,Article,,2-s2.0-105036708213,Q3;Q7
Hossain I.; Shufian A.; Munny M.A.; Amin N.; Alsisi R.H.,A blockchain-secured 6G smartgrid framework for resilient renewable energy integration and intelligent anomaly detection,2026,Scientific Reports,0,10.1038/s41598-026-44871-0,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044969357,Q3
Josephson C.B.; Beniczky S.; Denaxas S.; Ikeda A.; Jehi L.; Mwesige A.K.; Jette N.; Jones G.D.; Ryvlin P.; Sen A.; Triki C.C.; Waters G.; Guekht A.; Cross J.H.,"A call for ethical, equitable, and effective artificial intelligence to improve care for all people with epilepsy: A roadmap. A report by the ILAE Global Advocacy Council and Big Data Commission",2026,Epilepsia,6,10.1002/epi.70058,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105025822841,Q3
Rezaei Z.; Amini M.A.; Banad Y.M.,A clinically grounded taxonomy and systematic review of artificial intelligence for cardiovascular diagnosis: From machine learning to multimodal and agentic systems,2026,Computers in Biology and Medicine,0,10.1016/j.compbiomed.2026.111859,Review,,2-s2.0-105045835715,Q3
Zhang X.; Li S.; Liu Z.; Chen C.L.P.,A coarse-to-fine dynamic layer pruning framework for parameter-efficient fine-tuning,2026,Neurocomputing,0,10.1016/j.neucom.2026.134299,Article,,2-s2.0-105042721038,Q4
Sun H.; Guo X.; Bu X.; Wang G.,A collaborative target assignment method for heterogeneous multi-firepower elements based on an adaptive grabbing-order mode,2026,Defence Technology,0,10.1016/j.dt.2026.07.002,Article,All Open Access; Gold Open Access,2-s2.0-105047707359,Q7
Sang T.; Chu Z.; Xuan J.; Zhang X.,A communication-efficient personalized federated learning framework driven by parameter decoupling,2026,Neurocomputing,0,10.1016/j.neucom.2026.133790,Article,,2-s2.0-105037887962,Q3
Laila D.A.; Belhaouari S.B.; Almayah M.; Alqutaish A.; Obeidat M.; Aldhyani T.H.H.,A comparative analysis of a machine learning pipeline for network intrusion detection,2026,International Journal of Data and Network Science,1,10.5267/j.ijdns.2025.10.017,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105022687847,Q3
Grover P.; Prasad S.K.; Pandey N.,A comparative analysis of anomaly detection methods in V2X communication network under smart cities,2026,Discover Internet of Things,0,10.1007/s43926-026-00323-9,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041222462,Q3
Jenifer R.; Palanisamy G.; Nisha S.J.,A comparative study of artificial intelligence-based approaches for colorectal cancer diagnosis,2026,Discover Applied Sciences,2,10.1007/s42452-025-08000-2,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105027417257,Q3
Sherkati M.; Shi W.; Amini M.,A comprehensive evaluation of metrics on their ability to capture the degrees of Non-IIDness with label skew in federated learning,2026,Computers and Electrical Engineering,5,10.1016/j.compeleceng.2025.110743,Article,,2-s2.0-105020862841,Q3
Wu J.,A comprehensive investigation of blockchain-enabled federated learning approaches for DDoS attack mitigation in internet of things environments,2026,AIP Conference Proceedings,0,10.1063/12.0043557,Conference paper,,2-s2.0-105046314080,Q3
Karmode S.; Shahade A.K.,A comprehensive review and future directions on blockchain-integrated deep federated learning for privacy-preserving healthcare applications,2026,International Journal of Data Science and Analytics,5,10.1007/s41060-026-01089-7,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105033334435,Q3
Omar A.; Ahmad F.; Boumaiza A.,"A comprehensive review of artificial intelligence techniques for energy storage systems: Charging demand forecasting, and grid integration",2026,Journal of Energy Storage,0,10.1016/j.est.2026.123445,Review,,2-s2.0-105043974711,Q3
Saleh N.; Shaaban A.R.; Salaheldin A.M.,A comprehensive review of deep learning applications in the segmentation and classification of skin cancer,2026,Biomedical Physics and Engineering Express,2,10.1088/2057-1976/ae74d6,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105040944748,Q3
Wang Z.; Wu S.; Huang Y.; Liu R.; Liu X.,"A comprehensive review of deep learning for solar nowcasting: Enhancing accuracy, reliability, and interpretability",2026,Applied Energy,14,10.1016/j.apenergy.2026.127378,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105027192403,Q3
